sample,step,t,dx_m1,dv_m1,dx_m2,dv_m2,dx_m3,dv_m3,dx_m4,dv_m4,dx_m5,dv_m5,dx_m6,dv_m6,dx_m7,dv_m7
107,2140,35.4796002909367054,3.412039e-09,7.091543e-09,4.549452e-09,9.436152e-09,6.488623e-09,1.349566e-08,5.640002e-09,1.172006e-08,4.981074e-09,1.035229e-08,2.137780e-09,4.450095e-09,8.094884e-09,1.680145e-08
108,2160,37.3430072066653268,9.195807e-09,3.782275e-08,1.224167e-08,5.035597e-08,1.749825e-08,7.196881e-08,1.519860e-08,6.251164e-08,1.342242e-08,5.520666e-08,5.769596e-09,2.372719e-08,2.179649e-08,8.965894e-08
109,2180,37.6913474987065617,1.552970e-08,1.126231e-07,2.066823e-08,1.499602e-07,2.955414e-08,2.142917e-07,2.566580e-08,1.861396e-07,2.266634e-08,1.643832e-07,9.744973e-09,7.064605e-08,3.680663e-08,2.670018e-07
110,2200,38.2099344642759422,1.019564e-08,3.391161e-08,1.358315e-08,4.516682e-08,1.939615e-08,6.451901e-08,1.685115e-08,5.604780e-08,1.488122e-08,4.949661e-08,6.392249e-09,2.126563e-08,2.418163e-08,8.041518e-08
111,2220,40.1642395545657702,2.561365e-08,4.850334e-08,3.415963e-08,6.462867e-08,4.870944e-08,9.226747e-08,4.233756e-08,8.016791e-08,3.738463e-08,7.079340e-08,1.604673e-08,3.040779e-08,6.079181e-08,1.150498e-07
112,2240,40.6144393151997688,6.980771e-08,2.564194e-07,9.300516e-08,3.417040e-07,1.328010e-07,4.877692e-07,1.153792e-07,4.238204e-07,1.018862e-07,3.742540e-07,4.376834e-08,1.607428e-07,1.655752e-07,6.082793e-07
113,2260,41.0103574523406741,1.062830e-07,6.476970e-08,1.417466e-07,8.651437e-08,2.021185e-07,1.231054e-07,1.756765e-07,1.070704e-07,1.551252e-07,9.453684e-08,6.658201e-08,4.052783e-08,2.522634e-07,1.538845e-07
114,2280,41.1798722165637352,1.657014e-07,3.496854e-07,2.213310e-07,4.672259e-07,3.149427e-07,6.645617e-07,2.739198e-07,5.780747e-07,2.418551e-07,5.103971e-07,1.036828e-07,2.187539e-07,3.936857e-07,8.309740e-07
115,2300,41.2053843060804823,2.910869e-07,3.608788e-06,3.888580e-07,4.821791e-06,5.532345e-07,6.858315e-06,4.811975e-07,5.965765e-06,4.248663e-07,5.267336e-06,1.821223e-07,2.257574e-06,6.916398e-07,8.575643e-06
116,2320,41.2103037177038602,3.782978e-07,7.963380e-06,5.054404e-07,1.063937e-05,7.189478e-07,1.513459e-05,6.253741e-07,1.316449e-05,5.521595e-07,1.162330e-05,2.366587e-07,4.981940e-06,8.989518e-07,1.892312e-05
117,2340,41.219471744278463,1.546684e-07,1.553296e-06,2.066640e-07,2.075099e-06,2.939376e-07,2.952136e-06,2.556877e-07,2.567771e-06,2.257525e-07,2.267171e-06,9.675437e-08,9.718086e-07,3.675539e-07,3.690833e-06
118,2360,41.279804349452679,1.282398e-07,2.113789e-07,1.712137e-07,2.822668e-07,2.437811e-07,4.017996e-07,2.119850e-07,3.494212e-07,1.871754e-07,3.085238e-07,8.027020e-08,1.322903e-07,3.045919e-07,5.021240e-07
119,2380,41.69229239695094,1.219775e-07,3.208867e-07,1.628145e-07,4.283546e-07,2.318959e-07,6.100293e-07,2.016297e-07,5.304328e-07,1.780344e-07,4.683568e-07,7.636414e-08,2.008800e-07,2.896733e-07,7.620836e-07
120,2400,41.914535690974314,1.215180e-07,4.006483e-07,1.622666e-07,5.348576e-07,2.309886e-07,7.616468e-07,2.008774e-07,6.622844e-07,1.773651e-07,5.847758e-07,7.605515e-08,2.508034e-07,2.886533e-07,9.515402e-07
121,2420,42.3176256706313216,9.991389e-08,1.449321e-07,1.333630e-07,1.934164e-07,1.899496e-07,2.755536e-07,1.651596e-07,2.395723e-07,1.458320e-07,2.115387e-07,6.255303e-08,9.075053e-08,2.372706e-07,3.441366e-07
122,2440,44.675291576289108,1.787171e-07,8.170266e-07,2.384087e-07,1.090039e-06,3.398364e-07,1.553539e-06,2.954098e-07,1.350513e-06,2.608469e-07,1.192497e-06,1.119393e-07,5.116998e-07,4.242528e-07,1.939661e-06
123,2460,45.9251413910843273,1.219266e-06,3.550508e-06,1.626385e-06,4.736078e-06,2.318541e-06,6.751604e-06,2.015376e-06,5.868798e-06,1.779578e-06,5.182148e-06,7.637321e-07,2.223973e-06,2.894269e-06,8.428202e-06
124,2480,46.0045046255247775,3.115646e-06,2.526254e-05,4.156001e-06,3.369833e-05,5.924725e-06,4.804052e-05,5.150018e-06,4.175854e-05,4.547459e-06,3.687254e-05,1.951586e-06,1.582385e-05,7.395979e-06,5.997093e-05
125,2500,46.0138408517274439,5.313984e-06,2.136086e-04,7.088646e-06,2.849215e-04,1.010582e-05,4.061473e-04,8.784247e-06,3.530524e-04,7.756353e-06,3.117533e-04,3.328461e-06,1.338078e-04,1.261594e-05,5.069693e-04
126,2520,46.0193060339272825,3.808296e-06,8.734488e-05,5.079907e-06,1.165058e-04,7.241516e-06,1.660787e-04,6.294735e-06,1.443664e-04,5.558295e-06,1.274781e-04,2.385472e-06,5.471368e-05,9.039650e-06,2.073086e-04
127,2540,46.0460387421151498,1.631455e-06,9.190775e-06,2.176284e-06,1.225935e-05,3.102294e-06,1.747683e-05,2.696696e-06,1.519159e-05,2.381184e-06,1.341425e-05,1.021893e-06,5.757077e-06,3.872775e-06,2.181608e-05
128,2560,46.2331433103524823,1.558018e-06,1.190248e-06,2.078613e-06,1.587980e-06,2.962511e-06,2.263196e-06,2.575340e-06,1.967432e-06,2.274014e-06,1.737233e-06,9.757880e-07,7.454441e-07,3.698784e-06,2.825710e-06
129,2580,46.5556342935224664,3.424257e-06,1.521352e-06,4.568377e-06,2.029686e-06,6.511124e-06,2.892814e-06,5.660153e-06,2.514740e-06,4.997892e-06,2.220504e-06,2.144636e-06,9.528250e-07,8.129233e-06,3.611753e-06
130,2600,47.1485102956196188,2.392578e-06,3.532455e-06,3.191847e-06,4.712544e-06,4.549481e-06,6.716915e-06,3.954814e-06,5.838965e-06,3.492091e-06,5.155794e-06,1.498542e-06,2.212472e-06,5.679839e-06,8.385837e-06
131,2620,47.3513025429908339,4.776196e-06,3.986995e-05,6.371725e-06,5.318803e-05,9.081769e-06,7.580777e-05,7.894728e-06,6.590013e-05,6.971049e-06,5.819043e-05,2.991484e-06,2.497226e-05,1.133815e-05,9.464025e-05
132,2640,47.3686554074276747,1.202558e-05,3.565912e-04,1.604199e-05,4.756350e-04,2.286296e-05,6.777405e-04,1.987542e-05,5.892292e-04,1.755054e-05,5.203399e-04,7.532438e-06,2.233858e-04,2.854122e-05,8.459286e-04
133,2660,47.3710590403651318,1.658523e-05,1.664345e-03,2.213147e-05,2.221740e-03,3.155844e-05,3.170085e-03,2.742825e-05,2.754447e-03,2.421551e-05,2.431290e-03,1.038481e-05,1.041693e-03,3.941375e-05,3.961225e-03
134,2680,47.3734566959038918,1.180587e-05,2.821773e-04,1.575063e-05,3.764974e-04,2.245175e-05,5.367645e-04,1.951640e-05,4.665551e-04,1.723244e-05,4.119330e-04,7.393928e-06,1.767071e-04,2.803217e-05,6.702662e-04
135,2700,47.3875896231837556,5.256261e-06,4.516251e-05,7.012287e-06,6.025150e-05,9.994968e-06,8.588245e-05,8.688489e-06,7.465535e-05,7.671876e-06,6.591946e-05,3.292102e-06,2.828565e-05,1.247854e-05,1.072253e-04
136,2720,47.5063197206691076,1.903115e-06,6.647621e-06,2.538851e-06,8.868403e-06,3.618785e-06,1.264052e-05,3.145755e-06,1.098826e-05,2.777694e-06,9.702589e-06,1.191984e-06,4.163571e-06,4.517868e-06,1.578130e-05
137,2740,49.0559171117056723,2.169194e-06,1.087712e-05,2.893762e-06,1.451043e-05,4.124763e-06,2.068288e-05,3.585566e-06,1.797926e-05,3.166049e-06,1.587567e-05,1.358657e-06,6.812776e-06,5.149464e-06,2.582115e-05
138,2760,49.6838970547256366,5.948826e-06,8.255644e-05,7.935819e-06,1.101283e-04,1.131141e-05,1.569645e-04,9.832868e-06,1.364503e-04,8.682467e-06,1.204884e-04,3.726041e-06,5.171083e-05,1.412126e-05,1.959477e-04
139,2780,49.7258529785936268,1.595627e-05,8.211938e-04,2.128333e-05,1.095022e-03,3.033019e-05,1.559679e-03,2.636804e-05,1.356237e-03,2.328473e-05,1.197856e-03,9.995541e-06,5.145973e-04,3.785804e-05,1.945955e-03
140,2800,49.7301841105817306,3.954644e-05,5.426550e-03,5.272491e-05,7.213100e-03,7.507770e-05,1.021869e-02,6.529243e-05,8.906757e-03,5.767293e-05,7.881089e-03,2.478595e-05,3.412635e-03,9.365050e-05,1.269255e-02
141,2820,49.7313868851976033,3.597950e-05,6.172546e-03,4.801275e-05,8.258164e-03,6.847285e-05,1.182900e-02,5.950841e-05,1.026063e-02,5.253640e-05,9.044980e-03,2.252752e-05,3.853667e-03,8.552080e-05,1.482821e-02
142,2840,49.7350903169971323,1.878969e-05,8.036932e-04,2.506943e-05,1.072640e-03,3.574188e-05,1.530110e-03,3.106659e-05,1.329644e-03,2.742960e-05,1.173765e-03,1.176696e-05,5.031296e-04,4.462981e-05,1.911467e-03
143,2860,49.762511886366785,8.197309e-06,1.119177e-04,1.093568e-05,1.493109e-04,1.558811e-05,2.128484e-04,1.355024e-05,1.850164e-04,1.196471e-05,1.633634e-04,5.134192e-06,7.009369e-05,1.946121e-05,2.657497e-04
144,2880,50.017016058763908,2.684652e-06,2.002628e-05,3.581426e-06,2.671586e-05,5.104960e-06,3.808086e-05,4.437628e-06,3.310279e-05,3.918409e-06,2.922961e-05,1.681498e-06,1.254318e-05,6.373228e-06,4.754173e-05
145,2900,51.8542532719154592,4.140816e-06,3.145281e-05,5.523927e-06,4.195850e-05,7.873749e-06,5.980641e-05,6.844498e-06,5.198885e-05,6.043696e-06,4.590634e-05,2.593582e-06,1.970043e-05,9.829725e-06,7.466288e-05
146,2920,52.0940300109744748,1.207297e-05,3.192848e-04,1.610490e-05,4.258646e-04,2.295403e-05,6.068560e-04,1.995415e-05,5.275916e-04,1.761996e-05,4.659069e-04,7.562208e-06,2.000182e-04,2.865450e-05,7.574393e-04
147,2940,52.1138687066156218,3.213414e-05,2.942277e-03,4.284760e-05,3.919334e-03,6.102598e-05,5.572747e-03,5.306716e-05,4.849539e-03,4.687100e-05,4.285761e-03,2.013759e-05,1.845898e-03,7.613589e-05,6.942841e-03
148,2960,52.1162189722469922,6.474643e-05,2.090688e-02,8.641018e-05,2.782694e-02,1.232490e-04,3.950253e-02,1.071083e-04,3.440144e-02,9.455518e-05,3.041847e-02,4.053266e-05,1.312669e-02,1.539409e-04,4.913826e-02
149,2980,52.1175337662150238,4.654587e-05,4.759184e-03,6.213673e-05,6.376644e-03,8.867452e-05,9.157164e-03,7.704283e-05,7.934173e-03,6.800122e-05,6.988119e-03,2.913094e-05,2.966410e-03,1.108132e-04,1.150348e-02
150,3000,52.1238662607178128,2.243137e-05,8.475691e-04,2.992820e-05,1.131224e-03,4.266957e-05,1.613760e-03,3.708793e-05,1.402305e-03,3.274596e-05,1.237888e-03,1.404753e-05,5.305828e-04,5.328027e-05,2.016033e-03
151,3020,52.1743151650749996,9.699618e-06,1.185897e-04,1.293980e-05,1.582112e-04,1.844494e-05,2.255361e-04,1.603357e-05,1.960452e-04,1.415746e-05,1.731017e-04,6.075147e-06,7.427274e-05,2.302778e-05,2.815889e-04
152,3040,52.7026976115044177,4.852875e-06,3.771876e-05,6.473828e-06,5.031805e-05,9.227854e-06,7.172358e-05,8.021552e-06,6.234762e-05,7.083017e-06,5.505273e-05,3.039571e-06,2.362473e-05,1.152024e-05,8.954215e-05
153,3060,54.3797834753214105,8.899493e-06,7.465675e-05,1.187200e-05,9.959026e-05,1.692204e-05,1.419467e-04,1.471007e-05,1.233947e-04,1.298906e-05,1.089597e-04,5.574207e-06,4.676266e-05,2.112553e-05,1.772004e-04
154,3080,54.4930765242761009,2.357574e-05,9.030619e-04,3.144648e-05,1.204151e-03,4.481378e-05,1.715047e-03,3.895945e-05,1.491366e-03,3.440376e-05,1.317226e-03,1.476867e-05,5.659188e-04,5.593624e-05,2.139711e-03
155,3100,54.5034021316420229,6.171977e-05,7.213800e-03,8.224143e-05,9.592761e-03,1.169997e-04,1.359991e-02,1.017916e-04,1.185005e-02,8.994129e-05,1.048285e-02,3.870747e-05,4.534499e-03,1.458310e-04,1.690268e-02
156,3120,54.5049315074959362,7.360167e-05,3.378064e-02,9.871200e-05,4.489174e-02,1.419668e-04,6.352466e-02,1.229292e-04,5.540351e-02,1.082156e-04,4.904092e-02,4.582237e-05,2.124102e-02,1.785343e-04,7.876801e-02
157,3140,54.5067529152564352,5.642748e-05,4.361399e-03,7.532890e-05,5.831148e-03,1.075031e-04,8.343205e-03,9.340077e-05,7.240550e-03,8.243891e-05,6.385162e-03,3.531507e-05,2.724969e-03,1.343446e-04,1.044882e-02
158,3160,54.517971413926222,2.645019e-05,7.025610e-04,3.528910e-05,9.375993e-04,5.031044e-05,1.337337e-03,4.373019e-05,1.162181e-03,3.861123e-05,1.025973e-03,1.656484e-05,4.398522e-04,6.281859e-05,1.670487e-03
159,3180,54.6124629772542072,1.136357e-05,1.048997e-04,1.515952e-05,1.399451e-04,2.160894e-05,1.994924e-04,1.878397e-05,1.734088e-04,1.658606e-05,1.531158e-04,7.117369e-06,6.569990e-05,2.697772e-05,2.490670e-04
160,3200,55.8722997347034274,1.218098e-05,5.157555e-05,1.624967e-05,6.880295e-05,2.316248e-05,9.807159e-05,2.013457e-05,8.525153e-05,1.777878e-05,7.527701e-05,7.629488e-06,3.230402e-05,2.891652e-05,1.224347e-04
161,3220,56.8262845064015438,2.100749e-05,1.845839e-04,2.802372e-05,2.462139e-04,3.994324e-05,3.508913e-04,3.472246e-05,3.050457e-04,3.066035e-05,2.693711e-04,1.315830e-05,1.156263e-04,4.986416e-05,4.379970e-04
162,3240,56.8815177225564329,5.233096e-05,2.263048e-03,6.978838e-05,3.015558e-03,9.942232e-05,4.290161e-03,8.644620e-05,3.732467e-03,7.634601e-05,3.297912e-03,3.278890e-05,1.419236e-03,1.240651e-04,5.347440e-03
163,3260,56.8870176840945846,1.304822e-04,1.265591e-02,1.737259e-04,1.668945e-02,2.468084e-04,2.348827e-02,2.148569e-04,2.046202e-02,1.899331e-04,1.818108e-02,8.190618e-05,8.030586e-03,3.072742e-04,2.920058e-02
164,3280,56.8882629205662915,1.294709e-04,2.627451e-02,1.727866e-04,3.535980e-02,2.464372e-04,5.115496e-02,2.141692e-04,4.418052e-02,1.890718e-04,3.881447e-02,8.105350e-05,1.629553e-02,3.077853e-04,6.465071e-02
165,3300,56.8913606979018808,7.371055e-05,3.247271e-03,9.838140e-05,4.339591e-03,1.403536e-04,6.204278e-03,1.219603e-04,5.386138e-03,1.076591e-04,4.751082e-03,4.614202e-05,2.029902e-03,1.753469e-04,7.765049e-03
166,3320,56.9135064461829983,3.463408e-05,4.812100e-04,4.620588e-05,6.421065e-04,6.586961e-05,9.156472e-04,5.725606e-05,7.958040e-04,5.055499e-05,7.025919e-04,2.169114e-05,3.013181e-04,8.224123e-05,1.143521e-03
167,3340,57.1133595496926178,2.074528e-05,8.236593e-05,2.767463e-05,1.098810e-04,3.944781e-05,1.566309e-04,3.429099e-05,1.361533e-04,3.027886e-05,1.202214e-04,1.299367e-05,5.158784e-05,4.924753e-05,1.955489e-04
168,3360,58.8722288243931245,1.008876e-04,6.732721e-05,1.345871e-04,8.981804e-05,1.918445e-04,1.280331e-04,1.667648e-04,1.112940e-04,1.472523e-04,9.827096e-05,6.318983e-05,4.216883e-05,2.395052e-04,1.598448e-04
169,3380,59.183563880253403,2.396220e-04,3.641959e-04,3.196663e-04,4.857561e-04,4.556702e-04,6.921764e-04,3.960976e-04,6.017776e-04,3.497497e-04,5.314260e-04,1.500828e-04,2.281590e-04,5.688828e-04,8.639029e-04
170,3400,59.2090021294446435,3.304397e-04,3.442178e-03,4.406450e-04,4.585835e-03,6.276859e-04,6.521859e-03,5.457894e-04,5.674932e-03,4.820383e-04,5.014823e-03,2.070578e-04,2.159205e-03,7.831936e-04,8.126762e-03
171,3420,59.2130607231058365,3.818827e-04,1.322562e-02,5.102143e-04,1.763029e-02,7.291295e-04,2.509640e-02,6.331047e-04,2.182891e-02,5.585411e-04,1.928365e-02,2.387828e-04,8.290240e-03,9.122022e-04,3.129325e-02
172,3440,59.2187389703767651,2.873270e-04,1.512507e-03,3.833696e-04,2.019075e-03,5.466206e-04,2.881260e-03,4.751022e-04,2.503370e-03,4.194712e-04,2.209615e-03,1.799293e-04,9.466387e-04,6.825869e-04,3.600451e-03
173,3460,59.2547593567803686,3.591169e-04,2.617686e-04,4.790834e-04,3.492453e-04,6.829263e-04,4.979096e-04,5.936377e-04,4.327856e-04,5.241717e-04,3.821239e-04,2.249232e-04,1.639362e-04,8.526158e-04,6.217020e-04
174,3480,59.4137745386721325,9.839802e-04,2.881256e-04,1.312748e-03,3.841996e-04,1.871445e-03,5.472394e-04,1.626711e-03,4.758554e-04,1.436320e-03,4.202846e-04,6.162583e-04,1.805528e-04,2.336600e-03,6.827667e-04
175,3500,59.4657546050979045,1.044834e-03,2.176412e-04,1.393840e-03,2.903263e-04,1.986819e-03,4.138070e-04,1.727084e-03,3.597227e-04,1.525005e-03,3.176416e-04,6.544205e-04,1.363243e-04,2.480411e-03,5.165767e-04
176,3520,59.7422507552481843,6.163327e-04,2.495881e-03,8.226030e-04,3.334254e-03,1.173524e-03,4.764108e-03,1.019744e-03,4.136966e-03,9.001760e-04,3.649945e-03,3.858253e-04,1.560821e-03,1.466071e-03,5.959555e-03
177,3540,59.7727733236208502,1.264069e-03,2.178796e-02,1.691825e-03,2.959801e-02,2.425242e-03,4.355063e-02,2.102947e-03,3.732910e-02,1.853327e-03,3.260818e-02,7.888866e-04,1.337842e-02,3.042337e-03,5.587816e-02
178,3560,59.7756863524407482,2.104355e-03,2.797337e-01,2.939945e-03,4.159875e-01,4.582927e-03,7.257257e-01,3.823661e-03,5.762704e-01,3.276760e-03,4.751663e-01,1.257643e-03,1.567926e-01,6.233929e-03,1.065574e+00
179,3580,59.7762299548614474,4.211710e-03,7.253709e-01,5.410380e-03,8.832472e-01,6.945430e-03,9.626048e-01,6.343015e-03,9.472428e-01,5.801074e-03,9.163835e-01,2.644649e-03,4.328743e-01,7.862105e-03,9.544902e-01
180,3600,59.7772658705685089,2.195113e-03,7.799791e-02,2.895344e-03,9.771274e-02,4.051997e-03,1.261955e-01,3.550263e-03,1.144095e-01,3.154666e-03,1.045125e-01,1.393120e-03,5.266776e-02,4.985819e-03,1.461003e-01
181,3620,59.784332714343426,9.913766e-04,1.138301e-02,1.320116e-03,1.509473e-02,1.875956e-03,2.130125e-02,1.632905e-03,1.859795e-02,1.443358e-03,1.647832e-02,6.222142e-04,7.177902e-03,2.336080e-03,2.637435e-02
182,3640,59.8466990712828186,3.036540e-04,1.638428e-03,4.049764e-04,2.184602e-03,5.770053e-04,3.111306e-03,5.016728e-04,2.705590e-03,4.430420e-04,2.389723e-03,1.902467e-04,1.026796e-03,7.200838e-04,3.881478e-03
183,3660,60.4827053956105153,3.625620e-04,2.311511e-03,4.839169e-04,3.086332e-03,6.903900e-04,4.405915e-03,5.999069e-04,3.827430e-03,5.295570e-04,3.377880e-03,2.269565e-04,1.446371e-03,8.625335e-04,5.507355e-03
184,3680,60.6195474960533452,1.034611e-03,1.983848e-02,1.384937e-03,2.679010e-02,1.985852e-03,3.900682e-02,1.721744e-03,3.359097e-02,1.517233e-03,2.944750e-02,6.455720e-04,1.226013e-02,2.491715e-03,4.959073e-02
185,3700,60.6299433544580693,1.868914e-03,1.655570e-01,2.541312e-03,2.536617e-01,3.754972e-03,4.897626e-01,3.211389e-03,3.678008e-01,2.801576e-03,2.942401e-01,1.147638e-03,9.085105e-02,4.841109e-03,8.869934e-01
186,3720,60.631070490367284,2.274292e-03,7.678872e-01,3.663116e-03,1.649218e+00,6.238323e-03,2.677737e+00,5.400404e-03,2.445503e+00,4.363919e-03,1.927259e+00,1.396876e-03,3.234188e-01,7.019839e-03,2.443392e+00
187,3740,60.6314787187173592,3.926829e-03,2.034928e+00,5.143326e-03,2.542643e+00,6.002765e-03,2.285451e+00,5.717126e-03,2.394398e+00,5.409017e-03,2.490092e+00,1.935180e-03,8.861321e-01,6.359847e-03,2.132611e+00
188,3760,60.6330275303865067,2.489795e-03,1.812064e-01,3.228931e-03,2.209091e-01,4.410401e-03,2.753938e-01,3.903280e-03,2.532069e-01,3.497749e-03,2.341955e-01,1.615251e-03,1.271324e-01,5.335538e-03,3.119302e-01
189,3780,60.6448733217936785,1.000547e-03,2.246353e-02,1.329866e-03,2.962888e-02,1.884010e-03,4.144374e-02,1.642108e-03,3.632289e-02,1.453018e-03,3.228055e-02,6.292935e-04,1.425258e-02,2.340264e-03,5.095148e-02
190,3800,60.7583657551092538,2.705389e-04,3.378084e-03,3.606580e-04,4.502598e-03,5.134893e-04,6.408794e-03,4.465908e-04,5.574528e-03,3.944947e-04,4.924718e-03,1.695800e-04,2.117863e-03,6.404329e-04,7.991310e-03
191,3820,61.4151784627995745,5.578485e-04,7.648189e-03,7.451536e-04,1.023361e-02,1.064516e-03,1.466239e-02,9.244552e-04,1.271689e-02,8.156734e-04,1.120931e-02,3.488965e-04,4.774368e-03,1.331441e-03,1.838408e-02
192,3840,61.4837633951218882,1.349756e-03,5.276413e-02,1.817165e-03,7.289435e-02,2.633019e-03,1.107416e-01,2.272130e-03,9.354819e-02,1.995194e-03,8.084640e-02,8.371189e-04,3.184195e-02,3.335341e-03,1.464879e-01
193,3860,61.4896013571023253,2.120869e-03,3.336559e-01,2.935725e-03,6.230871e-01,4.259021e-03,2.692066e+00,3.769539e-03,1.296633e+00,3.259597e-03,8.084457e-01,1.281302e-03,1.603606e-01,5.940799e-03,2.862060e+00
194,3880,61.4903175230020756,2.407283e-03,8.955030e-01,3.664428e-03,2.358814e+00,5.365550e-03,2.560854e+00,4.982564e-03,2.803172e+00,4.380151e-03,2.742979e+00,1.442329e-03,3.244974e-01,5.718752e-03,2.274848e+00
195,3900,61.4907798354073185,3.411966e-03,2.125153e+00,4.509870e-03,2.591191e+00,5.065152e-03,2.208057e+00,4.893663e-03,2.338345e+00,4.694269e-03,2.477907e+00,1.576479e-03,7.202798e-01,5.256813e-03,2.045734e+00
196,3920,61.4931414298716011,2.419182e-03,2.174585e-01,3.121077e-03,2.608064e-01,4.233759e-03,3.186097e-01,3.757383e-03,2.952836e-01,3.375151e-03,2.750685e-01,1.581045e-03,1.563766e-01,5.098832e-03,3.564635e-01
197,3940,61.5121377403983235,9.079041e-04,2.521988e-02,1.206155e-03,3.324817e-02,1.707388e-03,4.646971e-02,1.488680e-03,4.074160e-02,1.317617e-03,3.621728e-02,5.713351e-04,1.601057e-02,2.119488e-03,5.709538e-02
198,3960,61.7140974883926136,2.535709e-04,3.719840e-03,3.383055e-04,4.959535e-03,4.823123e-04,7.062582e-03,4.192288e-04,6.141913e-03,3.701550e-04,5.425073e-03,1.588034e-04,2.331373e-03,6.022212e-04,8.810060e-03
199,3980,62.3073745668742126,7.563598e-04,1.606363e-02,1.011769e-03,2.159467e-02,1.448974e-03,3.119242e-02,1.256961e-03,2.695681e-02,1.108122e-03,2.369565e-02,4.722968e-04,9.976078e-03,1.816093e-03,3.938179e-02
200,4000,62.3460940747769507,1.611941e-03,1.043003e-01,2.190586e-03,1.499658e-01,3.235189e-03,2.481392e-01,2.766983e-03,2.012675e-01,2.414453e-03,1.691351e-01,9.904896e-04,6.058268e-02,4.181662e-03,3.750089e-01
201,4020,62.3496229322680651,2.234996e-03,4.719716e-01,3.142230e-03,1.149929e+00,4.727657e-03,2.946050e+00,3.959480e-03,2.727571e+00,3.488472e-03,1.859957e+00,1.331896e-03,2.018547e-01,5.145798e-03,2.443043e+00
202,4040,62.3501382718831006,2.436861e-03,9.241153e-01,3.551151e-03,2.491649e+00,4.699629e-03,2.474138e+00,4.463986e-03,2.741060e+00,4.087827e-03,3.028725e+00,1.436602e-03,3.091823e-01,4.903967e-03,2.202051e+00
203,4060,62.3507288397592477,3.189162e-03,2.609014e+00,4.028441e-03,2.553778e+00,4.389203e-03,2.150310e+00,4.283818e-03,2.279558e+00,4.153431e-03,2.424576e+00,1.599398e-03,6.731930e-01,4.490623e-03,1.992974e+00
204,4080,62.3543301552318757,2.174859e-03,2.013763e-01,2.812268e-03,2.432059e-01,3.826114e-03,2.998378e-01,3.391625e-03,2.768690e-01,3.043450e-03,2.570894e-01,1.416729e-03,1.433886e-01,4.616395e-03,3.374357e-01
205,4100,62.3844960741229605,7.799533e-04,2.440056e-02,1.036306e-03,3.221755e-02,1.467225e-03,4.514347e-02,1.279184e-03,3.953545e-02,1.132122e-03,3.511460e-02,4.907271e-04,1.546341e-02,1.821580e-03,5.557899e-02
