step,t,rel_energy_diff,max_rel_coord_diff
1540,25.1130195153983657,7.15508e-11,2.73586e-10
1560,27.3980847334587241,7.15507e-11,7.09397e-10
1580,27.7421587883006599,7.1551e-11,1.43594e-9
1600,27.7751934264845987,7.1536e-11,3.93834e-9
1620,27.7838984211233902,7.15447e-11,3.44802e-9
1640,27.8096928108462111,7.15413e-11,1.86273e-9
1660,27.9916281066615616,7.1542e-11,8.47253e-10
1680,28.544913957280329,7.15419e-11,9.93612e-10
1700,28.8574394581876292,7.15416e-11,1.2537e-9
1720,29.6337024487845516,7.15417e-11,7.94302e-10
1740,29.7865303493634407,7.15429e-11,2.14382e-9
1760,29.8000329417516896,7.15665e-11,4.86647e-9
1780,29.8013444249240343,7.14557e-11,9.51798e-9
1800,29.8015208084147951,6.60284e-11,1.95763e-8
1820,29.8016720466289515,7.01183e-11,8.8229e-9
1840,29.8025162154495822,7.19526e-11,5.4585e-9
1860,29.8091457626189735,7.18863e-11,2.83751e-9
1880,29.8649657274068809,7.18857e-11,1.38335e-9
1900,30.3866828109807948,7.1886e-11,5.29999e-10
1920,33.3288873675866385,7.1886e-11,2.08961e-9
1940,33.6303949140502728,7.18853e-11,5.10058e-9
1960,33.6677986357914286,7.18868e-11,9.13842e-9
1980,33.6844527967790809,7.18845e-11,7.20837e-9
2000,33.7560311277302978,7.18861e-11,3.72465e-9
2020,34.1410364434051538,7.18859e-11,1.95904e-9
2040,34.2589667940623479,7.18861e-11,1.82615e-9
2060,34.396342821510841,7.18863e-11,1.79318e-9
2080,34.5018681136452057,7.18862e-11,1.82611e-9
2100,34.7133506584533626,7.18865e-11,1.84862e-9
2120,34.874270796250977,7.18862e-11,1.19017e-9
2140,35.4796002909367054,7.18863e-11,3.17337e-9
2160,37.3430072066653268,7.18864e-11,1.25527e-8
2180,37.6913474987065617,7.18867e-11,2.15078e-8
2200,38.2099344642759422,7.18866e-11,1.41108e-8
2220,40.1642395545657702,7.18865e-11,2.48363e-8
2240,40.6144393151997688,7.18867e-11,5.11239e-8
2260,41.0103574523406741,7.18865e-11,4.52463e-8
2280,41.1798722165637352,7.18866e-11,6.97509e-8
2300,41.2053843060804823,7.18869e-11,1.22679e-7
2320,41.2103037177038602,7.18944e-11,1.59437e-7
2340,41.219471744278463,7.1884e-11,6.517e-8
2360,41.279804349452679,7.18863e-11,5.35347e-8
2380,41.69229239695094,7.18863e-11,6.26062e-8
2400,41.914535690974314,7.18862e-11,7.32935e-8
2420,42.3176256706313216,7.18861e-11,7.09101e-8
2440,44.675291576289108,7.18861e-11,2.09926e-7
2460,45.9251413910843273,7.18863e-11,8.84442e-7
2480,46.0045046255247775,7.18894e-11,2.09082e-6
2500,46.0138408517274439,7.18591e-11,3.53029e-6
2520,46.0193060339272825,7.18804e-11,2.51471e-6
2540,46.0460387421151498,7.18871e-11,1.0448e-6
2560,46.2331433103524823,7.18873e-11,7.42014e-7
2580,46.5556342935224664,7.18876e-11,1.30328e-6
2600,47.1485102956196188,7.18873e-11,1.36054e-6
2620,47.3513025429908339,7.1887e-11,3.35678e-6
2640,47.3686554074276747,7.19011e-11,8.57939e-6
2660,47.3710590403651318,7.20668e-11,1.18602e-5
2680,47.3734566959038918,7.18801e-11,8.45804e-6
2700,47.3875896231837556,7.18667e-11,3.81058e-6
2720,47.5063197206691076,7.18646e-11,1.51113e-6
2740,49.0559171117056723,7.18646e-11,3.09032e-6
2760,49.6838970547256366,7.18649e-11,9.47885e-6
2780,49.7258529785936268,7.18726e-11,2.55806e-5
2800,49.7301841105817306,7.18547e-11,6.34125e-5
2820,49.7313868851976033,7.19467e-11,5.77524e-5
2840,49.7350903169971323,7.20187e-11,3.01715e-5
2860,49.762511886366785,7.20079e-11,1.32138e-5
2880,50.017016058763908,7.20101e-11,4.47867e-6
2900,51.8542532719154592,7.20101e-11,8.00232e-6
2920,52.0940300109744748,7.20109e-11,2.35479e-5
2940,52.1138687066156218,7.20547e-11,6.2694e-5
2960,52.1162189722469922,7.22583e-11,0.000126438
2980,52.1175337662150238,7.21016e-11,9.09228e-5
3000,52.1238662607178128,7.20593e-11,4.38038e-5
3020,52.1743151650749996,7.20446e-11,1.89705e-5
3040,52.7026976115044177,7.20447e-11,9.60868e-6
3060,54.3797834753214105,7.20447e-11,1.72982e-5
3080,54.4930765242761009,7.20463e-11,4.56112e-5
3100,54.5034021316420229,7.20402e-11,0.000119241
3120,54.5049315074959362,7.11374e-11,0.00014306
3140,54.5067529152564352,7.20462e-11,0.000109191
3160,54.517971413926222,7.20041e-11,5.11296e-5
3180,54.6124629772542072,7.20072e-11,2.18713e-5
3200,55.8722997347034274,7.20076e-11,2.13788e-5
3220,56.8262845064015438,7.20071e-11,3.23805e-5
3240,56.8815177225564329,7.20004e-11,7.98475e-5
3260,56.8870176840945846,7.21987e-11,0.000198586
3280,56.8882629205662915,7.15417e-11,0.000197441
3300,56.8913606979018808,7.16208e-11,0.000112355
3320,56.9135064461829983,7.16509e-11,5.25555e-5
3340,57.1133595496926178,7.1651e-11,3.02641e-5
3360,58.8722288243931245,7.1651e-11,6.54685e-5
3380,59.183563880253403,7.16503e-11,9.13049e-5
3400,59.2090021294446435,7.16537e-11,0.000116575
3420,59.2130607231058365,7.16312e-11,0.00013319
3440,59.2187389703767651,7.16482e-11,9.81976e-5
3460,59.2547593567803686,7.16484e-11,0.000106899
3480,59.4137745386721325,7.16491e-11,0.000219043
3500,59.4657546050979045,7.16491e-11,0.000224455
3520,59.7422507552481843,7.16491e-11,0.000331778
3540,59.7727733236208502,7.16431e-11,0.000732669
3560,59.7756863524407482,7.17645e-11,0.00127818
3580,59.7762299548614474,7.11541e-11,0.00236813
3600,59.7772658705685089,7.1684e-11,0.00126742
3620,59.784332714343426,7.16494e-11,0.000586511
3640,59.8466990712828186,7.16507e-11,0.000203521
3660,60.4827053956105153,7.16506e-11,0.000492248
3680,60.6195474960533452,7.16495e-11,0.00154745
3700,60.6299433544580693,7.16097e-11,0.002856
3720,60.631070490367284,7.18859e-11,0.00407243
3740,60.6314787187173592,7.16942e-11,0.00582279
3760,60.6330275303865067,8.65591e-11,0.00364559
3780,60.6448733217936785,8.6533e-11,0.00151087
3800,60.7583657551092538,8.6531e-11,0.000438955
3820,61.4151784627995745,8.6531e-11,0.00124101
3840,61.4837633951218882,8.65286e-11,0.00310718
3860,61.4896013571023253,8.65646e-11,0.0050227
3880,61.4903175230020756,8.64988e-11,0.00616127
3900,61.4907798354073185,8.65688e-11,0.00778926
3920,61.4931414298716011,7.33962e-8,0.00536842
3940,61.5121377403983235,7.33961e-8,0.00208647
3960,61.7140974883926136,7.33961e-8,0.000629593
3980,62.3073745668742126,7.33961e-8,0.00226412
4000,62.3460940747769507,7.33961e-8,0.00495044
4020,62.3496229322680651,7.3396e-8,0.00709493
4040,62.3501382718831006,7.3396e-8,0.00788506
4060,62.3507288397592477,7.3396e-8,0.00920349
4080,62.3543301552318757,2.48944e-5,0.00638744
4100,62.3844960741229605,2.48944e-5,0.00236983
4120,62.7681281003958607,2.48944e-5,0.000940812
4140,63.1846699424451715,2.48944e-5,0.0036046
4160,63.2075157496655521,2.48944e-5,0.00702678
4180,63.2097234948411184,2.48944e-5,0.00907592
4200,63.210140109363161,2.48944e-5,0.00938699
4220,63.2109463523952197,2.48944e-5,0.0102957
4240,63.2164505659324707,3.58356e-5,0.00692003
4260,63.2644544314413728,3.58356e-5,0.00242149
4280,63.8556089455965492,3.58356e-5,0.0013916
4300,64.0546182473474353,3.58356e-5,0.00526489
4320,64.0684232807593924,3.58356e-5,0.00918893
4340,64.0698447817001067,3.58356e-5,0.0109066
4360,64.0702279379523921,3.58356e-5,0.0106881
4380,64.0713746587170451,3.58356e-5,0.0110493
4400,64.0798147090210135,1.87413e-5,0.0070677
4420,64.1570079016394778,1.87413e-5,0.00223523
4440,64.814038891882629,1.87413e-5,0.0026325
4460,64.9205493136464207,1.87413e-5,0.00718774
4480,64.9290263269512524,1.87413e-5,0.0112722
4500,64.9299738013160985,1.87413e-5,0.0125112
4520,64.9303743758838312,1.87413e-5,0.0117988
4540,64.9320483178793279,1.87413e-5,0.0113366
4560,64.945042407417958,0.0332687,0.00686835
4580,65.0718756855033351,0.0332687,0.00168559
4600,65.7230848747124391,0.0332687,0.0261854
4620,65.7841717033679408,0.0332687,0.0488003
4640,65.789445588351051,0.0332687,0.0572731
4660,65.7901082909693435,0.0332687,0.0586805
4680,65.7905779793778514,0.0332687,0.0557267
4700,65.7930616702042196,0.0332687,0.0433959
4720,65.8131686316747363,0.0332687,0.0196139
4740,66.0308295045978907,697.688,3.35752
4760,66.6102098002800315,697.688,12.7304
4780,66.6464295574048944,697.688,13.2723
4800,66.6497530561922691,697.688,13.3168
4820,66.6502493681324373,697.688,13.3239
4840,66.6508518244329013,697.688,13.3371
4860,66.6545774052024406,697.688,13.4107
4880,66.6859005374276628,697.688,13.9717
4900,67.0909685540675319,697.688,20.7395
4920,67.4859616532338157,697.688,27.0528
4940,67.5078666808799902,697.688,27.3745
4960,67.509992682997612,697.688,27.4023
4980,67.5104025757304372,697.688,27.4089
5000,67.5112226839196439,697.688,27.4267
5020,67.516856144136468,697.688,27.5354
5040,67.5661176869763042,697.688,28.4047
5060,68.16374428392077,697.688,38.2678
5080,68.3553736929343703,697.688,41.2765
5100,68.3688043540126047,697.688,41.4697
5120,68.3701920308439703,697.688,41.4875
5140,68.3705732965232076,697.688,41.4946
5160,68.3717350002936734,697.688,41.5193
5180,68.3803094797423072,697.688,41.6812
5200,68.4589061560176021,697.688,43.0494
5220,69.1168802410778016,697.688,53.8329
5240,69.2211102367625111,697.688,55.4439
5260,69.229435606558468,697.688,55.561
5280,69.2303689998226249,697.688,55.573
5300,69.2307696968191576,697.688,55.5811
5320,69.2324588628796776,697.688,55.6162
5340,69.245589216932979,697.688,55.8594
5360,69.3740203143023639,697.688,58.0663
5380,70.0243707467052408,697.688,68.6611
5400,70.0846644030954981,697.688,69.5784
5420,70.0898778345697391,697.688,69.65
5440,70.0905347918189792,697.688,69.6587
5460,70.0910053824852324,697.688,69.6688
5480,70.0935032109655689,697.688,69.7194
5500,70.1137390209645154,697.688,70.0877
5520,70.3332630672943125,697.688,73.8106
5540,70.910955389091446,697.688,83.1558
5560,70.9469023109124265,697.688,83.6936
5580,70.9502031831406772,697.688,83.7378
5600,70.9506972862769605,697.688,83.7448
5620,70.9513006267311919,697.688,83.758
5640,70.9550369330522104,697.688,83.8318
5660,70.9864615784453536,697.688,84.3946
5680,71.393429155114048,697.688,91.194
5700,71.7865131318005025,697.688,97.4766
5720,71.8083376794444233,697.688,97.7971
5740,71.8104565352348058,697.688,97.8248
5760,71.8108656265495508,697.688,97.8314
5780,71.8116858835552726,697.688,97.8493
5800,71.8173225235562856,697.688,97.958
5820,71.8666179821511666,697.688,98.828
5840,72.4644335280808313,697.688,108.695
5860,72.655859955341004,697.688,111.701
5880,72.669279857505232,697.688,111.894
5900,72.6706663989323036,697.688,111.912
5920,72.6710472582157845,697.688,111.919
5940,72.6722074500628359,697.688,111.943
5960,72.6807703236268101,697.688,112.105
5980,72.7592513375579081,697.688,113.471
6000,73.417169952634969,697.688,124.255
