sample,step,t,dx_m1,dv_m1,dx_m2,dv_m2,dx_m3,dv_m3,dx_m4,dv_m4,dx_m5,dv_m5,dx_m6,dv_m6,dx_m7,dv_m7
10,200,3.3336339291006184,7.179259e-17,7.174857e-17,1.435852e-16,1.434971e-16,2.871704e-16,2.869943e-16,5.743408e-16,5.739886e-16,1.148682e-15,1.147977e-15,2.297363e-15,2.295954e-15,4.594726e-15,4.591908e-15
11,220,3.72965846554474973,8.841402e-17,2.634411e-16,1.768280e-16,5.268821e-16,3.536561e-16,1.053764e-15,7.073122e-16,2.107529e-15,1.414624e-15,4.215057e-15,2.829249e-15,8.430114e-15,5.658498e-15,1.686023e-14
12,240,3.79173966252363391,1.434870e-16,2.678963e-15,2.869739e-16,5.357926e-15,5.739478e-16,1.071585e-14,1.147896e-15,2.143170e-14,2.295791e-15,4.286341e-14,4.591583e-15,8.572682e-14,9.183165e-15,1.714536e-13
13,260,3.80420033148588133,1.894160e-16,3.698816e-15,3.788320e-16,7.397632e-15,7.576640e-16,1.479526e-14,1.515328e-15,2.959053e-14,3.030656e-15,5.918106e-14,6.061312e-15,1.183621e-13,1.212262e-14,2.367242e-13
14,280,3.83062580465938686,1.000935e-16,7.399338e-16,2.001869e-16,1.479868e-15,4.003739e-16,2.959735e-15,8.007478e-16,5.919470e-15,1.601496e-15,1.183894e-14,3.202991e-15,2.367788e-14,6.405982e-15,4.735576e-14
15,300,4.02183519443959449,6.618502e-17,7.347155e-17,1.323700e-16,1.469431e-16,2.647401e-16,2.938862e-16,5.294801e-16,5.877724e-16,1.058960e-15,1.175545e-15,2.117921e-15,2.351090e-15,4.235841e-15,4.702179e-15
16,320,5.97480722185248169,5.785437e-17,1.081055e-16,1.157087e-16,2.162111e-16,2.314175e-16,4.324222e-16,4.628350e-16,8.648443e-16,9.256699e-16,1.729689e-15,1.851340e-15,3.459377e-15,3.702680e-15,6.918755e-15
17,340,6.79497072187611186,6.567286e-17,3.035262e-16,1.313457e-16,6.070524e-16,2.626914e-16,1.214105e-15,5.253829e-16,2.428210e-15,1.050766e-15,4.856419e-15,2.101532e-15,9.712839e-15,4.203063e-15,1.942568e-14
18,360,6.88598627153433828,1.183627e-16,1.889002e-15,2.367254e-16,3.778004e-15,4.734507e-16,7.556008e-15,9.469014e-16,1.511202e-14,1.893803e-15,3.022403e-14,3.787606e-15,6.044807e-14,7.575211e-15,1.208961e-13
19,380,6.9137686090668278,1.107207e-16,1.680355e-15,2.214415e-16,3.360711e-15,4.428830e-16,6.721421e-15,8.857660e-16,1.344284e-14,1.771532e-15,2.688568e-14,3.543064e-15,5.377137e-14,7.086128e-15,1.075427e-13
20,400,7.00942127355453305,8.855571e-17,3.207308e-16,1.771114e-16,6.414616e-16,3.542228e-16,1.282923e-15,7.084457e-16,2.565846e-15,1.416891e-15,5.131692e-15,2.833783e-15,1.026338e-14,5.667566e-15,2.052677e-14
21,420,7.88406774123889907,1.565899e-16,1.554527e-16,3.131798e-16,3.109055e-16,6.263597e-16,6.218110e-16,1.252719e-15,1.243622e-15,2.505439e-15,2.487244e-15,5.010877e-15,4.974488e-15,1.002175e-14,9.948975e-15
22,440,8.68366724926137081,2.569461e-16,6.538064e-16,5.138921e-16,1.307613e-15,1.027784e-15,2.615226e-15,2.055569e-15,5.230451e-15,4.111137e-15,1.046090e-14,8.222274e-15,2.092180e-14,1.644455e-14,4.184361e-14
23,460,8.75222794308534943,5.310783e-16,5.655653e-15,1.062157e-15,1.131131e-14,2.124313e-15,2.262261e-14,4.248626e-15,4.524522e-14,8.497252e-15,9.049044e-14,1.699450e-14,1.809809e-13,3.398901e-14,3.619618e-13
24,480,8.7588538340456356,8.942627e-16,9.244924e-14,1.788525e-15,1.848985e-13,3.577051e-15,3.697970e-13,7.154102e-15,7.395939e-13,1.430820e-14,1.479188e-12,2.861641e-14,2.958376e-12,5.723281e-14,5.916751e-12
25,500,8.75976019456817657,2.066874e-15,3.700368e-13,4.133749e-15,7.400737e-13,8.267498e-15,1.480147e-12,1.653500e-14,2.960295e-12,3.306999e-14,5.920590e-12,6.613998e-14,1.184118e-11,1.322800e-13,2.368236e-11
26,520,8.76058995249114095,1.043931e-15,7.534320e-14,2.087862e-15,1.506864e-13,4.175724e-15,3.013728e-13,8.351447e-15,6.027456e-13,1.670289e-14,1.205491e-12,3.340579e-14,2.410982e-12,6.681158e-14,4.821965e-12
27,540,8.76531691636737134,5.559069e-16,8.715727e-15,1.111814e-15,1.743145e-14,2.223627e-15,3.486291e-14,4.447255e-15,6.972582e-14,8.894510e-15,1.394516e-13,1.778902e-14,2.789033e-13,3.557804e-14,5.578065e-13
28,560,8.80259934959098681,2.553628e-16,1.196271e-15,5.107255e-16,2.392541e-15,1.021451e-15,4.785083e-15,2.042902e-15,9.570165e-15,4.085804e-15,1.914033e-14,8.171608e-15,3.828066e-14,1.634322e-14,7.656132e-14
29,580,9.09577148740312974,2.566285e-16,1.557588e-16,5.132571e-16,3.115175e-16,1.026514e-15,6.230351e-16,2.053028e-15,1.246070e-15,4.106057e-15,2.492140e-15,8.212113e-15,4.984280e-15,1.642423e-14,9.968561e-15
30,600,9.83351175388498813,1.890131e-16,5.250135e-16,3.780262e-16,1.050027e-15,7.560525e-16,2.100054e-15,1.512105e-15,4.200108e-15,3.024210e-15,8.400216e-15,6.048420e-15,1.680043e-14,1.209684e-14,3.360087e-14
31,620,10.1029937776161025,1.292781e-16,6.336219e-16,2.585562e-16,1.267244e-15,5.171123e-16,2.534487e-15,1.034225e-15,5.068975e-15,2.068449e-15,1.013795e-14,4.136899e-15,2.027590e-14,8.273797e-15,4.055180e-14
32,640,10.7523647209310874,1.065849e-16,1.595355e-16,2.131699e-16,3.190709e-16,4.263397e-16,6.381419e-16,8.526795e-16,1.276284e-15,1.705359e-15,2.552567e-15,3.410718e-15,5.105135e-15,6.821436e-15,1.021027e-14
33,660,11.4626833451803582,1.069012e-16,1.553296e-16,2.138024e-16,3.106593e-16,4.276048e-16,6.213186e-16,8.552096e-16,1.242637e-15,1.710419e-15,2.485274e-15,3.420839e-15,4.970548e-15,6.841677e-15,9.941097e-15
34,680,11.5975569532909419,1.094407e-16,8.709928e-16,2.188814e-16,1.741986e-15,4.377627e-16,3.483971e-15,8.755254e-16,6.967942e-15,1.751051e-15,1.393588e-14,3.502102e-15,2.787177e-14,7.004204e-15,5.574354e-14
35,700,11.6541173198407471,1.104671e-16,5.131795e-16,2.209343e-16,1.026359e-15,4.418685e-16,2.052718e-15,8.837370e-16,4.105436e-15,1.767474e-15,8.210871e-15,3.534948e-15,1.642174e-14,7.069896e-15,3.284349e-14
36,720,11.9056627592430767,1.148185e-16,2.401348e-16,2.296369e-16,4.802697e-16,4.592738e-16,9.605393e-16,9.185476e-16,1.921079e-15,1.837095e-15,3.842157e-15,3.674191e-15,7.684315e-15,7.348381e-15,1.536863e-14
37,740,13.5796379081065395,1.482482e-16,3.924009e-16,2.964964e-16,7.848017e-16,5.929927e-16,1.569603e-15,1.185985e-15,3.139207e-15,2.371971e-15,6.278414e-15,4.743942e-15,1.255683e-14,9.487883e-15,2.511366e-14
38,760,14.4111144842799166,3.656902e-16,7.666815e-16,7.313803e-16,1.533363e-15,1.462761e-15,3.066726e-15,2.925521e-15,6.133452e-15,5.851043e-15,1.226690e-14,1.170209e-14,2.453381e-14,2.340417e-14,4.906761e-14
39,780,14.6017004794909443,5.166977e-16,6.191401e-15,1.033395e-15,1.238280e-14,2.066791e-15,2.476560e-14,4.133582e-15,4.953121e-14,8.267163e-15,9.906241e-14,1.653433e-14,1.981248e-13,3.306865e-14,3.962497e-13
40,800,14.7052263641047119,3.604217e-16,2.431224e-15,7.208433e-16,4.862448e-15,1.441687e-15,9.724897e-15,2.883373e-15,1.944979e-14,5.766747e-15,3.889959e-14,1.153349e-14,7.779917e-14,2.306699e-14,1.555983e-13
41,820,15.2298921077297909,2.162798e-16,2.916496e-16,4.325595e-16,5.832991e-16,8.651190e-16,1.166598e-15,1.730238e-15,2.333196e-15,3.460476e-15,4.666393e-15,6.920952e-15,9.332786e-15,1.384190e-14,1.866557e-14
42,840,15.7641004077530397,2.296178e-16,4.974987e-16,4.592356e-16,9.949975e-16,9.184713e-16,1.989995e-15,1.836943e-15,3.979990e-15,3.673885e-15,7.959980e-15,7.347770e-15,1.591996e-14,1.469554e-14,3.183992e-14
43,860,15.8237897186192259,3.886211e-16,5.429539e-15,7.772423e-16,1.085908e-14,1.554485e-15,2.171816e-14,3.108969e-15,4.343631e-14,6.217938e-15,8.687263e-14,1.243588e-14,1.737453e-13,2.487175e-14,3.474905e-13
44,880,15.8293388748404208,7.461428e-16,5.629600e-14,1.492286e-15,1.125920e-13,2.984571e-15,2.251840e-13,5.969142e-15,4.503680e-13,1.193828e-14,9.007360e-13,2.387657e-14,1.801472e-12,4.775314e-14,3.602944e-12
45,900,15.8298607216125112,1.605431e-15,5.217305e-13,3.210862e-15,1.043461e-12,6.421724e-15,2.086922e-12,1.284345e-14,4.173844e-12,2.568690e-14,8.347687e-12,5.137379e-14,1.669537e-11,1.027476e-13,3.339075e-11
46,920,15.8299129505596078,3.214954e-15,8.281707e-12,6.429908e-15,1.656341e-11,1.285982e-14,3.312683e-11,2.571963e-14,6.625366e-11,5.143927e-14,1.325073e-10,1.028785e-13,2.650146e-10,2.057571e-13,5.300293e-10
47,940,15.829921091904476,5.901273e-15,2.148027e-11,1.180255e-14,4.296054e-11,2.360509e-14,8.592108e-11,4.721019e-14,1.718422e-10,9.442037e-14,3.436843e-10,1.888407e-13,6.873687e-10,3.776815e-13,1.374737e-09
48,960,15.8299317237887145,3.380176e-15,3.337702e-12,6.760351e-15,6.675405e-12,1.352070e-14,1.335081e-11,2.704140e-14,2.670162e-11,5.408281e-14,5.340324e-11,1.081656e-13,1.068065e-10,2.163312e-13,2.136130e-10
49,980,15.8299977680742615,1.824446e-15,4.553445e-13,3.648892e-15,9.106891e-13,7.297785e-15,1.821378e-12,1.459557e-14,3.642756e-12,2.919114e-14,7.285513e-12,5.838228e-14,1.457103e-11,1.167646e-13,2.914205e-11
50,1000,15.8305212782393674,9.387635e-16,5.793058e-14,1.877527e-15,1.158612e-13,3.755054e-15,2.317223e-13,7.510108e-15,4.634446e-13,1.502022e-14,9.268893e-13,3.004043e-14,1.853779e-12,6.008087e-14,3.707557e-12
51,1020,15.834851072724904,4.981761e-16,7.041371e-15,9.963521e-16,1.408274e-14,1.992704e-15,2.816548e-14,3.985408e-15,5.633097e-14,7.970817e-15,1.126619e-13,1.594163e-14,2.253239e-13,3.188327e-14,4.506477e-13
52,1040,15.8710434080383848,2.792289e-16,9.105678e-16,5.584578e-16,1.821136e-15,1.116916e-15,3.642271e-15,2.233831e-15,7.284542e-15,4.467663e-15,1.456908e-14,8.935325e-15,2.913817e-14,1.787065e-14,5.827634e-14
53,1060,16.1498668236856584,1.559719e-16,2.273730e-16,3.119439e-16,4.547460e-16,6.238878e-16,9.094920e-16,1.247776e-15,1.818984e-15,2.495551e-15,3.637968e-15,4.991102e-15,7.275936e-15,9.982205e-15,1.455187e-14
54,1080,16.857067781349776,1.062125e-16,4.537201e-16,2.124249e-16,9.074402e-16,4.248498e-16,1.814880e-15,8.496997e-16,3.629761e-15,1.699399e-15,7.259521e-15,3.398799e-15,1.451904e-14,6.797597e-15,2.903809e-14
55,1100,17.0113885355653876,1.609788e-16,1.553174e-15,3.219575e-16,3.106347e-15,6.439150e-16,6.212695e-15,1.287830e-15,1.242539e-14,2.575660e-15,2.485078e-14,5.151320e-15,4.970156e-14,1.030264e-14,9.940312e-14
56,1120,17.1915926188493624,1.762928e-16,3.942177e-16,3.525855e-16,7.884355e-16,7.051710e-16,1.576871e-15,1.410342e-15,3.153742e-15,2.820684e-15,6.307484e-15,5.641368e-15,1.261497e-14,1.128274e-14,2.522993e-14
57,1140,17.8858915629480265,1.761733e-16,2.495239e-16,3.523466e-16,4.990479e-16,7.046932e-16,9.980957e-16,1.409386e-15,1.996191e-15,2.818773e-15,3.992383e-15,5.637545e-15,7.984766e-15,1.127509e-14,1.596953e-14
58,1160,19.2561986432262287,1.556127e-16,4.509633e-16,3.112255e-16,9.019266e-16,6.224509e-16,1.803853e-15,1.244902e-15,3.607707e-15,2.489804e-15,7.215413e-15,4.979607e-15,1.443083e-14,9.959214e-15,2.886165e-14
59,1180,19.7448077072171208,3.124889e-16,4.307226e-15,6.249778e-16,8.614453e-15,1.249956e-15,1.722891e-14,2.499911e-15,3.445781e-14,4.999822e-15,6.891562e-14,9.999645e-15,1.378312e-13,1.999929e-14,2.756625e-13
60,1200,19.8280597967573841,4.052552e-16,7.155933e-15,8.105103e-16,1.431187e-14,1.621021e-15,2.862373e-14,3.242041e-15,5.724746e-14,6.484083e-15,1.144949e-13,1.296817e-14,2.289899e-13,2.593633e-14,4.579797e-13
61,1220,19.9923259826264894,2.498811e-16,9.470232e-16,4.997621e-16,1.894046e-15,9.995243e-16,3.788093e-15,1.999049e-15,7.576185e-15,3.998097e-15,1.515237e-14,7.996194e-15,3.030474e-14,1.599239e-14,6.060948e-14
62,1240,20.8062886571676833,1.118043e-16,2.509119e-16,2.236086e-16,5.018237e-16,4.472173e-16,1.003647e-15,8.944346e-16,2.007295e-15,1.788869e-15,4.014590e-15,3.577738e-15,8.029180e-15,7.155477e-15,1.605836e-14
63,1260,21.5739872029082851,1.397207e-16,2.703195e-16,2.794414e-16,5.406389e-16,5.588828e-16,1.081278e-15,1.117766e-15,2.162556e-15,2.235531e-15,4.325111e-15,4.471063e-15,8.650223e-15,8.942125e-15,1.730045e-14
64,1280,21.8428631760748037,2.588926e-16,7.045961e-16,5.177851e-16,1.409192e-15,1.035570e-15,2.818384e-15,2.071141e-15,5.636769e-15,4.142281e-15,1.127354e-14,8.284562e-15,2.254707e-14,1.656912e-14,4.509415e-14
65,1300,22.3111981211174648,9.906265e-17,2.278953e-16,1.981253e-16,4.557906e-16,3.962506e-16,9.115813e-16,7.925012e-16,1.823163e-15,1.585002e-15,3.646325e-15,3.170005e-15,7.292650e-15,6.340010e-15,1.458530e-14
66,1320,22.8796950107519759,1.202308e-16,4.080694e-16,2.404616e-16,8.161389e-16,4.809233e-16,1.632278e-15,9.618465e-16,3.264555e-15,1.923693e-15,6.529111e-15,3.847386e-15,1.305822e-14,7.694772e-15,2.611644e-14
67,1340,22.9566203108750212,2.674463e-16,3.208671e-15,5.348925e-16,6.417342e-15,1.069785e-15,1.283468e-14,2.139570e-15,2.566937e-14,4.279140e-15,5.133874e-14,8.558280e-15,1.026775e-13,1.711656e-14,2.053549e-13
68,1360,22.9646914997090475,4.739218e-16,4.314861e-14,9.478437e-16,8.629722e-14,1.895687e-15,1.725944e-13,3.791375e-15,3.451889e-13,7.582749e-15,6.903778e-13,1.516550e-14,1.380756e-12,3.033100e-14,2.761511e-12
69,1380,22.9665223221782733,6.470376e-16,3.778408e-14,1.294075e-15,7.556816e-14,2.588150e-15,1.511363e-13,5.176301e-15,3.022726e-13,1.035260e-14,6.045453e-13,2.070520e-14,1.209091e-12,4.141041e-14,2.418181e-12
70,1400,22.9710534266924419,2.979798e-16,7.667333e-15,5.959595e-16,1.533467e-14,1.191919e-15,3.066933e-14,2.383838e-15,6.133867e-14,4.767676e-15,1.226773e-13,9.535352e-15,2.453547e-13,1.907070e-14,4.907093e-13
71,1420,23.0030503945280178,1.769599e-16,7.032760e-16,3.539198e-16,1.406552e-15,7.078397e-16,2.813104e-15,1.415679e-15,5.626208e-15,2.831359e-15,1.125242e-14,5.662717e-15,2.250483e-14,1.132543e-14,4.500967e-14
72,1440,23.2650894394034157,1.048606e-16,1.306597e-16,2.097213e-16,2.613195e-16,4.194425e-16,5.226390e-16,8.388851e-16,1.045278e-15,1.677770e-15,2.090556e-15,3.355540e-15,4.181112e-15,6.711081e-15,8.362224e-15
73,1460,24.3322030019339925,1.862675e-16,7.338684e-16,3.725350e-16,1.467737e-15,7.450700e-16,2.935474e-15,1.490140e-15,5.870947e-15,2.980280e-15,1.174189e-14,5.960560e-15,2.348379e-14,1.192112e-14,4.696758e-14
74,1480,24.5128313604619459,4.233545e-16,3.138909e-15,8.467091e-16,6.277819e-15,1.693418e-15,1.255564e-14,3.386836e-15,2.511127e-14,6.773673e-15,5.022255e-14,1.354735e-14,1.004451e-13,2.709469e-14,2.008902e-13
75,1500,24.5474710039276135,4.244216e-16,7.776891e-15,8.488432e-16,1.555378e-14,1.697686e-15,3.110756e-14,3.395373e-15,6.221513e-14,6.790746e-15,1.244303e-13,1.358149e-14,2.488605e-13,2.716298e-14,4.977210e-13
76,1520,24.6227246055127902,1.916661e-16,1.051619e-15,3.833322e-16,2.103238e-15,7.666644e-16,4.206476e-15,1.533329e-15,8.412952e-15,3.066658e-15,1.682590e-14,6.133315e-15,3.365181e-14,1.226663e-14,6.730361e-14
77,1540,25.1130195153983657,8.065451e-17,2.608301e-16,1.613090e-16,5.216602e-16,3.226180e-16,1.043320e-15,6.452361e-16,2.086641e-15,1.290472e-15,4.173282e-15,2.580944e-15,8.346563e-15,5.161889e-15,1.669313e-14
78,1560,27.3980847334587241,2.538397e-16,4.905328e-16,5.076794e-16,9.810656e-16,1.015359e-15,1.962131e-15,2.030718e-15,3.924262e-15,4.061435e-15,7.848525e-15,8.122871e-15,1.569705e-14,1.624574e-14,3.139410e-14
79,1580,27.7421587883006599,5.991912e-16,6.186636e-15,1.198382e-15,1.237327e-14,2.396765e-15,2.474654e-14,4.793530e-15,4.949308e-14,9.587059e-15,9.898617e-14,1.917412e-14,1.979723e-13,3.834824e-14,3.959447e-13
80,1600,27.7751934264845987,1.788014e-15,3.255219e-14,3.576028e-15,6.510438e-14,7.152055e-15,1.302088e-13,1.430411e-14,2.604175e-13,2.860822e-14,5.208351e-13,5.721644e-14,1.041670e-12,1.144329e-13,2.083340e-12
81,1620,27.7838984211233902,1.563317e-15,5.311292e-14,3.126635e-15,1.062258e-13,6.253270e-15,2.124517e-13,1.250654e-14,4.249034e-13,2.501308e-14,8.498067e-13,5.002616e-14,1.699613e-12,1.000523e-13,3.399227e-12
82,1640,27.8096928108462111,8.747873e-16,6.219114e-15,1.749575e-15,1.243823e-14,3.499149e-15,2.487646e-14,6.998298e-15,4.975291e-14,1.399660e-14,9.950582e-14,2.799319e-14,1.990116e-13,5.598639e-14,3.980233e-13
83,1660,27.9916281066615616,4.213834e-16,8.643369e-16,8.427669e-16,1.728674e-15,1.685534e-15,3.457348e-15,3.371067e-15,6.914695e-15,6.742135e-15,1.382939e-14,1.348427e-14,2.765878e-14,2.696854e-14,5.531756e-14
84,1680,28.544913957280329,2.589568e-16,4.194568e-16,5.179137e-16,8.389137e-16,1.035827e-15,1.677827e-15,2.071655e-15,3.355655e-15,4.143309e-15,6.711309e-15,8.286619e-15,1.342262e-14,1.657324e-14,2.684524e-14
85,1700,28.8574394581876292,2.220890e-16,1.990134e-16,4.441780e-16,3.980268e-16,8.883561e-16,7.960537e-16,1.776712e-15,1.592107e-15,3.553424e-15,3.184215e-15,7.106849e-15,6.368429e-15,1.421370e-14,1.273686e-14
86,1720,29.6337024487845516,1.823443e-16,2.098283e-16,3.646886e-16,4.196565e-16,7.293772e-16,8.393130e-16,1.458754e-15,1.678626e-15,2.917509e-15,3.357252e-15,5.835017e-15,6.714504e-15,1.167003e-14,1.342901e-14
87,1740,29.7865303493634407,2.933073e-16,2.117377e-15,5.866147e-16,4.234754e-15,1.173229e-15,8.469507e-15,2.346459e-15,1.693901e-14,4.692917e-15,3.387803e-14,9.385835e-15,6.775606e-14,1.877167e-14,1.355121e-13
88,1760,29.8000329417516896,5.483803e-16,2.012307e-14,1.096761e-15,4.024614e-14,2.193521e-15,8.049228e-14,4.387043e-15,1.609846e-13,8.774085e-15,3.219691e-13,1.754817e-14,6.439383e-13,3.509634e-14,1.287877e-12
89,1780,29.8013444249240343,9.847289e-16,2.267283e-13,1.969458e-15,4.534567e-13,3.938915e-15,9.069133e-13,7.877831e-15,1.813827e-12,1.575566e-14,3.627653e-12,3.151132e-14,7.255306e-12,6.302265e-14,1.451061e-11
90,1800,29.8015208084147951,1.875048e-15,1.240139e-12,3.750095e-15,2.480278e-12,7.500190e-15,4.960556e-12,1.500038e-14,9.921113e-12,3.000076e-14,1.984223e-11,6.000152e-14,3.968445e-11,1.200030e-13,7.936890e-11
91,1820,29.8016720466289515,7.778868e-16,3.476634e-13,1.555774e-15,6.953267e-13,3.111547e-15,1.390653e-12,6.223095e-15,2.781307e-12,1.244619e-14,5.562614e-12,2.489238e-14,1.112523e-11,4.978476e-14,2.225045e-11
92,1840,29.8025162154495822,4.796239e-16,2.750000e-14,9.592477e-16,5.500000e-14,1.918495e-15,1.100000e-13,3.836991e-15,2.200000e-13,7.673982e-15,4.400000e-13,1.534796e-14,8.800000e-13,3.069593e-14,1.760000e-12
93,1860,29.8091457626189735,2.805741e-16,3.875312e-15,5.611482e-16,7.750623e-15,1.122296e-15,1.550125e-14,2.244593e-15,3.100249e-14,4.489185e-15,6.200498e-14,8.978371e-15,1.240100e-13,1.795674e-14,2.480199e-13
94,1880,29.8649657274068809,1.646104e-16,5.641909e-16,3.292208e-16,1.128382e-15,6.584415e-16,2.256764e-15,1.316883e-15,4.513527e-15,2.633766e-15,9.027055e-15,5.267532e-15,1.805411e-14,1.053506e-14,3.610822e-14
95,1900,30.3866828109807948,2.172867e-16,4.195164e-16,4.345735e-16,8.390329e-16,8.691469e-16,1.678066e-15,1.738294e-15,3.356131e-15,3.476588e-15,6.712263e-15,6.953175e-15,1.342453e-14,1.390635e-14,2.684905e-14
96,1920,33.3288873675866385,2.883853e-15,3.375776e-15,5.767707e-15,6.751552e-15,1.153541e-14,1.350310e-14,2.307083e-14,2.700621e-14,4.614166e-14,5.401242e-14,9.228331e-14,1.080248e-13,1.845666e-13,2.160497e-13
97,1940,33.6303949140502728,9.246424e-15,2.345199e-14,1.849285e-14,4.690399e-14,3.698569e-14,9.380798e-14,7.397139e-14,1.876160e-13,1.479428e-13,3.752319e-13,2.958856e-13,7.504638e-13,5.917711e-13,1.500928e-12
98,1960,33.6677986357914286,1.755752e-14,2.372351e-13,3.511505e-14,4.744702e-13,7.023009e-14,9.489405e-13,1.404602e-13,1.897881e-12,2.809204e-13,3.795762e-12,5.618408e-13,7.591524e-12,1.123682e-12,1.518305e-11
99,1980,33.6844527967790809,1.399736e-14,1.247495e-13,2.799471e-14,2.494990e-13,5.598943e-14,4.989981e-13,1.119789e-13,9.979962e-13,2.239577e-13,1.995992e-12,4.479154e-13,3.991985e-12,8.958308e-13,7.983969e-12
100,2000,33.7560311277302978,1.006213e-14,2.285369e-14,2.012427e-14,4.570739e-14,4.024854e-14,9.141478e-14,8.049707e-14,1.828296e-13,1.609941e-13,3.656591e-13,3.219883e-13,7.313182e-13,6.439766e-13,1.462636e-12
101,2020,34.1410364434051538,7.407327e-15,3.983354e-15,1.481465e-14,7.966708e-15,2.962931e-14,1.593342e-14,5.925862e-14,3.186683e-14,1.185172e-13,6.373367e-14,2.370345e-13,1.274673e-13,4.740690e-13,2.549347e-13
102,2040,34.2589667940623479,7.827984e-15,1.552904e-14,1.565597e-14,3.105809e-14,3.131193e-14,6.211618e-14,6.262387e-14,1.242324e-13,1.252477e-13,2.484647e-13,2.504955e-13,4.969294e-13,5.009910e-13,9.938588e-13
103,2060,34.396342821510841,9.228316e-15,3.965568e-15,1.845663e-14,7.931136e-15,3.691327e-14,1.586227e-14,7.382653e-14,3.172454e-14,1.476531e-13,6.344909e-14,2.953061e-13,1.268982e-13,5.906122e-13,2.537964e-13
104,2080,34.5018681136452057,1.143879e-14,6.432520e-15,2.287757e-14,1.286504e-14,4.575514e-14,2.573008e-14,9.151028e-14,5.146016e-14,1.830206e-13,1.029203e-13,3.660411e-13,2.058406e-13,7.320823e-13,4.116813e-13
105,2100,34.7133506584533626,1.094935e-14,4.633139e-14,2.189871e-14,9.266278e-14,4.379742e-14,1.853256e-13,8.759484e-14,3.706511e-13,1.751897e-13,7.413022e-13,3.503793e-13,1.482604e-12,7.007587e-13,2.965209e-12
106,2120,34.874270796250977,6.792070e-15,3.609745e-14,1.358414e-14,7.219490e-14,2.716828e-14,1.443898e-13,5.433656e-14,2.887796e-13,1.086731e-13,5.775592e-13,2.173462e-13,1.155118e-12,4.346925e-13,2.310237e-12
107,2140,35.4796002909367054,6.669893e-15,1.544774e-14,1.333979e-14,3.089549e-14,2.667957e-14,6.179098e-14,5.335914e-14,1.235820e-13,1.067183e-13,2.471639e-13,2.134366e-13,4.943278e-13,4.268732e-13,9.886556e-13
108,2160,37.3430072066653268,1.900841e-14,7.825978e-14,3.801683e-14,1.565196e-13,7.603365e-14,3.130391e-13,1.520673e-13,6.260782e-13,3.041346e-13,1.252156e-12,6.082692e-13,2.504313e-12,1.216538e-12,5.008626e-12
109,2180,37.6913474987065617,3.248576e-14,2.307429e-13,6.497152e-14,4.614858e-13,1.299430e-13,9.229716e-13,2.598861e-13,1.845943e-12,5.197722e-13,3.691886e-12,1.039544e-12,7.383773e-12,2.079089e-12,1.476755e-11
