sample,step,t,dx_m1,dv_m1,dx_m2,dv_m2,dx_m3,dv_m3,dx_m4,dv_m4,dx_m5,dv_m5,dx_m6,dv_m6,dx_m7,dv_m7
110,2200,38.2099344642759422,2.047781e-14,6.873731e-14,4.095562e-14,1.374746e-13,8.191124e-14,2.749492e-13,1.638225e-13,5.498985e-13,3.276450e-13,1.099797e-12,6.552899e-13,2.199594e-12,1.310580e-12,4.399188e-12
111,2220,40.1642395545657702,4.873347e-14,9.579678e-14,9.746694e-14,1.915936e-13,1.949339e-13,3.831871e-13,3.898678e-13,7.663742e-13,7.797355e-13,1.532748e-12,1.559471e-12,3.065497e-12,3.118942e-12,6.130994e-12
112,2240,40.6144393151997688,1.382212e-13,5.032421e-13,2.764425e-13,1.006484e-12,5.528850e-13,2.012968e-12,1.105770e-12,4.025937e-12,2.211540e-12,8.051873e-12,4.423080e-12,1.610375e-11,8.846160e-12,3.220749e-11
113,2260,41.0103574523406741,2.021538e-13,1.153058e-13,4.043075e-13,2.306116e-13,8.086151e-13,4.612231e-13,1.617230e-12,9.224462e-13,3.234460e-12,1.844892e-12,6.468921e-12,3.689785e-12,1.293784e-11,7.379570e-12
114,2280,41.1798722165637352,2.950497e-13,6.141655e-13,5.900994e-13,1.228331e-12,1.180199e-12,2.456662e-12,2.360397e-12,4.913324e-12,4.720795e-12,9.826647e-12,9.441590e-12,1.965329e-11,1.888318e-11,3.930659e-11
115,2300,41.2053843060804823,5.155562e-13,6.339173e-12,1.031112e-12,1.267835e-11,2.062225e-12,2.535669e-11,4.124449e-12,5.071338e-11,8.248899e-12,1.014268e-10,1.649780e-11,2.028535e-10,3.299559e-11,4.057070e-10
116,2320,41.2103037177038602,6.653096e-13,1.403500e-11,1.330619e-12,2.807001e-11,2.661238e-12,5.614001e-11,5.322477e-12,1.122800e-10,1.064495e-11,2.245601e-10,2.128991e-11,4.491201e-10,4.257982e-11,8.982402e-10
117,2340,41.219471744278463,2.711770e-13,2.747060e-12,5.423540e-13,5.494121e-12,1.084708e-12,1.098824e-11,2.169416e-12,2.197648e-11,4.338832e-12,4.395297e-11,8.677664e-12,8.790593e-11,1.735533e-11,1.758119e-10
118,2360,41.279804349452679,2.331385e-13,3.812284e-13,4.662771e-13,7.624568e-13,9.325541e-13,1.524914e-12,1.865108e-12,3.049827e-12,3.730217e-12,6.099654e-12,7.460433e-12,1.219931e-11,1.492087e-11,2.439862e-11
119,2380,41.69229239695094,2.240580e-13,5.869827e-13,4.481160e-13,1.173965e-12,8.962319e-13,2.347931e-12,1.792464e-12,4.695862e-12,3.584928e-12,9.391723e-12,7.169856e-12,1.878345e-11,1.433971e-11,3.756689e-11
120,2400,41.914535690974314,2.191560e-13,7.311382e-13,4.383121e-13,1.462276e-12,8.766241e-13,2.924553e-12,1.753248e-12,5.849106e-12,3.506496e-12,1.169821e-11,7.012993e-12,2.339642e-11,1.402599e-11,4.679285e-11
121,2420,42.3176256706313216,1.834841e-13,2.682463e-13,3.669682e-13,5.364925e-13,7.339363e-13,1.072985e-12,1.467873e-12,2.145970e-12,2.935745e-12,4.291940e-12,5.871490e-12,8.583881e-12,1.174298e-11,1.716776e-11
122,2440,44.675291576289108,3.361147e-13,1.529752e-12,6.722293e-13,3.059504e-12,1.344459e-12,6.119008e-12,2.688917e-12,1.223802e-11,5.377835e-12,2.447603e-11,1.075567e-11,4.895206e-11,2.151134e-11,9.790413e-11
123,2460,45.9251413910843273,2.298143e-12,6.690984e-12,4.596285e-12,1.338197e-11,9.192570e-12,2.676393e-11,1.838514e-11,5.352787e-11,3.677028e-11,1.070557e-10,7.354056e-11,2.141115e-10,1.470811e-10,4.282229e-10
124,2480,46.0045046255247775,5.872342e-12,4.761698e-11,1.174468e-11,9.523395e-11,2.348937e-11,1.904679e-10,4.697874e-11,3.809358e-10,9.395748e-11,7.618716e-10,1.879150e-10,1.523743e-09,3.758299e-10,3.047486e-09
125,2500,46.0138408517274439,1.001456e-11,4.024332e-10,2.002913e-11,8.048664e-10,4.005825e-11,1.609733e-09,8.011650e-11,3.219465e-09,1.602330e-10,6.438931e-09,3.204660e-10,1.287786e-08,6.409320e-10,2.575572e-08
126,2520,46.0193060339272825,7.174696e-12,1.646377e-10,1.434939e-11,3.292754e-10,2.869878e-11,6.585508e-10,5.739757e-11,1.317102e-09,1.147951e-10,2.634203e-09,2.295903e-10,5.268407e-09,4.591805e-10,1.053681e-08
127,2540,46.0460387421151498,3.071003e-12,1.733417e-11,6.142006e-12,3.466835e-11,1.228401e-11,6.933670e-11,2.456803e-11,1.386734e-10,4.913605e-11,2.773468e-10,9.827210e-11,5.546936e-10,1.965442e-10,1.109387e-09
128,2560,46.2331433103524823,2.918398e-12,2.228371e-12,5.836796e-12,4.456742e-12,1.167359e-11,8.913483e-12,2.334718e-11,1.782697e-11,4.669437e-11,3.565393e-11,9.338873e-11,7.130787e-11,1.867775e-10,1.426157e-10
129,2580,46.5556342935224664,6.417077e-12,2.850781e-12,1.283415e-11,5.701562e-12,2.566831e-11,1.140312e-11,5.133662e-11,2.280625e-11,1.026732e-10,4.561250e-11,2.053465e-10,9.122500e-11,4.106929e-10,1.824500e-10
130,2600,47.1485102956196188,4.490585e-12,6.628268e-12,8.981171e-12,1.325654e-11,1.796234e-11,2.651307e-11,3.592468e-11,5.302614e-11,7.184937e-11,1.060523e-10,1.436987e-10,2.121046e-10,2.873975e-10,4.242091e-10
131,2620,47.3513025429908339,8.963462e-12,7.481801e-11,1.792692e-11,1.496360e-10,3.585385e-11,2.992720e-10,7.170770e-11,5.985440e-10,1.434154e-10,1.197088e-09,2.868308e-10,2.394176e-09,5.736616e-10,4.788352e-09
132,2640,47.3686554074276747,2.256194e-11,6.689505e-10,4.512389e-11,1.337901e-09,9.024777e-11,2.675802e-09,1.804955e-10,5.351604e-09,3.609911e-10,1.070321e-08,7.219822e-10,2.140642e-08,1.443964e-09,4.281283e-08
133,2660,47.3710590403651318,3.116408e-11,3.126613e-09,6.232816e-11,6.253225e-09,1.246563e-10,1.250645e-08,2.493126e-10,2.501290e-08,4.986253e-10,5.002580e-08,9.972506e-10,1.000516e-07,1.994501e-09,2.001032e-07
134,2680,47.3734566959038918,2.216009e-11,5.297212e-10,4.432018e-11,1.059442e-09,8.864037e-11,2.118885e-09,1.772807e-10,4.237769e-09,3.545615e-10,8.475539e-09,7.091230e-10,1.695108e-08,1.418246e-09,3.390216e-08
135,2700,47.3875896231837556,9.863835e-12,8.476033e-11,1.972767e-11,1.695207e-10,3.945534e-11,3.390413e-10,7.891068e-11,6.780827e-10,1.578214e-10,1.356165e-09,3.156427e-10,2.712331e-09,6.312855e-10,5.424661e-09
136,2720,47.5063197206691076,3.573198e-12,1.247587e-11,7.146396e-12,2.495174e-11,1.429279e-11,4.990348e-11,2.858558e-11,9.980697e-11,5.717117e-11,1.996139e-10,1.143423e-10,3.992279e-10,2.286847e-10,7.984557e-10
137,2740,49.0559171117056723,4.075419e-12,2.043125e-11,8.150838e-12,4.086249e-11,1.630168e-11,8.172499e-11,3.260335e-11,1.634500e-10,6.520671e-11,3.268999e-10,1.304134e-10,6.537999e-10,2.608268e-10,1.307600e-09
138,2760,49.6838970547256366,1.117465e-11,1.550701e-10,2.234930e-11,3.101401e-10,4.469860e-11,6.202803e-10,8.939720e-11,1.240561e-09,1.787944e-10,2.481121e-09,3.575888e-10,4.962242e-09,7.151776e-10,9.924485e-09
139,2780,49.7258529785936268,2.995516e-11,1.541018e-09,5.991032e-11,3.082036e-09,1.198206e-10,6.164072e-09,2.396413e-10,1.232814e-08,4.792825e-10,2.465629e-08,9.585651e-10,4.931257e-08,1.917130e-09,9.862513e-08
140,2800,49.7301841105817306,7.407428e-11,1.006233e-08,1.481486e-10,2.012466e-08,2.962971e-10,4.024932e-08,5.925942e-10,8.049863e-08,1.185188e-09,1.609972e-07,2.370377e-09,3.219943e-07,4.740753e-09,6.439883e-07
141,2820,49.7313868851976033,6.769095e-11,1.173019e-08,1.353819e-10,2.346038e-08,2.707638e-10,4.692075e-08,5.415276e-10,9.384151e-08,1.083055e-09,1.876830e-07,2.166110e-09,3.753662e-07,4.332221e-09,7.507328e-07
142,2840,49.7350903169971323,3.532008e-11,1.511505e-09,7.064016e-11,3.023010e-09,1.412803e-10,6.046020e-09,2.825606e-10,1.209204e-08,5.651212e-10,2.418408e-08,1.130243e-09,4.836817e-08,2.260485e-09,9.673634e-08
143,2860,49.762511886366785,1.540022e-11,2.102716e-10,3.080044e-11,4.205431e-10,6.160088e-11,8.410862e-10,1.232018e-10,1.682172e-09,2.464035e-10,3.364345e-09,4.928071e-10,6.728690e-09,9.856141e-10,1.345738e-08
144,2880,50.017016058763908,5.043207e-12,3.762013e-11,1.008641e-11,7.524027e-11,2.017283e-11,1.504805e-10,4.034565e-11,3.009611e-10,8.069131e-11,6.019221e-10,1.613826e-10,1.203844e-09,3.227652e-10,2.407689e-09
145,2900,51.8542532719154592,7.779868e-12,5.909083e-11,1.555974e-11,1.181817e-10,3.111947e-11,2.363633e-10,6.223895e-11,4.727267e-10,1.244779e-10,9.454533e-10,2.489558e-10,1.890907e-09,4.979116e-10,3.781813e-09
146,2920,52.0940300109744748,2.267751e-11,5.996286e-10,4.535503e-11,1.199257e-09,9.071006e-11,2.398515e-09,1.814201e-10,4.797029e-09,3.628402e-10,9.594058e-09,7.256804e-10,1.918812e-08,1.451361e-09,3.837623e-08
147,2940,52.1138687066156218,6.023412e-11,5.509657e-09,1.204682e-10,1.101931e-08,2.409365e-10,2.203863e-08,4.818730e-10,4.407725e-08,9.637459e-10,8.815450e-08,1.927492e-09,1.763090e-07,3.854983e-09,3.526179e-07
148,2960,52.1162189722469922,1.218895e-10,3.869959e-08,2.437790e-10,7.739918e-08,4.875580e-10,1.547984e-07,9.751161e-10,3.095967e-07,1.950232e-09,6.191933e-07,3.900465e-09,1.238386e-06,7.800930e-09,2.476772e-06
149,2980,52.1175337662150238,8.774640e-11,9.082162e-09,1.754928e-10,1.816433e-08,3.509856e-10,3.632865e-08,7.019712e-10,7.265731e-08,1.403942e-09,1.453147e-07,2.807885e-09,2.906294e-07,5.615771e-09,5.812593e-07
150,3000,52.1238662607178128,4.217178e-11,1.594331e-09,8.434356e-11,3.188662e-09,1.686871e-10,6.377324e-09,3.373743e-10,1.275465e-08,6.747485e-10,2.550930e-08,1.349497e-09,5.101860e-08,2.698994e-09,1.020372e-07
151,3020,52.1743151650749996,1.822509e-11,2.228298e-10,3.645019e-11,4.456596e-10,7.290038e-11,8.913191e-10,1.458008e-10,1.782638e-09,2.916015e-10,3.565277e-09,5.832030e-10,7.130553e-09,1.166406e-09,1.426111e-08
152,3040,52.7026976115044177,9.119337e-12,7.086244e-11,1.823867e-11,1.417249e-10,3.647735e-11,2.834498e-10,7.295470e-11,5.668995e-10,1.459094e-10,1.133799e-09,2.918188e-10,2.267598e-09,5.836376e-10,4.535196e-09
153,3060,54.3797834753214105,1.672073e-11,1.402562e-10,3.344147e-11,2.805123e-10,6.688294e-11,5.610247e-10,1.337659e-10,1.122049e-09,2.675318e-10,2.244099e-09,5.350635e-10,4.488197e-09,1.070127e-09,8.976394e-09
154,3080,54.4930765242761009,4.426791e-11,1.694895e-09,8.853581e-11,3.389791e-09,1.770716e-10,6.779582e-09,3.541433e-10,1.355916e-08,7.082865e-10,2.711833e-08,1.416573e-09,5.423665e-08,2.833146e-09,1.084733e-07
155,3100,54.5034021316420229,1.153164e-10,1.347086e-08,2.306327e-10,2.694172e-08,4.612654e-10,5.388343e-08,9.225308e-10,1.077668e-07,1.845062e-09,2.155337e-07,3.690123e-09,4.310672e-07,7.380244e-09,8.621339e-07
156,3120,54.5049315074959362,1.418936e-10,6.022038e-08,2.837873e-10,1.204408e-07,5.675745e-10,2.408815e-07,1.135149e-09,4.817629e-07,2.270299e-09,9.635257e-07,4.540600e-09,1.927050e-06,9.081208e-09,3.854098e-06
157,3140,54.5067529152564352,1.063858e-10,8.236051e-09,2.127716e-10,1.647210e-08,4.255431e-10,3.294421e-08,8.510863e-10,6.588842e-08,1.702173e-09,1.317768e-07,3.404345e-09,2.635537e-07,6.808692e-09,5.271077e-07
158,3160,54.517971413926222,4.972319e-11,1.321288e-09,9.944638e-11,2.642576e-09,1.988928e-10,5.285152e-09,3.977855e-10,1.057030e-08,7.955710e-10,2.114061e-08,1.591142e-09,4.228122e-08,3.182284e-09,8.456244e-08
159,3180,54.6124629772542072,2.135252e-11,1.971048e-10,4.270504e-11,3.942096e-10,8.541009e-11,7.884193e-10,1.708202e-10,1.576839e-09,3.416404e-10,3.153677e-09,6.832807e-10,6.307354e-09,1.366561e-09,1.261471e-08
160,3200,55.8722997347034274,2.289068e-11,9.690196e-11,4.578136e-11,1.938039e-10,9.156272e-11,3.876078e-10,1.831254e-10,7.752157e-10,3.662509e-10,1.550431e-09,7.325018e-10,3.100863e-09,1.465004e-09,6.201726e-09
161,3220,56.8262845064015438,3.946805e-11,3.467043e-10,7.893610e-11,6.934085e-10,1.578722e-10,1.386817e-09,3.157444e-10,2.773634e-09,6.314888e-10,5.547268e-09,1.262978e-09,1.109454e-08,2.525955e-09,2.218907e-08
162,3240,56.8815177225564329,9.817420e-11,4.241239e-09,1.963484e-10,8.482478e-09,3.926968e-10,1.696496e-08,7.853936e-10,3.392991e-08,1.570787e-09,6.785982e-08,3.141574e-09,1.357196e-07,6.283148e-09,2.714392e-07
163,3260,56.8870176840945846,2.428306e-10,2.344996e-08,4.856611e-10,4.689991e-08,9.713223e-10,9.379982e-08,1.942644e-09,1.875996e-07,3.885289e-09,3.751992e-07,7.770576e-09,7.503982e-07,1.554115e-08,1.500796e-06
164,3280,56.8882629205662915,2.437287e-10,5.131819e-08,4.874574e-10,1.026364e-07,9.749147e-10,2.052728e-07,1.949829e-09,4.105457e-07,3.899659e-09,8.210916e-07,7.799318e-09,1.642185e-06,1.559864e-08,3.284374e-06
165,3300,56.8913606979018808,1.388399e-10,6.127700e-09,2.776798e-10,1.225540e-08,5.553595e-10,2.451080e-08,1.110719e-09,4.902160e-08,2.221438e-09,9.804322e-08,4.442877e-09,1.960865e-07,8.885754e-09,3.921731e-07
166,3320,56.9135064461829983,6.509783e-11,9.046675e-10,1.301957e-10,1.809335e-09,2.603913e-10,3.618670e-09,5.207826e-10,7.237340e-09,1.041565e-09,1.447468e-08,2.083131e-09,2.894936e-08,4.166261e-09,5.789873e-08
167,3340,57.1133595496926178,3.898542e-11,1.547593e-10,7.797084e-11,3.095187e-10,1.559417e-10,6.190374e-10,3.118833e-10,1.238075e-09,6.237667e-10,2.476150e-09,1.247533e-09,4.952299e-09,2.495067e-09,9.904598e-09
168,3360,58.8722288243931245,1.896179e-10,1.265240e-10,3.792358e-10,2.530481e-10,7.584717e-10,5.060962e-10,1.516943e-09,1.012192e-09,3.033887e-09,2.024385e-09,6.067773e-09,4.048769e-09,1.213555e-08,8.097539e-09
169,3380,59.183563880253403,4.504748e-10,6.837791e-10,9.009496e-10,1.367558e-09,1.801899e-09,2.735116e-09,3.603799e-09,5.470232e-09,7.207597e-09,1.094046e-08,1.441519e-08,2.188093e-08,2.883039e-08,4.376186e-08
170,3400,59.2090021294446435,6.199235e-10,6.448210e-09,1.239847e-09,1.289642e-08,2.479694e-09,2.579284e-08,4.959388e-09,5.158568e-08,9.918776e-09,1.031713e-07,1.983755e-08,2.063427e-07,3.967510e-08,4.126852e-07
171,3420,59.2130607231058365,7.230988e-10,2.433433e-08,1.446198e-09,4.866866e-08,2.892395e-09,9.733731e-08,5.784791e-09,1.946746e-07,1.156958e-08,3.893492e-07,2.313917e-08,7.786984e-07,4.627835e-08,1.557397e-06
172,3440,59.2187389703767651,5.405308e-10,2.845351e-09,1.081062e-09,5.690701e-09,2.162123e-09,1.138140e-08,4.324246e-09,2.276281e-08,8.648492e-09,4.552561e-08,1.729698e-08,9.105123e-08,3.459397e-08,1.821025e-07
173,3460,59.2547593567803686,6.752641e-10,4.919364e-10,1.350528e-09,9.838729e-10,2.701056e-09,1.967746e-09,5.402112e-09,3.935492e-09,1.080422e-08,7.870983e-09,2.160845e-08,1.574197e-08,4.321690e-08,3.148393e-08
174,3480,59.4137745386721325,1.850446e-09,5.400764e-10,3.700892e-09,1.080153e-09,7.401784e-09,2.160305e-09,1.480357e-08,4.320611e-09,2.960714e-08,8.641221e-09,5.921428e-08,1.728244e-08,1.184286e-07,3.456488e-08
175,3500,59.4657546050979045,1.964594e-09,4.089713e-10,3.929188e-09,8.179427e-10,7.858377e-09,1.635885e-09,1.571675e-08,3.271771e-09,3.143351e-08,6.543541e-09,6.286701e-08,1.308708e-08,1.257340e-07,2.617417e-08
176,3520,59.7422507552481843,1.160393e-09,4.706950e-09,2.320787e-09,9.413900e-09,4.641573e-09,1.882780e-08,9.283146e-09,3.765560e-08,1.856629e-08,7.531121e-08,3.713259e-08,1.506224e-07,7.426518e-08,3.012450e-07
177,3540,59.7727733236208502,2.412531e-09,4.357946e-08,4.825062e-09,8.715894e-08,9.650124e-09,1.743179e-07,1.930025e-08,3.486360e-07,3.860050e-08,6.972725e-07,7.720103e-08,1.394547e-06,1.544022e-07,2.789104e-06
178,3560,59.7756863524407482,4.910837e-09,5.970002e-07,9.821678e-09,1.194001e-06,1.964337e-08,2.388005e-06,3.928678e-08,4.776022e-06,7.857374e-08,9.552089e-06,1.571482e-07,1.910436e-05,3.142994e-07,3.820946e-05
179,3580,59.7762299548614474,6.161303e-09,1.216511e-06,1.232260e-08,2.433022e-06,2.464517e-08,4.866042e-06,4.929022e-08,9.732075e-06,9.857997e-08,1.946412e-05,1.971580e-07,3.892810e-05,3.943085e-07,7.785566e-05
180,3600,59.7772658705685089,3.900171e-09,1.211541e-07,7.800341e-09,2.423082e-07,1.560068e-08,4.846163e-07,3.120135e-08,9.692318e-07,6.240268e-08,1.938461e-06,1.248052e-07,3.876909e-06,2.496100e-07,7.753770e-06
181,3620,59.784332714343426,1.845670e-09,2.108530e-08,3.691339e-09,4.217061e-08,7.382678e-09,8.434121e-08,1.476536e-08,1.686824e-07,2.953071e-08,3.373647e-07,5.906141e-08,6.747290e-07,1.181228e-07,1.349457e-06
182,3640,59.8466990712828186,5.696650e-10,3.070946e-09,1.139330e-09,6.141892e-09,2.278660e-09,1.228378e-08,4.557320e-09,2.456757e-08,9.114640e-09,4.913513e-08,1.822928e-08,9.827026e-08,3.645856e-08,1.965405e-07
183,3660,60.4827053956105153,6.828166e-10,4.361086e-09,1.365633e-09,8.722172e-09,2.731266e-09,1.744434e-08,5.462533e-09,3.488869e-08,1.092507e-08,6.977738e-08,2.185013e-08,1.395548e-07,4.370027e-08,2.791096e-07
184,3680,60.6195474960533452,1.976356e-09,3.852091e-08,3.952712e-09,7.704182e-08,7.905424e-09,1.540837e-07,1.581085e-08,3.081674e-07,3.162171e-08,6.163352e-07,6.324343e-08,1.232672e-06,1.264869e-07,2.465349e-06
185,3700,60.6299433544580693,3.852878e-09,4.881431e-07,7.705757e-09,9.762870e-07,1.541152e-08,1.952577e-06,3.082305e-08,3.905168e-06,6.164616e-08,7.810390e-06,1.232926e-07,1.562100e-05,2.465861e-07,3.124286e-05
186,3720,60.631070490367284,9.555358e-09,3.066626e-06,1.911074e-08,6.133290e-06,3.822158e-08,1.226674e-05,7.644357e-08,2.453410e-05,1.528887e-07,4.907070e-05,3.057839e-07,9.815140e-05,6.115934e-07,1.963428e-04
187,3740,60.6314787187173592,6.822461e-09,2.823304e-06,1.364492e-08,5.646589e-06,2.728983e-08,1.129311e-05,5.457963e-08,2.258593e-05,1.091591e-07,4.517071e-05,2.183177e-07,9.033685e-05,4.366334e-07,1.806554e-04
188,3760,60.6330275303865067,4.068077e-09,2.648050e-07,8.136154e-09,5.296098e-07,1.627230e-08,1.059219e-06,3.254459e-08,2.118433e-06,6.508911e-08,4.236851e-06,1.301780e-07,8.473640e-06,2.603548e-07,1.694703e-05
189,3780,60.6448733217936785,1.846172e-09,4.111164e-08,3.692345e-09,8.222327e-08,7.384689e-09,1.644465e-07,1.476938e-08,3.288930e-07,2.953875e-08,6.577856e-07,5.907748e-08,1.315570e-06,1.181549e-07,2.631135e-06
190,3800,60.7583657551092538,5.065234e-10,6.319337e-09,1.013047e-09,1.263867e-08,2.026094e-09,2.527735e-08,4.052187e-09,5.055469e-08,8.104375e-09,1.011094e-07,1.620875e-08,2.022187e-07,3.241749e-08,4.044374e-07
191,3820,61.4151784627995745,1.054608e-09,1.443825e-08,2.109217e-09,2.887649e-08,4.218433e-09,5.775298e-08,8.436867e-09,1.155060e-07,1.687373e-08,2.310120e-07,3.374747e-08,4.620241e-07,6.749496e-08,9.240487e-07
192,3840,61.4837633951218882,2.651230e-09,1.090765e-07,5.302460e-09,2.181531e-07,1.060492e-08,4.363063e-07,2.120985e-08,8.726134e-07,4.241972e-08,1.745230e-06,8.483951e-08,3.490471e-06,1.696793e-07,6.980988e-06
193,3860,61.4896013571023253,4.754022e-09,1.703984e-06,9.508047e-09,3.407976e-06,1.901610e-08,6.815984e-06,3.803224e-08,1.363210e-05,7.606462e-08,2.726471e-05,1.521298e-07,5.453149e-05,3.042619e-07,1.090712e-04
194,3880,61.4903175230020756,1.220182e-08,9.119508e-06,2.440364e-08,1.823909e-05,4.880734e-08,3.647848e-05,9.761489e-08,7.295816e-05,1.952306e-07,1.459211e-04,3.904646e-07,2.918614e-04,7.809426e-07,5.837993e-04
195,3900,61.4907798354073185,7.140202e-09,2.596675e-06,1.428040e-08,5.193328e-06,2.856076e-08,1.038656e-05,5.712139e-08,2.077275e-05,1.142423e-07,4.154403e-05,2.284825e-07,8.308213e-05,4.569568e-07,1.661405e-04
196,3920,61.4931414298716011,3.850764e-09,3.010877e-07,7.701527e-09,6.021751e-07,1.540305e-08,1.204349e-06,3.080608e-08,2.408693e-06,6.161209e-08,4.817366e-06,1.232239e-07,9.634650e-06,2.464466e-07,1.926898e-05
197,3940,61.5121377403983235,1.671261e-09,4.621351e-08,3.342523e-09,9.242701e-08,6.685045e-09,1.848540e-07,1.337009e-08,3.697079e-07,2.674017e-08,7.394154e-07,5.348033e-08,1.478829e-06,1.069606e-07,2.957652e-06
198,3960,61.7140974883926136,4.765803e-10,6.967675e-09,9.531606e-10,1.393535e-08,1.906321e-09,2.787070e-08,3.812642e-09,5.574140e-08,7.625285e-09,1.114828e-07,1.525057e-08,2.229656e-07,3.050114e-08,4.459311e-07
199,3980,62.3073745668742126,1.439865e-09,3.067750e-08,2.879730e-09,6.135500e-08,5.759461e-09,1.227100e-07,1.151892e-08,2.454201e-07,2.303785e-08,4.908403e-07,4.607571e-08,9.816813e-07,9.215146e-08,1.963365e-06
200,4000,62.3460940747769507,3.314238e-09,2.400260e-07,6.628476e-09,4.800522e-07,1.325696e-08,9.601052e-07,2.651392e-08,1.920214e-06,5.302790e-08,3.840442e-06,1.060560e-07,7.680942e-06,2.121128e-07,1.536211e-05
201,4020,62.3496229322680651,6.066922e-09,4.138615e-06,1.213387e-08,8.277270e-06,2.426784e-08,1.655470e-05,4.853607e-08,3.311003e-05,9.707371e-08,6.622260e-05,1.941537e-07,1.324553e-04,3.883326e-07,2.649513e-04
202,4040,62.3501382718831006,1.229571e-08,1.251788e-05,2.459135e-08,2.503551e-05,4.918236e-08,5.006999e-05,9.836342e-08,1.001359e-04,1.967216e-07,2.002553e-04,3.934222e-07,4.004448e-04,7.867605e-07,8.006262e-04
203,4060,62.3507288397592477,6.892181e-09,1.998812e-06,1.378435e-08,3.997605e-06,2.756866e-08,7.995136e-06,5.513717e-08,1.598997e-05,1.102737e-07,3.197876e-05,2.205448e-07,6.395275e-05,4.410794e-07,1.278865e-04
204,4080,62.3543301552318757,3.501521e-09,2.855183e-07,7.003042e-09,5.710362e-07,1.400608e-08,1.142071e-06,2.801214e-08,2.284138e-06,5.602422e-08,4.568258e-06,1.120482e-07,9.136445e-06,2.240954e-07,1.827260e-05
205,4100,62.3844960741229605,1.436561e-09,4.501123e-08,2.873122e-09,9.002245e-08,5.746243e-09,1.800449e-07,1.149249e-08,3.600897e-07,2.298497e-08,7.201791e-07,4.596992e-08,1.440357e-06,9.193977e-08,2.880708e-06
206,4120,62.7681281003958607,5.251936e-10,7.804140e-09,1.050387e-09,1.560828e-08,2.100774e-09,3.121656e-08,4.201549e-09,6.243312e-08,8.403097e-09,1.248662e-07,1.680619e-08,2.497325e-07,3.361239e-08,4.994650e-07
207,4140,63.1846699424451715,1.851946e-09,6.052413e-08,3.703891e-09,1.210483e-07,7.407783e-09,2.420966e-07,1.481557e-08,4.841934e-07,2.963114e-08,9.683875e-07,5.926232e-08,1.936778e-06,1.185247e-07,3.873568e-06
208,4160,63.2075157496655521,3.990596e-09,5.659828e-07,7.981194e-09,1.131967e-06,1.596240e-08,2.263940e-06,3.192482e-08,4.527904e-06,6.384976e-08,9.055903e-06,1.277000e-07,1.811219e-05,2.554019e-07,3.622590e-05
209,4180,63.2097234948411184,8.258333e-09,7.385018e-06,1.651673e-08,1.477015e-05,3.303369e-08,2.954075e-05,6.606835e-08,5.908328e-05,1.321406e-07,1.181737e-04,2.642965e-07,2.363762e-04,5.286547e-07,4.728671e-04
210,4200,63.210140109363161,1.027484e-08,1.476672e-05,2.054953e-08,2.953334e-05,4.109846e-08,5.906633e-05,8.219452e-08,1.181312e-04,1.643794e-07,2.362567e-04,3.287204e-07,4.724903e-04,6.572872e-07,9.448879e-04
211,4220,63.2109463523952197,6.397757e-09,1.466670e-06,1.279550e-08,2.933332e-06,2.559097e-08,5.866636e-06,5.118179e-08,1.173316e-05,1.023630e-07,2.346586e-05,2.047236e-07,4.692990e-05,4.094376e-07,9.385253e-05
212,4240,63.2164505659324707,3.111466e-09,2.484062e-07,6.222931e-09,4.968121e-07,1.244586e-08,9.936234e-07,2.489171e-08,1.987243e-06,4.978337e-08,3.974474e-06,9.956653e-08,7.948894e-06,1.991323e-07,1.589758e-05
213,4260,63.2644544314413728,1.178929e-09,4.186930e-08,2.357859e-09,8.373859e-08,4.715717e-09,1.674772e-07,9.431434e-09,3.349543e-07,1.886286e-08,6.699083e-07,3.772572e-08,1.339816e-06,7.545138e-08,2.679628e-06
214,4280,63.8556089455965492,6.124208e-10,1.515714e-08,1.224842e-09,3.031427e-08,2.449683e-09,6.062855e-08,4.899366e-09,1.212571e-07,9.798734e-09,2.425142e-07,1.959747e-08,4.850285e-07,3.919496e-08,9.700574e-07
215,4300,64.0546182473474353,2.300871e-09,1.140097e-07,4.601741e-09,2.280195e-07,9.203484e-09,4.560392e-07,1.840697e-08,9.120791e-07,3.681396e-08,1.824161e-06,7.362799e-08,3.648334e-06,1.472562e-07,7.296713e-06
216,4320,64.0684232807593924,4.672988e-09,1.278937e-06,9.345980e-09,2.557880e-06,1.869198e-08,5.115785e-06,3.738401e-08,1.023167e-05,7.476826e-08,2.046377e-05,1.495375e-07,4.092920e-05,2.990788e-07,8.186505e-05
217,4340,64.0698447817001067,1.083653e-08,1.088794e-05,2.167318e-08,2.177603e-05,4.334683e-08,4.355269e-05,8.669553e-08,8.710788e-05,1.733985e-07,1.742257e-04,3.468270e-07,3.484913e-04,6.937737e-07,6.971421e-04
218,4360,64.0702279379523921,8.833357e-09,1.572693e-05,1.766673e-08,3.145348e-05,3.533353e-08,6.290544e-05,7.066732e-08,1.258048e-04,1.413357e-07,2.515852e-04,2.826757e-07,5.030729e-04,5.653683e-07,1.005756e-03
219,4380,64.0713746587170451,5.802186e-09,1.308741e-06,1.160437e-08,2.617477e-06,2.320870e-08,5.234930e-06,4.641728e-08,1.046976e-05,9.283407e-08,2.093915e-05,1.856662e-07,4.187677e-05,3.713246e-07,8.374746e-05
