sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err,rel_phase_err
0,0,0.0,0.0,0.0,0.0,3.88938e-62,1.55498e-61,1.54868e-73
1,100000,1953.060246,12265.308319952345638,1.46326e-14,1.42806e-15,1.54773e-10,2.71043e-10,1.64868e-11
2,200000,3906.16620614,24530.90372680622207,2.40185e-14,2.32414e-15,4.67577e-10,4.73989e-10,7.35097e-11
3,300000,5859.44215529,36797.56667247292617,1.10051e-14,3.28728e-16,4.46352e-10,3.43604e-10,1.20761e-10
4,400000,7812.82575206,49064.905650100651671,6.68127e-15,2.6727e-15,9.81646e-10,9.7002e-10,1.58254e-10
5,500000,9765.94234486,61330.56783057664059,1.18199e-14,2.35033e-15,1.87605e-9,3.34379e-9,1.97896e-10
6,600000,11719.0096438,73595.920443438743019,1.09542e-14,6.27118e-16,2.60687e-9,5.96343e-9,2.40994e-10
7,700000,13672.080821,85861.297411817980556,8.19927e-15,2.87065e-15,2.38792e-9,3.64803e-9,2.75817e-10
8,800000,15625.2089793,98127.032223707791552,1.83396e-14,3.95594e-15,1.81173e-9,1.63749e-9,3.23506e-10
9,900000,17578.59434,110394.38227917977223,2.66054e-14,5.64056e-15,1.45035e-9,1.11787e-9,3.80044e-10
10,1000000,19531.8649263,122661.01154620341412,2.47037e-14,5.30335e-15,3.21054e-9,3.66078e-9,4.54843e-10
11,1100000,21484.9612467,134926.54641463823183,1.77825e-14,1.45005e-16,5.20606e-9,1.04972e-8,5.13624e-10
12,1200000,23438.0255424,147191.88016726634123,1.33784e-14,1.70747e-15,5.83864e-9,1.26503e-8,5.54889e-10
13,1300000,25391.1045853,159457.30653236929749,2.84729e-14,6.61626e-15,4.83679e-9,6.40827e-9,6.12839e-10
14,1400000,27344.2642235,171723.23904014606193,2.99573e-14,5.95422e-15,3.37205e-9,2.78581e-9,6.92995e-10
15,1500000,29297.7042198,183990.93220918183834,1.705e-14,4.28927e-15,3.50344e-9,2.80822e-9,7.71689e-10
16,1600000,31250.8959035,196257.06596390067323,2.82374e-15,2.64345e-15,6.31527e-9,8.39059e-9,7.98753e-10
17,1700000,33203.9783476,208522.51368920682595,5.42884e-15,2.76358e-15,8.37199e-9,1.84538e-8,7.88749e-10
18,1800000,35157.0423455,220787.84557129954662,8.41812e-15,2.43364e-15,7.76766e-9,1.53183e-8,7.75447e-10
19,1900000,37110.1327655,233053.34338504587444,4.95655e-15,4.69913e-15,5.33753e-9,6.14736e-9,7.5001e-10
20,2000000,39063.3384968,245319.56535963728634,3.49174e-15,5.18656e-15,3.14694e-9,2.46036e-9,7.50947e-10
21,2100000,41016.7755329,257587.23993883795201,6.86228e-15,6.22928e-15,4.15063e-9,3.63776e-9,7.7299e-10
22,2200000,42969.9212958,269853.08530867687397,2.04454e-15,5.45354e-15,6.9114e-9,1.07056e-8,7.918e-10
23,2300000,44922.994377,282118.47423409598004,2.62168e-15,4.6544e-15,8.63636e-9,1.98874e-8,7.96038e-10
24,2400000,46876.0606996,294383.82071522102144,7.35675e-15,5.41756e-15,7.38626e-9,1.2899e-8,7.88427e-10
25,2500000,48829.1670964,306649.41886468114295,3.39519e-15,7.9351e-15,4.87951e-9,4.93076e-9,7.69126e-10
26,2600000,50782.4451976,318916.09532487518119,3.53203e-15,1.2697e-14,2.83257e-9,2.17753e-9,7.66887e-10
27,2700000,52735.826791,331183.42172166599495,3.86892e-15,1.30455e-14,4.82123e-9,4.78068e-9,7.74962e-10
28,2800000,54688.9428159,343449.0803357846144,6.20383e-15,1.30161e-14,7.40959e-9,1.32554e-8,7.80602e-10
29,2900000,56642.0100127,355714.43230674613843,1.411e-14,1.55787e-14,8.89702e-9,2.03451e-8,8.23107e-10
