sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err,rel_phase_err
0,0,0.0,0.0,0.0,0.0,1.68371e-72,1.55498e-61,1.54868e-73
1,100000,1953.060246,12265.308319951913092,2.02174e-15,2.52193e-15,7.28919e-11,1.2765e-10,7.76432e-12
2,200000,3906.16620614,24530.903726805593208,2.20033e-15,1.0857e-15,8.38084e-11,8.49396e-11,1.3173e-11
3,300000,5859.44215529,36797.566672472030174,4.66953e-15,1.87166e-15,1.02991e-10,7.92773e-11,2.78656e-11
4,400000,7812.82575206,49064.905650099594581,2.98418e-15,4.49164e-15,2.79397e-10,2.76135e-10,4.50511e-11
5,500000,9765.94234486,61330.567830575497896,6.31232e-15,4.54186e-15,3.09893e-10,5.52337e-10,3.26886e-11
6,600000,11719.0096438,73595.920443437480156,6.28935e-16,1.76433e-15,2.2974e-10,5.25027e-10,2.12168e-11
7,700000,13672.080821,85861.297411816435337,9.13608e-15,5.22648e-15,1.7952e-10,2.73587e-10,2.06847e-11
8,800000,15625.2089793,98127.032223706174401,1.48921e-14,4.23231e-15,5.76537e-11,5.24552e-11,1.03612e-11
9,900000,17578.59434,110394.38227917818628,2.03999e-14,5.25202e-15,2.5682e-10,1.97408e-10,6.711e-11
10,1000000,19531.8649263,122661.01154620239739,2.556e-15,1.13354e-15,5.95551e-10,6.78173e-10,8.42607e-11
11,1100000,21484.9612467,134926.54641463687253,1.08618e-14,7.4083e-16,4.73248e-10,9.5456e-10,4.67064e-11
12,1200000,23438.0255424,147191.88016726454508,1.52658e-14,4.02544e-15,1.78329e-10,3.89737e-10,1.70961e-11
13,1300000,25391.1045853,159457.30653236730962,2.47548e-14,5.36707e-15,3.45214e-10,4.54773e-10,4.34895e-11
14,1400000,27344.2642235,171723.23904014457551,2.65001e-14,3.55345e-15,6.11981e-10,5.05147e-10,1.25655e-10
15,1500000,29297.7042198,183990.93220918021286,4.77065e-14,8.81234e-15,1.13885e-9,9.14986e-10,2.51443e-10
16,1600000,31250.8959035,196257.06596389660663,4.82201e-14,1.01073e-14,3.02835e-9,4.02382e-9,3.83056e-10
17,1700000,33203.9783476,208522.51368920147456,4.33662e-14,6.91049e-15,5.33935e-9,1.17627e-8,5.02757e-10
18,1800000,35157.0423455,220787.8455712930937,5.36021e-14,8.57836e-15,6.49135e-9,1.27926e-8,6.47587e-10
