sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err,rel_phase_err
0,0,0.0,0.0,0.0,0.0,1.68371e-72,1.55498e-61,1.54868e-73
1,100000,1953.060246,12265.308319953119095,4.23728e-15,1.81449e-15,8.96167e-11,1.56915e-10,9.54494e-12
2,200000,3906.16620614,24530.903726807632929,4.79931e-15,1.20662e-15,1.15226e-10,1.16704e-10,1.80996e-11
3,300000,5859.44215529,36797.566672472226294,1.85865e-15,2.77432e-15,1.45305e-10,1.11782e-10,3.92898e-11
4,400000,7812.82575206,49064.905650103209345,1.83481e-15,5.85435e-15,3.15455e-10,3.11964e-10,5.08937e-11
5,500000,9765.94234486,61330.56783058135524,7.84496e-15,3.65712e-15,5.48534e-10,9.78224e-10,5.78939e-11
6,600000,11719.0096438,73595.920443444754788,2.1917e-15,2.02631e-15,8.5611e-10,1.95831e-9,7.91389e-11
7,700000,13672.080821,85861.297411824437368,5.80465e-15,4.12198e-15,8.30423e-10,1.2677e-9,9.58476e-11
8,800000,15625.2089793,98127.032223712806511,7.14959e-15,3.93603e-15,6.52092e-10,5.88655e-10,1.16297e-10
9,900000,17578.59434,110394.38227917634797,5.61934e-15,6.84666e-16,4.28514e-10,3.30861e-10,1.12483e-10
10,1000000,19531.8649263,122661.01154621209165,4.8071e-15,1.99717e-15,7.34306e-10,8.38475e-10,1.04177e-10
11,1100000,21484.9612467,134926.54641464999226,8.2217e-15,7.10578e-16,7.74454e-10,1.56201e-9,7.6428e-11
12,1200000,23438.0255424,147191.88016727941902,1.44596e-14,2.36656e-16,6.12689e-10,1.32532e-9,5.81338e-11
13,1300000,25391.1045853,159457.30653238264949,2.32754e-14,4.90775e-15,3.32419e-11,4.60549e-11,4.40316e-12
14,1400000,27344.2642235,171723.23904015506276,1.9632e-14,4.71929e-15,3.55331e-10,2.94623e-10,7.3287e-11
15,1500000,29297.7042198,183990.93220918826029,1.70844e-14,5.21535e-15,5.29478e-10,4.23287e-10,1.1632e-10
16,1600000,31250.8959035,196257.0659639182281,1.70865e-14,5.12726e-15,1.40013e-9,1.85807e-9,1.76883e-10
17,1700000,33203.9783476,208522.5136892275784,1.72613e-14,7.68806e-15,2.47122e-9,5.44518e-9,2.32737e-10
18,1800000,35157.0423455,220787.84557132147968,2.12147e-14,7.19553e-15,2.88456e-9,5.68948e-9,2.88014e-10
19,1900000,37110.1327655,233053.34338506663879,3.66885e-14,8.96533e-15,2.69216e-9,3.10272e-9,3.78545e-10
20,2000000,39063.3384968,245319.56535964844881,3.4378e-14,8.57741e-15,2.01552e-9,1.57808e-9,4.8165e-10
21,2100000,41016.7755329,257587.23993885573376,2.62456e-14,6.79089e-15,3.05085e-9,2.67237e-9,5.67857e-10
22,2200000,42969.9212958,269853.08530870311367,2.26115e-14,4.95775e-15,5.55761e-9,8.60286e-9,6.36281e-10
23,2300000,44922.994377,282118.47423412521334,2.12839e-14,2.84149e-15,7.612e-9,1.75203e-8,7.01291e-10
24,2400000,46876.0606996,294383.82071525072707,2.29977e-14,1.93545e-15,7.25285e-9,1.26643e-8,7.7408e-10
