sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err,rel_phase_err
0,0,0.0,0.0,0.0,0.0,3.88938e-62,1.55498e-61,1.54868e-73
1,100000,1953.060246,12265.308319951793895,7.48909e-15,4.99299e-16,9.20496e-11,1.6117e-10,9.80362e-12
2,200000,3906.16620614,24530.903726805284341,1.70776e-14,3.38081e-16,2.1231e-10,2.15196e-10,3.33729e-11
3,300000,5859.44215529,36797.56667247152897,2.72982e-14,1.63457e-15,3.47942e-10,2.67899e-10,9.41504e-11
4,400000,7812.82575206,49064.905650098444254,2.69293e-14,5.91745e-16,1.07339e-9,1.06078e-9,1.73063e-10
5,500000,9765.94234486,61330.567830573669083,3.05094e-14,1.37476e-15,2.34457e-9,4.17853e-9,2.47299e-10
6,600000,11719.0096438,73595.920443434914654,3.9917e-14,9.55045e-16,3.84466e-9,8.79331e-9,3.55356e-10
7,700000,13672.080821,85861.297411813348305,4.8015e-14,1.94822e-15,4.23483e-9,6.46827e-9,4.89046e-10
8,800000,15625.2089793,98127.032223703191813,5.13307e-14,2.93995e-15,3.58371e-9,3.23916e-9,6.39928e-10
9,900000,17578.59434,110394.38227918011587,6.35799e-14,7.24058e-15,3.09128e-9,2.38437e-9,8.10599e-10
10,1000000,19531.8649263,122661.01154619674575,6.84065e-14,6.26326e-15,7.04605e-9,8.03359e-9,9.98159e-10
11,1100000,21484.9612467,134926.54641462902116,6.78153e-14,1.15171e-14,1.21451e-8,2.44824e-8,1.19792e-9
12,1200000,23438.0255424,147191.88016725541075,7.75202e-14,1.4791e-14,1.49648e-8,3.24145e-8,1.42183e-9
13,1300000,25391.1045853,159457.30653235829828,6.94435e-14,1.22503e-14,1.28652e-8,1.70428e-8,1.62985e-9
14,1400000,27344.2642235,171723.23904013932092,5.93215e-14,8.30279e-15,8.84996e-9,7.31403e-9,1.81942e-9
15,1500000,29297.7042198,183990.93220917726008,6.62978e-14,1.47718e-14,9.05604e-9,7.26124e-9,1.99536e-9
16,1600000,31250.8959035,196257.06596388655445,7.19473e-14,1.77631e-14,1.7493e-8,2.32361e-8,2.21199e-9
17,1700000,33203.9783476,208522.51368918934801,6.75407e-14,1.54356e-14,2.56138e-8,5.64401e-8,2.41235e-9
18,1800000,35157.0423455,220787.84557128068223,7.9619e-14,1.7439e-14,2.61584e-8,5.15718e-8,2.61068e-9
19,1900000,37110.1327655,233053.34338502790716,8.93301e-14,2.2356e-14,2.02559e-8,2.33291e-8,2.84627e-9
20,2000000,39063.3384968,245319.56535962966763,9.65008e-14,2.33835e-14,1.30896e-8,1.02432e-8,3.12636e-9
21,2100000,41016.7755329,257587.2399388234666,8.36397e-14,1.76111e-14,1.82245e-8,1.59733e-8,3.39419e-9
22,2200000,42969.9212958,269853.08530865194311,9.26412e-14,2.1774e-14,3.1929e-8,4.94375e-8,3.65647e-9
23,2300000,44922.994377,282118.47423406703985,1.03517e-13,2.48359e-14,4.28097e-8,9.85358e-8,3.94412e-9
24,2400000,46876.0606996,294383.82071519080136,9.90507e-14,2.3168e-14,3.97406e-8,6.93792e-8,4.24066e-9
25,2500000,48829.1670964,306649.41886465472933,9.56086e-14,2.23809e-14,2.87104e-8,2.90162e-8,4.52608e-9
26,2600000,50782.4451976,318916.0953248791122,8.88461e-14,1.79867e-14,1.76999e-8,1.36292e-8,4.79988e-9
27,2700000,52735.826791,331183.42172163954842,9.58907e-14,1.46423e-14,3.15231e-8,3.12524e-8,5.06613e-9
28,2800000,54688.9428159,343449.08033574739654,9.25739e-14,1.35568e-14,5.08248e-8,9.08684e-8,5.35118e-9
29,2900000,56642.0100127,355714.43230670580174,8.59987e-14,1.14542e-14,6.07031e-8,1.3873e-7,5.61264e-9
30,3000000,58595.0813404,367979.81022060645916,8.19293e-14,1.20904e-14,5.06197e-8,7.7058e-8,5.85757e-9
31,3100000,60548.2101182,380245.54892348437788,8.12955e-14,1.32785e-14,3.41258e-8,3.07696e-8,6.11307e-9
32,3200000,62501.5976429,392512.91256868190393,7.07948e-14,8.47734e-15,2.42211e-8,1.86886e-8,6.32903e-9
33,3300000,64454.8657299,404779.5261394242754,6.39292e-14,7.63569e-15,4.61223e-8,5.27706e-8,6.51537e-9
34,3400000,66407.9616633,417045.0585778189446,7.4268e-14,8.57961e-15,6.82486e-8,1.37922e-7,6.72257e-9
35,3500000,68361.0259226,429310.39210176704098,5.56095e-14,5.73683e-15,7.26841e-8,1.57154e-7,6.91211e-9
36,3600000,70314.1051901,441575.81987758394025,5.93084e-14,5.88778e-15,5.58592e-8,7.37512e-8,7.09294e-9
37,3700000,72267.2657181,453841.75797294294883,5.93555e-14,5.43087e-15,3.53115e-8,2.91327e-8,7.28473e-9
38,3800000,74220.7062282,466109.45436887384242,4.86638e-14,5.00241e-16,3.39073e-8,2.72302e-8,7.43989e-9
