sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err,rel_phase_err
0,0,0.0,0.0,0.0,0.0,1.68371e-72,1.55498e-61,1.54868e-73
1,100000,1953.060246,12265.308319951609989,3.88317e-16,2.04989e-15,1.55652e-11,2.73141e-11,1.66131e-12
2,200000,3906.16620614,24530.903726805119216,2.57288e-15,6.3296e-18,6.55463e-12,6.59744e-12,1.02361e-12
3,300000,5859.44215529,36797.566672470021915,7.45775e-16,1.87769e-15,2.65318e-11,2.04796e-11,7.19742e-12
4,400000,7812.82575206,49064.905650098177276,1.46616e-14,2.64629e-15,1.56651e-10,1.54783e-10,2.52535e-11
5,500000,9765.94234486,61330.567830574544063,1.48012e-14,3.66331e-15,6.01389e-10,1.07187e-9,6.34371e-11
6,600000,11719.0096438,73595.920443436845521,2.96669e-14,1.003e-14,1.45177e-9,3.32072e-9,1.34197e-10
7,700000,13672.080821,85861.297411816198627,5.25476e-14,1.42449e-14,2.22632e-9,3.4008e-9,2.57124e-10
8,800000,15625.2089793,98127.032223705732334,5.20386e-14,1.27701e-14,2.24197e-9,2.02641e-9,4.00338e-10
9,900000,17578.59434,110394.38227917505045,4.38084e-14,9.39103e-15,2.04679e-9,1.57832e-9,5.36572e-10
10,1000000,19531.8649263,122661.01154620248704,3.44756e-14,8.17634e-15,4.60897e-9,5.25494e-9,6.52914e-10
11,1100000,21484.9612467,134926.54641463825692,2.75836e-14,6.98869e-15,7.64208e-9,1.54062e-8,7.5382e-10
12,1200000,23438.0255424,147191.88016726648311,3.24102e-14,9.31042e-15,8.79819e-9,1.90594e-8,8.36021e-10
13,1300000,25391.1045853,159457.3065323694938,5.4628e-14,1.33528e-14,7.64963e-9,1.01348e-8,9.69217e-10
14,1400000,27344.2642235,171723.23904014512217,6.35347e-14,1.51609e-14,5.57234e-9,4.60524e-9,1.14559e-9
15,1500000,29297.7042198,183990.93220918009546,6.04135e-14,1.32969e-14,6.03343e-9,4.83646e-9,1.32904e-9
16,1600000,31250.8959035,196257.06596390284523,6.32226e-14,1.30495e-14,1.18672e-8,1.57632e-8,1.5006e-9
