sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err,rel_phase_err
0,0,0.0,0.0,0.0,0.0,6.66199e-125,1.24398e-60,7.52371e-127
1,200,1.00370822751,6.3033339083574623586,2.76801e-20,1.22288e-23,2.99383e-19,5.03386e-18,1.22412e-20
2,400,2.35938901755,14.817071724362074023,4.97946e-20,2.39409e-23,4.60281e-20,1.40564e-19,2.36361e-20
3,600,3.99669978252,25.09945875720042318,9.19542e-20,4.69008e-23,6.14902e-18,1.16528e-16,2.40688e-19
4,800,5.0000644029,31.400634796972779202,1.13007e-19,5.86164e-23,3.2486e-17,2.06067e-14,3.80824e-19
5,1000,6.00533649176,37.713789826656236547,1.34274e-19,7.02685e-23,1.17978e-17,1.3683e-16,5.52874e-19
6,1200,7.61481664118,47.821399311766891276,1.62466e-19,9.13757e-23,1.41934e-18,1.53954e-18,1.13625e-18
7,1400,8.99778031284,56.506474881191736655,1.98669e-19,1.04927e-22,3.73812e-17,1.07464e-15,1.261e-18
8,1600,10.0001298874,62.801276386534140472,2.19496e-19,1.16648e-22,1.22259e-16,6.01495e-14,1.56093e-18
9,1800,11.0077236356,69.129011543675170671,2.40942e-19,1.28212e-22,3.51367e-17,2.82171e-16,1.89283e-18
10,2000,12.7924723814,80.337315888219562045,2.80564e-19,1.51209e-22,9.3258e-18,6.93525e-18,2.68957e-18
11,2200,13.9984939566,87.911186940423166804,3.05378e-19,1.62917e-22,1.05709e-16,4.61145e-15,3.08058e-18
12,2400,15.0002069038,94.201990397015463563,3.26144e-19,1.74589e-22,2.48633e-16,8.84453e-14,3.54044e-18
13,2600,16.0112393272,100.55132059302934494,3.4752e-19,1.86219e-22,6.48544e-17,3.62292e-16,4.03217e-18
14,2800,17.8774307667,112.27108880599966648,3.88287e-19,2.09238e-22,2.70598e-17,2.321e-17,5.12739e-18
15,3000,18.9989694208,119.314403221601478,4.11925e-19,2.20874e-22,2.25902e-16,1.49404e-14,5.69962e-18
16,3200,20.0003032362,125.60282571264929519,4.32658e-19,2.32623e-22,3.94095e-16,9.85931e-14,6.31935e-18
17,3400,21.0164426233,131.98422787557371363,4.54154e-19,2.44228e-22,9.66252e-17,3.77901e-16,6.97065e-18
18,3600,22.924558451,143.96728317820983499,4.95244e-19,2.67243e-22,5.88316e-17,6.6426e-17,8.37787e-18
19,3800,23.9992898306,150.71664575361882412,5.1832e-19,2.78916e-22,4.16493e-16,4.16569e-14,9.11798e-18
20,4000,25.0004299344,157.00385172666285312,5.39301e-19,2.90598e-22,5.4571e-16,9.48755e-14,9.89754e-18
21,4200,26.0241882916,163.43310137337072624,5.60787e-19,3.02171e-22,1.26971e-16,3.50862e-16,1.07082e-17
22,4400,27.9525180389,175.54310102236445407,6.02092e-19,3.25277e-22,1.09815e-16,1.7307e-16,1.2432e-17
