step,t,rel_energy_diff,max_rel_coord_diff
0,0.0,0.0,0.0
200,24.8581940269448212,4.38968e-34,1.70211e-32
400,49.6969400431413261,1.09051e-33,7.80653e-32
600,74.4044997889628031,7.90062e-34,1.25251e-31
800,98.8066837577824241,9.24201e-36,9.25945e-32
1000,122.291542735487705,4.98515e-34,6.61652e-32
1200,146.125021818724786,2.95659e-34,6.05647e-32
1400,170.586320752703032,2.35858e-35,9.58805e-32
1600,195.299510650382393,4.4456e-34,1.33841e-31
1800,220.13432749351633,5.01055e-34,1.69591e-31
2000,245.02693197439335,8.72441e-34,3.00453e-31
2200,269.935458258631682,7.96466e-34,3.74053e-31
2400,294.818278600539507,1.87827e-34,2.88832e-31
2600,319.625421613511909,1.38105e-34,2.94784e-31
2800,344.262608713907986,5.49113e-34,2.63872e-31
3000,368.478646404073062,8.90842e-35,1.44322e-31
3200,391.797895690065539,1.93386e-34,1.39467e-31
3400,415.913402359093508,2.167e-34,1.98797e-31
3600,440.478033901205925,5.78166e-34,2.25405e-31
3800,465.240236349786463,1.57251e-33,1.33036e-31
4000,490.098887580798373,1.42281e-33,1.60346e-32
4200,515.000901463682622,1.91368e-33,2.29711e-31
4400,539.905734193270486,1.35421e-33,3.63858e-31
4600,564.770815043828699,8.34401e-34,3.30909e-31
4800,589.537415707356709,2.77729e-34,3.73308e-31
5000,614.081652798193192,4.62329e-34,3.08345e-31
5200,638.005433259765633,3.27892e-34,2.15011e-31
5400,661.436105824577509,4.6617e-34,2.07667e-31
5600,685.745045747669799,3.31306e-34,4.06928e-31
5800,710.389529458414674,6.01039e-34,5.24356e-31
6000,735.190484234610319,3.09792e-34,5.27146e-31
6200,760.067714979412995,6.09211e-34,7.63988e-31
6400,784.975221831971366,8.64544e-35,8.88073e-31
6600,809.872135558768314,1.85032e-35,6.84392e-31
6800,834.713644243112054,6.52233e-34,5.4094e-31
7000,859.427425503250093,2.10573e-34,4.67766e-31
7200,883.8453460826607,3.57714e-34,2.9555e-31
7400,907.363422420542012,3.2865e-34,2.39461e-31
7600,931.159990944920843,9.39452e-36,2.61809e-31
7800,955.608904349789107,4.48081e-35,3.94993e-31
8000,980.31644279741355,5.8885e-34,4.23798e-31
8200,1005.14848676197661,1.3181e-33,3.65949e-31
8400,1030.03984665895746,1.47211e-33,3.72176e-31
8600,1054.948451406661,1.73505e-33,1.88776e-31
8800,1079.83281215329047,1.55164e-33,2.29086e-32
9000,1104.64367085055909,1.85569e-33,1.86177e-31
9200,1129.28919309059493,2.04555e-33,3.15147e-31
9400,1153.52825539462876,1.3916e-33,2.3465e-31
9600,1176.85183237261302,1.4413e-33,2.767e-31
9800,1200.94330227538564,1.60171e-33,4.99925e-31
10000,1225.49848205665725,1.5731e-33,7.98338e-31
10200,1250.25604764152163,1.66917e-33,9.70302e-31
10400,1275.11242846315484,1.50762e-33,1.30688e-30
10600,1300.0136507252595,1.61742e-33,1.88717e-30
10800,1324.91911228634486,1.78509e-33,1.89245e-30
11000,1349.78632610068012,1.44389e-33,1.45401e-30
11200,1374.55761034464382,1.50885e-33,1.61818e-30
11400,1399.11267542023135,9.65071e-34,1.31785e-30
11600,1423.07418480182068,1.21956e-33,8.55599e-31
11800,1446.4794405717447,1.1404e-33,8.05587e-31
12000,1470.77101224763993,6.36223e-34,1.57181e-30
12200,1495.40799177744933,1.04788e-33,2.02831e-30
12400,1520.20534569775684,7.58081e-34,2.04752e-30
12600,1545.08092103664938,1.37047e-33,2.94268e-30
12800,1569.98807031457963,2.59613e-34,3.46194e-30
13000,1594.88597581509055,1.01446e-33,2.84138e-30
13200,1619.73017844047225,9.15002e-34,2.42978e-30
13400,1644.4501052839507,1.43406e-33,2.38021e-30
13600,1668.88331319167429,1.47084e-33,1.67336e-30
13800,1692.43709434070849,1.0562e-33,1.37891e-30
14000,1716.19551091738258,1.30875e-33,1.60812e-30
14200,1740.63182337703549,1.52284e-33,2.59341e-30
14400,1765.33356369658016,9.9214e-34,3.08353e-30
14600,1790.16270139502957,1.69276e-33,3.14993e-30
14800,1815.05274245270848,7.52514e-34,4.673e-30
15000,1839.96140391116317,8.53015e-34,4.92719e-30
15200,1864.84730597943351,9.33309e-34,3.62851e-30
15400,1889.6617979656565,1.04686e-33,3.6218e-30
15600,1914.31532626619768,1.70062e-33,3.20937e-30
15800,1938.57622698009188,2.12623e-33,1.85969e-30
16000,1961.90745451023787,2.32507e-33,1.92781e-30
16200,1985.97377090375277,2.05354e-33,2.89773e-30
16400,2010.51910983086194,1.71986e-33,4.1243e-30
16600,2035.27191157609649,1.93735e-33,4.55313e-30
16800,2060.12601471185894,1.85011e-33,5.47278e-30
17000,2085.02644092286439,1.89844e-33,7.28799e-30
17200,2109.93247269731763,2.0836e-33,6.87513e-30
17400,2134.80170212647309,1.81533e-33,4.90807e-30
17600,2159.5775067908439,1.90366e-33,5.2963e-30
17800,2184.14315320927782,1.58386e-33,4.20357e-30
18000,2208.14063893555599,1.51417e-33,2.61415e-30
18200,2231.52357996235497,1.54678e-33,2.3831e-30
18400,2255.79723805981736,1.77347e-33,4.61011e-30
18600,2280.4266384830321,1.48715e-33,5.91275e-30
18800,2305.22034135112656,5.10366e-34,5.8686e-30
19000,2330.09417681268174,8.5068e-34,8.06227e-30
19200,2355.00087749596081,1.06817e-33,9.46422e-30
19400,2379.89972371852426,1.51535e-33,7.83876e-30
19600,2404.74660274380002,1.57509e-33,6.48591e-30
19800,2429.4725803361837,1.47862e-33,6.27259e-30
20000,2453.92048460438304,1.068e-33,4.35555e-30
