sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err,rel_phase_err
0,0,0.0,0.0,0.0,0.0,1.68371e-72,1.55498e-61,1.54868e-73
1,200,3.95828211366,24.858194026944821177,2.0383e-16,1.09525e-16,1.01522e-14,1.97635e-14,1.0112e-15
2,400,7.91346743304,49.69694004314132609,6.29202e-16,7.4573e-17,3.46811e-14,5.0218e-14,4.0969e-15
3,600,11.8477633722,74.404499788962803085,1.3807e-15,1.54053e-16,6.74361e-14,7.06127e-14,1.01295e-14
4,800,15.7334329519,98.806683757782424132,1.16244e-15,6.29653e-17,8.75588e-14,7.12652e-14,1.80927e-14
5,1000,19.4730327448,122.2915427354877052,3.69671e-16,2.24269e-16,7.9225e-14,6.14674e-14,2.17574e-14
6,1200,23.268144886,146.12502181872478623,1.86643e-16,2.4135e-16,1.13721e-13,9.41413e-14,2.35864e-14
7,1400,27.1632276077,170.58632075270303215,2.97478e-16,3.37862e-16,1.50527e-13,1.54287e-13,2.34382e-14
8,1600,31.0984200613,195.29951065038239344,3.15101e-16,4.75391e-16,1.68876e-13,2.32076e-13,2.08954e-14
9,1800,35.0529797207,220.13432749351632991,3.0465e-16,4.34629e-16,1.62739e-13,3.00004e-13,1.68689e-14
10,2000,39.0167411659,245.02693197439334951,2.95215e-16,4.51557e-16,1.5588e-13,3.49924e-13,1.45485e-14
11,2200,42.9830379114,269.93545825863168196,1.28032e-15,8.13448e-16,8.94033e-14,2.00954e-13,8.34883e-15
12,2400,46.945241384,294.81827860053950681,1.61413e-15,7.63546e-16,1.96854e-15,2.78568e-15,1.69006e-16
13,2600,50.8953944149,319.62542161351190935,1.28609e-15,7.33168e-16,6.84243e-14,9.0262e-14,8.65951e-15
14,2800,54.818484601,344.26260871390798604,1.14558e-15,7.27078e-16,9.8279e-14,9.49591e-14,1.61886e-14
15,3000,58.674513271,368.47864640407306223,1.13231e-15,6.37123e-16,9.12356e-14,7.19773e-14,2.1276e-14
16,3200,62.3877422873,391.79789569006553915,1.45711e-15,7.90887e-16,1.06698e-13,8.35499e-14,2.74198e-14
17,3400,66.2277629504,415.91340235909350761,1.15574e-15,1.03754e-15,1.90505e-13,1.65894e-13,3.58129e-14
18,3600,70.1392997883,440.47803390120592539,1.78786e-15,1.20643e-15,3.01376e-13,3.37555e-13,4.33477e-14
19,3800,74.0822967309,465.24023634978646348,5.15148e-16,9.14388e-16,4.40766e-13,6.66154e-13,5.12128e-14
20,4000,78.0406516473,490.09888758079837301,9.82749e-16,9.76653e-16,5.56868e-13,1.10907e-12,5.52731e-14
21,4200,82.0059113938,515.00090146368262167,6.60717e-16,7.65441e-16,6.3876e-13,1.46954e-12,5.8859e-14
22,4400,85.971619998,539.90573419327048576,2.51381e-16,6.55843e-16,6.54067e-13,1.39723e-12,6.25747e-14
