sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err,rel_phase_err
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,913125,100000.0,36525000.0,5.13034e-15,1.66565e-15,0.0,0.0,0.0
2,1826250,200000.0,73050000.0,7.25118e-15,2.03878e-15,0.0,0.0,0.0
3,2739375,300000.0,109575000.0,1.14457e-14,3.32695e-15,0.0,0.0,0.0
4,3652500,400000.0,146100000.0,1.23224e-14,3.38356e-15,0.0,0.0,0.0
5,4565625,500000.0,182625000.0,1.23821e-14,3.60118e-15,0.0,0.0,0.0
6,5478750,600000.0,219150000.0,1.43482e-14,4.21062e-15,0.0,0.0,0.0
7,6391875,700000.0,255675000.0,4.12702e-15,6.33363e-16,0.0,0.0,0.0
8,7305000,800000.0,292200000.0,1.72497e-15,9.67049e-17,0.0,0.0,0.0
9,8218125,900000.0,328725000.0,4.73886e-15,1.68162e-15,0.0,0.0,0.0
10,9131250,1000000.0,365250000.0,7.41719e-15,2.22778e-15,0.0,0.0,0.0
11,10044375,1100000.0,401775000.0,7.7067e-15,2.61534e-15,0.0,0.0,0.0
12,10957500,1200000.0,438300000.0,4.61321e-15,1.51129e-15,0.0,0.0,0.0
13,11870625,1300000.0,474825000.0,2.19132e-17,9.57959e-17,0.0,0.0,0.0
14,12783750,1400000.0,511350000.0,1.85339e-15,3.04005e-16,0.0,0.0,0.0
15,13696875,1500000.0,547875000.0,3.05978e-16,3.17848e-16,0.0,0.0,0.0
16,14610000,1600000.0,584400000.0,1.9463e-15,7.94285e-16,0.0,0.0,0.0
17,15523125,1700000.0,620925000.0,5.0481e-15,1.88533e-15,0.0,0.0,0.0
18,16436250,1800000.0,657450000.0,1.13336e-15,5.42086e-16,0.0,0.0,0.0
19,17349375,1900000.0,693975000.0,3.13497e-15,1.48239e-15,0.0,0.0,0.0
20,18262500,2000000.0,730500000.0,5.95463e-16,2.48716e-16,0.0,0.0,0.0
21,19175625,2100000.0,767025000.0,8.68443e-15,3.10932e-15,0.0,0.0,0.0
22,20088750,2200000.0,803550000.0,1.01628e-14,3.98897e-15,0.0,0.0,0.0
23,21001875,2300000.0,840075000.0,1.69517e-14,6.61421e-15,0.0,0.0,0.0
24,21915000,2400000.0,876600000.0,1.60728e-14,6.12193e-15,0.0,0.0,0.0
25,22828125,2500000.0,913125000.0,2.00632e-14,7.43855e-15,0.0,0.0,0.0
26,23741250,2600000.0,949650000.0,2.24157e-14,8.37923e-15,0.0,0.0,0.0
27,24654375,2700000.0,986175000.0,2.66589e-14,1.01166e-14,0.0,0.0,0.0
28,25567500,2800000.0,1022700000.0,2.78647e-14,1.09979e-14,0.0,0.0,0.0
29,26480625,2900000.0,1059225000.0,1.78253e-14,7.15175e-15,0.0,0.0,0.0
30,27393750,3000000.0,1095750000.0,1.9747e-14,7.91735e-15,0.0,0.0,0.0
31,28306875,3100000.0,1132275000.0,1.26318e-14,4.9618e-15,0.0,0.0,0.0
32,29220000,3200000.0,1168800000.0,1.08171e-14,4.92628e-15,0.0,0.0,0.0
33,30133125,3300000.0,1205325000.0,7.22696e-15,3.78815e-15,0.0,0.0,0.0
34,31046250,3400000.0,1241850000.0,6.00187e-15,3.14356e-15,0.0,0.0,0.0
35,31959375,3500000.0,1278375000.0,9.01586e-15,4.39471e-15,0.0,0.0,0.0
36,32872500,3600000.0,1314900000.0,9.97253e-15,4.6497e-15,0.0,0.0,0.0
37,33785625,3700000.0,1351425000.0,1.78228e-16,9.2393e-16,0.0,0.0,0.0
38,34698750,3800000.0,1387950000.0,2.17872e-15,7.6228e-17,0.0,0.0,0.0
39,35611875,3900000.0,1424475000.0,2.61734e-15,1.58953e-15,0.0,0.0,0.0
40,36525000,4000000.0,1461000000.0,4.15872e-15,1.92762e-15,0.0,0.0,0.0
41,37438125,4100000.0,1497525000.0,1.98067e-14,7.80871e-15,0.0,0.0,0.0
42,38351250,4200000.0,1534050000.0,1.91339e-14,7.14288e-15,0.0,0.0,0.0
43,39264375,4300000.0,1570575000.0,1.03545e-14,3.79702e-15,0.0,0.0,0.0
44,40177500,4400000.0,1607100000.0,1.22931e-14,4.75344e-15,0.0,0.0,0.0
45,41090625,4500000.0,1643625000.0,8.67364e-15,3.55655e-15,0.0,0.0,0.0
46,42003750,4600000.0,1680150000.0,1.24992e-14,4.80336e-15,0.0,0.0,0.0
47,42916875,4700000.0,1716675000.0,2.02354e-14,7.8191e-15,0.0,0.0,0.0
48,43830000,4800000.0,1753200000.0,1.99618e-14,7.9199e-15,0.0,0.0,0.0
49,44743125,4900000.0,1789725000.0,3.05715e-14,1.11996e-14,0.0,0.0,0.0
50,45656250,5000000.0,1826250000.0,2.39614e-14,8.96826e-15,0.0,0.0,0.0
51,46569375,5100000.0,1862775000.0,2.54132e-14,9.76852e-15,0.0,0.0,0.0
52,47482500,5200000.0,1899300000.0,2.0826e-14,7.96051e-15,0.0,0.0,0.0
53,48395625,5300000.0,1935825000.0,2.35776e-14,8.82521e-15,0.0,0.0,0.0
54,49308750,5400000.0,1972350000.0,2.68812e-14,1.03072e-14,0.0,0.0,0.0
55,50221875,5500000.0,2008875000.0,2.78296e-14,1.09332e-14,0.0,0.0,0.0
56,51135000,5600000.0,2045400000.0,2.67966e-14,1.0568e-14,0.0,0.0,0.0
57,52048125,5700000.0,2081925000.0,2.88909e-14,1.14581e-14,0.0,0.0,0.0
58,52961250,5800000.0,2118450000.0,1.52497e-14,7.2722e-15,0.0,0.0,0.0
59,53874375,5900000.0,2154975000.0,7.76167e-15,4.56671e-15,0.0,0.0,0.0
60,54787500,6000000.0,2191500000.0,5.4773e-16,2.15632e-15,0.0,0.0,0.0
61,55700625,6100000.0,2228025000.0,1.2727e-14,6.13502e-15,0.0,0.0,0.0
62,56613750,6200000.0,2264550000.0,1.08725e-14,5.62346e-15,0.0,0.0,0.0
63,57526875,6300000.0,2301075000.0,1.07846e-14,5.23875e-15,0.0,0.0,0.0
64,58440000,6400000.0,2337600000.0,3.12581e-16,1.54517e-15,0.0,0.0,0.0
65,59353125,6500000.0,2374125000.0,3.88565e-15,2.71997e-15,0.0,0.0,0.0
66,60266250,6600000.0,2410650000.0,4.16766e-15,5.27309e-16,0.0,0.0,0.0
67,61179375,6700000.0,2447175000.0,8.32332e-15,2.47495e-15,0.0,0.0,0.0
68,62092500,6800000.0,2483700000.0,1.28358e-14,4.16063e-15,0.0,0.0,0.0
69,63005625,6900000.0,2520225000.0,1.71053e-14,6.0705e-15,0.0,0.0,0.0
70,63918750,7000000.0,2556750000.0,1.16056e-14,3.96224e-15,0.0,0.0,0.0
71,64831875,7100000.0,2593275000.0,1.06956e-14,3.86819e-15,0.0,0.0,0.0
72,65745000,7200000.0,2629800000.0,1.52372e-14,5.68734e-15,0.0,0.0,0.0
73,66658125,7300000.0,2666325000.0,7.12829e-15,2.74133e-15,0.0,0.0,0.0
74,67571250,7400000.0,2702850000.0,1.37403e-14,5.39332e-15,0.0,0.0,0.0
75,68484375,7500000.0,2739375000.0,2.3701e-14,9.15999e-15,0.0,0.0,0.0
76,69397500,7600000.0,2775900000.0,2.16943e-14,8.69575e-15,0.0,0.0,0.0
77,70310625,7700000.0,2812425000.0,2.9389e-14,1.12883e-14,0.0,0.0,0.0
78,71223750,7800000.0,2848950000.0,3.47382e-14,1.34579e-14,0.0,0.0,0.0
79,72136875,7900000.0,2885475000.0,4.51124e-14,1.68667e-14,0.0,0.0,0.0
80,73050000,8000000.0,2922000000.0,4.46386e-14,1.6808e-14,0.0,0.0,0.0
81,73963125,8100000.0,2958525000.0,3.27357e-14,1.2704e-14,0.0,0.0,0.0
82,74876250,8200000.0,2995050000.0,3.71967e-14,1.43437e-14,0.0,0.0,0.0
83,75789375,8300000.0,3031575000.0,4.59512e-14,1.7328e-14,0.0,0.0,0.0
84,76702500,8400000.0,3068100000.0,4.76127e-14,1.79868e-14,0.0,0.0,0.0
85,77615625,8500000.0,3104625000.0,4.50335e-14,1.67138e-14,0.0,0.0,0.0
86,78528750,8600000.0,3141150000.0,4.35031e-14,1.53708e-14,0.0,0.0,0.0
87,79441875,8700000.0,3177675000.0,5.09071e-14,1.77585e-14,0.0,0.0,0.0
88,80355000,8800000.0,3214200000.0,4.51637e-14,1.56011e-14,0.0,0.0,0.0
89,81268125,8900000.0,3250725000.0,3.64321e-14,1.24725e-14,0.0,0.0,0.0
90,82181250,9000000.0,3287250000.0,4.04895e-14,1.39752e-14,0.0,0.0,0.0
91,83094375,9100000.0,3323775000.0,4.24762e-14,1.42544e-14,0.0,0.0,0.0
92,84007500,9200000.0,3360300000.0,4.79765e-14,1.62665e-14,0.0,0.0,0.0
93,84920625,9300000.0,3396825000.0,4.2928e-14,1.44584e-14,0.0,0.0,0.0
94,85833750,9400000.0,3433350000.0,4.75934e-14,1.6206e-14,0.0,0.0,0.0
95,86746875,9500000.0,3469875000.0,4.66588e-14,1.60773e-14,0.0,0.0,0.0
96,87660000,9600000.0,3506400000.0,3.10244e-14,1.06891e-14,0.0,0.0,0.0
97,88573125,9700000.0,3542925000.0,3.8828e-14,1.35201e-14,0.0,0.0,0.0
98,89486250,9800000.0,3579450000.0,3.42059e-14,1.16825e-14,0.0,0.0,0.0
99,90399375,9900000.0,3615975000.0,2.84068e-14,9.41492e-15,0.0,0.0,0.0
100,91312500,10000000.0,3652500000.0,2.93464e-14,9.49875e-15,0.0,0.0,0.0
