sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err,rel_phase_err
0,0,0.0,0.0,0.0,0.0,1.68371e-72,1.55498e-61,1.54868e-73
1,100480,999.992664264,6280.0,8.35637e-15,4.11912e-15,5.7145e-11,1.31218e-10,5.27042e-12
2,200960,1999.98532853,12560.0,7.20396e-15,4.99963e-15,1.98746e-10,4.48912e-10,1.84837e-11
3,301440,2999.97799279,18840.0,2.69094e-15,3.16298e-15,2.58042e-10,5.67707e-10,2.43189e-11
4,401920,3999.97065706,25120.0,1.68639e-15,4.20491e-15,2.93871e-10,6.24598e-10,2.81863e-11
5,502400,4999.96332132,31400.0,3.37516e-15,3.33574e-15,2.44488e-10,4.98812e-10,2.39485e-11
6,602880,5999.95598559,37680.0,5.66924e-15,2.47017e-15,1.87865e-10,3.66244e-10,1.88439e-11
7,703360,6999.94864985,43960.0,8.35442e-15,2.15309e-16,9.94941e-11,1.8471e-10,1.02343e-11
8,803840,7999.94131411,50240.0,6.76038e-15,5.27284e-16,2.85664e-11,5.0217e-11,3.00481e-12
9,904320,8999.93397838,56520.0,8.40342e-15,1.40152e-15,8.24401e-11,1.39232e-10,9.00615e-12
10,1004800,9999.92664264,62800.0,7.47607e-15,3.82147e-15,1.86114e-10,2.98886e-10,2.08994e-11
11,1105280,10999.9193069,69080.0,1.039e-14,2.8349e-15,3.06088e-10,4.68387e-10,3.53671e-11
12,1205760,11999.9119712,75360.0,8.05936e-15,3.53071e-15,4.28098e-10,6.25409e-10,5.0907e-11
13,1306240,12999.9046354,81640.0,1.33232e-14,2.02907e-15,5.40624e-10,7.5553e-10,6.61536e-11
14,1406720,13999.8972997,87920.0,2.0345e-14,1.57249e-15,7.2553e-10,9.71929e-10,9.13187e-11
15,1507200,14999.889964,94200.0,1.96905e-14,1.19077e-15,9.22e-10,1.18655e-9,1.19317e-10
16,1607680,15999.8826282,100480.0,1.99263e-14,9.2933e-16,1.11725e-9,1.38431e-9,1.48585e-10
17,1708160,16999.8752925,106760.0,1.46089e-14,1.94042e-15,1.27316e-9,1.52214e-9,1.73918e-10
18,1808640,17999.8679568,113040.0,1.6664e-14,3.82227e-15,1.40643e-9,1.62588e-9,1.9723e-10
