sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err,rel_phase_err
0,0,0.0,0.0,0.0,0.0,1.68371e-72,1.55498e-61,1.54868e-73
1,1004807,9999.99630774,62800.4375,8.17429e-15,3.6757e-15,2.26864e-10,5.23574e-10,2.08976e-11
2,2009614,19999.9926155,125600.875,3.20556e-14,6.92905e-15,2.95137e-9,6.77878e-9,2.7231e-10
3,3014421,29999.9889232,188401.3125,3.19602e-15,2.07295e-15,4.34701e-9,9.91514e-9,4.02532e-10
4,4019228,39999.9852309,251201.75,2.44767e-15,4.1336e-15,3.77339e-9,8.52523e-9,3.51176e-10
5,5024035,49999.9815387,314002.1875,1.01573e-14,3.78424e-16,5.2714e-9,1.17657e-8,4.93607e-10
6,6028842,59999.9778464,376802.625,1.16798e-14,4.23596e-15,6.37912e-9,1.40359e-8,6.01809e-10
7,7033649,69999.9741542,439603.0625,2.266e-15,2.31097e-15,6.67009e-9,1.44405e-8,6.34785e-10
8,8038456,79999.9704619,502403.5,2.47337e-14,1.06405e-14,9.49394e-9,2.01806e-8,9.12079e-10
9,9043263,89999.9667696,565203.9375,3.16103e-14,1.05963e-14,1.3182e-8,2.74668e-8,1.2795e-9
10,10048070,99999.9630774,628004.375,2.44398e-14,9.49934e-15,1.91508e-8,3.90603e-8,1.87946e-9
11,11052877,109999.959385,690804.8125,3.17735e-14,9.5062e-15,2.45871e-8,4.90366e-8,2.44157e-9
12,12057684,119999.955693,753605.25,5.35334e-14,1.16608e-14,3.05702e-8,5.95646e-8,3.07352e-9
13,13062491,129999.952001,816405.6875,5.1757e-14,1.04023e-14,3.87589e-8,7.3727e-8,3.94725e-9
14,14067298,139999.948308,879206.125,5.19752e-14,8.20735e-15,4.57927e-8,8.49983e-8,4.72608e-9
15,15072105,149999.944616,942006.5625,4.44696e-14,1.0089e-14,5.3198e-8,9.63217e-8,5.56586e-9
16,16076912,159999.940924,1004807.0,5.63671e-14,1.32698e-14,5.99315e-8,1.05834e-7,6.35846e-9
17,17081719,169999.937232,1067607.4375,4.27583e-14,1.12547e-14,6.62259e-8,1.14057e-7,7.12657e-9
18,18086526,179999.933539,1130407.875,4.22888e-14,1.18247e-14,7.11213e-8,1.19468e-7,7.76399e-9
19,19091333,189999.929847,1193208.3125,3.37242e-14,1.00802e-14,7.56726e-8,1.24e-7,8.38119e-9
20,20096140,199999.926155,1256008.75,2.72538e-14,8.54192e-15,7.81281e-8,1.24919e-7,8.7799e-9
