sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err,rel_phase_err
0,0,0.0,0.0,0.0,0.0,1.68371e-72,1.55498e-61,1.54868e-73
1,100000,995.215629244,6250.0,2.45215e-15,1.34147e-15,1.1244e-11,1.00245e-11,2.04424e-12
2,200000,1990.43125849,12500.0,9.95734e-16,2.90572e-15,2.16612e-11,1.66728e-11,5.811e-12
3,300000,2985.64688773,18750.0,4.16201e-15,3.70962e-15,3.95923e-11,3.08029e-11,9.67955e-12
4,400000,3980.86251698,25000.0,2.54975e-15,3.36556e-15,8.60399e-11,9.70957e-11,1.2293e-11
5,500000,4976.07814622,31250.0,1.45137e-14,2.16227e-15,2.21353e-10,3.44058e-10,2.52985e-11
6,600000,5971.29377546,37500.0,1.30018e-14,2.20736e-15,2.20037e-10,1.76718e-10,4.82785e-11
7,700000,6966.50940471,43750.0,4.6507e-15,2.49131e-15,2.31414e-10,1.78095e-10,6.38038e-11
8,800000,7961.72503395,50000.0,9.20632e-15,1.67014e-15,3.62949e-10,2.9634e-10,7.6437e-11
9,900000,8956.94066319,56250.0,1.30623e-14,9.07535e-16,8.53261e-10,1.50335e-9,9.05711e-11
10,1000000,9952.15629244,62500.0,1.18462e-14,1.30853e-15,7.11661e-10,7.46486e-10,1.0838e-10
11,1100000,10947.3719217,68750.0,9.16873e-15,2.46791e-16,5.07806e-10,3.93562e-10,1.27757e-10
12,1200000,11942.5875509,75000.0,1.15511e-14,2.13343e-15,5.51867e-10,4.25262e-10,1.45655e-10
13,1300000,12937.8031802,81250.0,4.60724e-15,2.06013e-16,9.00549e-10,8.36565e-10,1.55287e-10
14,1400000,13933.0188094,87500.0,1.22545e-14,2.38728e-16,1.79378e-9,3.99736e-9,1.68023e-10
15,1500000,14928.2344387,93750.0,5.12221e-15,2.84026e-16,9.45031e-10,8.14472e-10,1.80724e-10
16,1600000,15923.4500679,100000.0,5.67618e-15,2.69739e-16,6.98509e-10,5.37757e-10,1.8995e-10
17,1700000,16918.6656971,106250.0,1.07425e-15,2.7434e-16,8.20786e-10,6.42864e-10,1.94461e-10
18,1800000,17913.8813264,112500.0,4.65741e-15,4.49906e-17,1.48316e-9,1.82398e-9,1.97998e-10
19,1900000,18909.0969556,118750.0,5.71803e-17,8.21669e-16,1.65116e-9,2.28553e-9,2.03245e-10
20,2000000,19904.3125849,125000.0,2.27332e-15,2.28256e-15,8.7528e-10,6.94204e-10,1.99557e-10
21,2100000,20899.5282141,131250.0,1.48389e-15,1.23628e-15,7.08493e-10,5.45085e-10,1.9447e-10
22,2200000,21894.7438434,137500.0,2.06833e-15,1.55454e-15,9.68185e-10,8.07057e-10,1.9505e-10
23,2300000,22889.9594726,143750.0,1.83878e-15,2.75292e-16,1.99008e-9,3.96754e-9,1.97384e-10
24,2400000,23885.1751019,150000.0,9.7127e-16,1.71403e-15,1.22876e-9,1.21258e-9,1.9886e-10
25,2500000,24880.3907311,156250.0,1.46084e-15,1.72298e-15,7.69061e-10,5.94498e-10,1.98387e-10
26,2600000,25875.6063603,162500.0,7.1981e-15,1.36978e-15,7.97913e-10,6.1536e-10,2.06143e-10
27,2700000,26870.8219896,168750.0,6.71487e-15,1.40761e-15,1.33327e-9,1.30124e-9,2.17188e-10
28,2800000,27866.0376188,175000.0,1.34419e-14,2.23949e-15,2.38423e-9,4.84165e-9,2.34443e-10
29,2900000,28861.2532481,181250.0,1.50009e-14,1.99687e-15,1.27191e-9,1.06699e-9,2.55103e-10
30,3000000,29856.4688773,187500.0,1.61524e-14,2.56101e-15,1.00746e-9,7.75516e-10,2.76404e-10
