sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err,rel_phase_err
0,0,0.0,0.0,0.0,0.0,1.68371e-72,1.55498e-61,1.54868e-73
1,100000,995.215629244,6250.0,9.4949e-16,6.85207e-16,3.72256e-12,3.31992e-12,6.77607e-13
2,200000,1990.43125849,12500.0,3.02664e-16,1.72306e-15,2.54029e-13,1.76686e-13,6.17064e-14
3,300000,2985.64688773,18750.0,1.79871e-15,7.07026e-16,1.07754e-11,8.40895e-12,2.64217e-12
4,400000,3980.86251698,25000.0,7.35946e-15,1.90643e-17,5.05272e-12,5.70957e-12,7.23597e-13
5,500000,4976.07814622,31250.0,1.01135e-14,7.04689e-16,1.1222e-10,1.74445e-10,1.28265e-11
6,600000,5971.29377546,37500.0,4.43854e-15,8.80972e-16,7.83954e-11,6.29231e-11,1.71923e-11
7,700000,6966.50940471,43750.0,1.36573e-15,1.6539e-15,6.47415e-11,4.97743e-11,1.78376e-11
8,800000,7961.72503395,50000.0,1.38493e-15,1.01497e-15,8.18144e-11,6.68071e-11,1.72336e-11
9,900000,8956.94066319,56250.0,6.82519e-15,1.93268e-15,1.24802e-10,2.20076e-10,1.32577e-11
10,1000000,9952.15629244,62500.0,7.93989e-16,8.31047e-17,2.78769e-11,2.91739e-11,4.23569e-12
11,1100000,10947.3719217,68750.0,1.19981e-15,2.84321e-16,2.34353e-11,1.80696e-11,5.87109e-12
12,1200000,11942.5875509,75000.0,3.61967e-15,1.68219e-15,2.405e-11,1.85401e-11,6.35622e-12
13,1300000,12937.8031802,81250.0,4.03604e-17,1.08958e-15,3.16875e-11,2.95978e-11,5.49491e-12
14,1400000,13933.0188094,87500.0,1.74931e-15,8.06081e-16,5.21206e-11,1.15988e-10,4.87443e-12
15,1500000,14928.2344387,93750.0,7.8822e-15,1.75746e-15,2.60651e-11,2.26349e-11,5.02013e-12
16,1600000,15923.4500679,100000.0,8.80879e-15,3.12633e-15,5.29279e-11,4.07534e-11,1.43868e-11
17,1700000,16918.6656971,106250.0,1.44306e-14,3.88274e-15,1.24367e-10,9.72451e-11,2.94133e-11
18,1800000,17913.8813264,112500.0,1.5331e-14,5.22739e-15,3.70904e-10,4.55973e-10,4.94984e-11
19,1900000,18909.0969556,118750.0,1.92104e-14,6.92127e-15,6.1301e-10,8.48721e-10,7.54739e-11
20,2000000,19904.3125849,125000.0,2.204e-14,6.35384e-15,4.73226e-10,3.75237e-10,1.07862e-10
21,2100000,20899.5282141,131250.0,2.70696e-14,6.82462e-15,5.23941e-10,4.03026e-10,1.43788e-10
22,2200000,21894.7438434,137500.0,2.37077e-14,7.92827e-15,8.91852e-10,7.43798e-10,1.79764e-10
23,2300000,22889.9594726,143750.0,3.25196e-14,1.02531e-14,2.2458e-9,4.47853e-9,2.22806e-10
24,2400000,23885.1751019,150000.0,3.47879e-14,1.14857e-14,1.6852e-9,1.66173e-9,2.72516e-10
25,2500000,24880.3907311,156250.0,3.7106e-14,1.36122e-14,1.2597e-9,9.72974e-10,3.24692e-10
26,2600000,25875.6063603,162500.0,3.54851e-14,1.29794e-14,1.47025e-9,1.13466e-9,3.80114e-10
27,2700000,26870.8219896,168750.0,4.03333e-14,1.45272e-14,2.67517e-9,2.61363e-9,4.36236e-10
28,2800000,27866.0376188,175000.0,4.71178e-14,1.46311e-14,5.0968e-9,1.0347e-8,5.01023e-10
29,2900000,28861.2532481,181250.0,5.48744e-14,1.70014e-14,2.89351e-9,2.42439e-9,5.79645e-10
30,3000000,29856.4688773,187500.0,5.98286e-14,1.83072e-14,2.41943e-9,1.86183e-9,6.63596e-10
31,3100000,30851.6845066,193750.0,6.06646e-14,1.71858e-14,3.26535e-9,2.58264e-9,7.47867e-10
32,3200000,31846.9001358,200000.0,5.78751e-14,1.84511e-14,6.73442e-9,9.16116e-9,8.37844e-10
33,3300000,32842.115765,206250.0,5.14412e-14,1.69833e-14,6.93981e-9,8.66544e-9,9.17109e-10
34,3400000,33837.3313943,212500.0,4.28351e-14,1.62802e-14,4.18649e-9,3.28559e-9,9.87563e-10
35,3500000,34832.5470235,218750.0,3.53837e-14,1.5613e-14,3.85107e-9,2.96383e-9,1.04868e-9
36,3600000,35827.7626528,225000.0,4.13775e-14,1.72231e-14,5.74155e-9,4.92163e-9,1.1054e-9
37,3700000,36822.978282,231250.0,4.21257e-14,1.68304e-14,1.24173e-8,2.73568e-8,1.16976e-9
38,3800000,37818.1939113,237500.0,4.54146e-14,1.64573e-14,7.21452e-9,6.75398e-9,1.23426e-9
39,3900000,38813.4095405,243750.0,4.95603e-14,1.93406e-14,4.96046e-9,3.82437e-9,1.30578e-9
40,4000000,39808.6251698,250000.0,5.11748e-14,1.80582e-14,5.46799e-9,4.23338e-9,1.3806e-9
41,4100000,40803.840799,256250.0,5.54544e-14,1.88435e-14,9.48496e-9,9.84304e-9,1.45767e-9
42,4200000,41799.0564282,262500.0,6.51175e-14,2.05914e-14,1.47738e-8,2.65527e-8,1.55126e-9
43,4300000,42794.2720575,268750.0,6.86272e-14,2.20662e-14,7.9037e-9,6.47559e-9,1.65435e-9
44,4400000,43789.4876867,275000.0,6.52652e-14,2.0735e-14,6.36513e-9,4.89871e-9,1.75441e-9
45,4500000,44784.703316,281250.0,5.7905e-14,1.96445e-14,8.3679e-9,6.70303e-9,1.84668e-9
46,4600000,45779.9189452,287500.0,5.24854e-14,1.82441e-14,1.67349e-8,2.55222e-8,1.93435e-9
47,4700000,46775.1345745,293750.0,5.22964e-14,1.84312e-14,1.42468e-8,1.6281e-8,2.01496e-9
48,4800000,47770.3502037,300000.0,5.11751e-14,1.77301e-14,8.58464e-9,6.68937e-9,2.09025e-9
49,4900000,48765.5658329,306250.0,5.24587e-14,1.78833e-14,8.05858e-9,6.20483e-9,2.16802e-9
50,5000000,49760.7814622,312500.0,5.31546e-14,1.63284e-14,1.22684e-8,1.08721e-8,2.24856e-9
51,5100000,50755.9970914,318750.0,5.72381e-14,1.72763e-14,2.53431e-8,5.84792e-8,2.33225e-9
52,5200000,51751.2127207,325000.0,5.26822e-14,1.63391e-14,1.33795e-8,1.1999e-8,2.4142e-9
53,5300000,52746.4283499,331250.0,5.11051e-14,1.5901e-14,9.31706e-9,7.17621e-9,2.4955e-9
54,5400000,53741.6439792,337500.0,5.05896e-14,1.52615e-14,1.04515e-8,8.12832e-9,2.56774e-9
55,5500000,54736.8596084,343750.0,4.46253e-14,1.35319e-14,1.83189e-8,2.04208e-8,2.64337e-9
