sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err,rel_phase_err
0,0,0.0,0.0,0.0,0.0,3.88938e-62,1.55498e-61,1.54868e-73
1,100000,995.215629244,6250.0,4.42595e-15,7.19944e-16,4.80863e-11,4.2869e-11,8.74518e-12
2,200000,1990.43125849,12500.0,1.69038e-15,1.84103e-15,4.73918e-11,3.64941e-11,1.27183e-11
3,300000,2985.64688773,18750.0,1.64084e-15,2.50059e-15,7.34383e-11,5.71557e-11,1.79584e-11
4,400000,3980.86251697,25000.0,6.5786e-15,8.12565e-16,1.84289e-10,2.07961e-10,2.63283e-11
5,500000,4976.07814622,31250.0,7.71684e-15,5.42688e-16,3.11221e-10,4.83696e-10,3.55668e-11
6,600000,5971.29377546,37500.0,8.76252e-15,1.39386e-15,2.13031e-10,1.71097e-10,4.67439e-11
7,700000,6966.50940471,43750.0,1.3346e-14,5.64119e-16,2.26031e-10,1.73988e-10,6.23324e-11
8,800000,7961.72503395,50000.0,1.3929e-14,1.75774e-15,4.03197e-10,3.29294e-10,8.49361e-11
9,900000,8956.94066319,56250.0,1.18954e-14,6.56592e-16,9.76481e-10,1.72047e-9,1.03651e-10
10,1000000,9952.15629244,62500.0,1.05807e-14,1.55842e-15,7.87954e-10,8.263e-10,1.19969e-10
11,1100000,10947.3719217,68750.0,1.08623e-14,1.56181e-15,5.47055e-10,4.24061e-10,1.37655e-10
12,1200000,11942.5875509,75000.0,1.98501e-14,3.32967e-15,6.20329e-10,4.78345e-10,1.63833e-10
13,1300000,12937.8031802,81250.0,2.25063e-14,1.78758e-15,1.13381e-9,1.05362e-9,1.9558e-10
14,1400000,13933.0188094,87500.0,2.46493e-14,3.06851e-15,2.462e-9,5.48496e-9,2.30552e-10
15,1500000,14928.2344387,93750.0,2.28738e-14,3.49355e-15,1.39475e-9,1.20174e-9,2.66653e-10
16,1600000,15923.4500679,100000.0,1.68286e-14,3.08039e-15,1.0736e-9,8.26966e-10,2.92113e-10
17,1700000,16918.6656971,106250.0,2.06934e-14,3.24876e-15,1.34695e-9,1.05597e-9,3.1943e-10
18,1800000,17913.8813264,112500.0,1.45599e-14,2.99271e-15,2.60393e-9,3.20325e-9,3.47722e-10
19,1900000,18909.0969556,118750.0,6.492e-15,5.81812e-16,2.94209e-9,4.07018e-9,3.61947e-10
20,2000000,19904.3125849,125000.0,3.52224e-15,1.1332e-15,1.6316e-9,1.29371e-9,3.71899e-10
21,2100000,20899.5282141,131250.0,5.87874e-16,6.28419e-16,1.37211e-9,1.05674e-9,3.77028e-10
22,2200000,21894.7438434,137500.0,6.22564e-15,5.18421e-16,1.86416e-9,1.55581e-9,3.7601e-10
23,2300000,22889.9594726,143750.0,7.71119e-15,9.34189e-16,3.68628e-9,7.34902e-9,3.65611e-10
24,2400000,23885.1751018,150000.0,4.89486e-16,1.9694e-16,2.23451e-9,2.20307e-9,3.61298e-10
25,2500000,24880.3907311,156250.0,1.87263e-15,1.20657e-16,1.37241e-9,1.06096e-9,3.5406e-10
26,2600000,25875.6063603,162500.0,1.21287e-14,2.99052e-15,1.3227e-9,1.02184e-9,3.42314e-10
27,2700000,26870.8219896,168750.0,1.4584e-14,3.96759e-15,1.97919e-9,1.93367e-9,3.22742e-10
28,2800000,27866.0376188,175000.0,2.06459e-14,4.34081e-15,2.97711e-9,6.04151e-9,2.92543e-10
29,2900000,28861.2532481,181250.0,1.48044e-14,3.49736e-15,1.32153e-9,1.10798e-9,2.64911e-10
30,3000000,29856.4688773,187500.0,1.64963e-14,5.22883e-15,8.86059e-10,6.82984e-10,2.43428e-10
31,3100000,30851.6845066,193750.0,1.78597e-14,5.37907e-15,9.68525e-10,7.66454e-10,2.21938e-10
32,3200000,31846.9001358,200000.0,1.87919e-14,4.98578e-15,1.53849e-9,2.09124e-9,1.91256e-10
33,3300000,32842.115765,206250.0,1.78328e-14,4.83339e-15,1.21653e-9,1.51925e-9,1.60792e-10
34,3400000,33837.3313943,212500.0,1.55478e-14,4.53128e-15,5.79657e-10,4.562e-10,1.37122e-10
35,3500000,34832.5470235,218750.0,2.43733e-14,6.48254e-15,3.95249e-10,3.05248e-10,1.07998e-10
36,3600000,35827.7626528,225000.0,2.15718e-14,4.88743e-15,3.68913e-10,3.15963e-10,7.09606e-11
37,3700000,36822.978282,231250.0,2.42601e-14,4.30297e-15,3.69535e-10,8.09924e-10,3.46326e-11
38,3800000,37818.1939113,237500.0,1.98213e-14,4.18157e-15,3.0738e-11,2.98986e-11,5.46583e-12
39,3900000,38813.4095405,243750.0,1.8147e-14,3.71782e-15,8.99525e-11,6.77152e-11,2.31264e-11
40,4000000,39808.6251697,250000.0,1.45822e-14,5.76314e-15,1.77962e-10,1.3704e-10,4.46998e-11
41,4100000,40803.840799,256250.0,2.20997e-14,6.68928e-15,4.72855e-10,4.92003e-10,7.28627e-11
42,4200000,41799.0564282,262500.0,2.70955e-14,8.04789e-15,1.05865e-9,1.90391e-9,1.11229e-10
43,4300000,42794.2720575,268750.0,1.67326e-14,6.09357e-15,6.96905e-10,5.69313e-10,1.45447e-10
44,4400000,43789.4876867,275000.0,1.67925e-14,6.29729e-15,6.21004e-10,4.76264e-10,1.70577e-10
45,4500000,44784.703316,281250.0,1.09216e-14,5.55336e-15,8.67257e-10,6.9452e-10,1.91343e-10
46,4600000,45779.9189452,287500.0,7.18772e-15,5.679e-15,1.76182e-9,2.69038e-9,2.03905e-10
47,4700000,46775.1345745,293750.0,5.49423e-15,5.94056e-15,1.54544e-9,1.76527e-9,2.18473e-10
48,4800000,47770.3502037,300000.0,4.48921e-15,6.3456e-15,9.44317e-10,7.33825e-10,2.29307e-10
49,4900000,48765.5658329,306250.0,4.21687e-15,7.14491e-15,8.8021e-10,6.76236e-10,2.36289e-10
50,5000000,49760.7814622,312500.0,8.61936e-15,8.52833e-15,1.32313e-9,1.17301e-9,2.426e-10
51,5100000,50755.9970914,318750.0,6.55441e-15,8.28243e-15,2.7678e-9,6.39265e-9,2.54949e-10
52,5200000,51751.2127207,325000.0,9.12559e-15,8.29991e-15,1.47018e-9,1.31698e-9,2.64979e-10
53,5300000,52746.4283499,331250.0,1.68124e-14,1.05437e-14,1.07167e-9,8.23222e-10,2.86281e-10
54,5400000,53741.6439792,337500.0,1.56602e-14,1.00508e-14,1.27569e-9,9.91046e-10,3.1308e-10
55,5500000,54736.8596084,343750.0,1.86966e-14,1.15701e-14,2.34643e-9,2.61738e-9,3.38807e-10
56,5600000,55732.0752376,350000.0,8.13846e-15,9.24772e-15,3.15613e-9,5.00035e-9,3.5664e-10
57,5700000,56727.2908669,356250.0,2.2757e-15,7.98989e-15,1.66412e-9,1.3376e-9,3.62398e-10
58,5800000,57722.5064961,362500.0,3.60821e-15,7.34215e-15,1.33368e-9,1.02434e-9,3.671e-10
59,5900000,58717.7221254,368750.0,4.54351e-15,8.17613e-15,1.73771e-9,1.41458e-9,3.68303e-10
60,6000000,59712.9377546,375000.0,4.66612e-15,7.82636e-15,3.50365e-9,6.05799e-9,3.76415e-10
61,6100000,60708.1533839,381250.0,7.01931e-16,7.68857e-15,2.50518e-9,2.65419e-9,3.77672e-10
62,6200000,61703.3690131,387500.0,3.94922e-15,9.31713e-15,1.51019e-9,1.16849e-9,3.77548e-10
63,6300000,62698.5846424,393750.0,2.47068e-15,8.5986e-15,1.44687e-9,1.11312e-9,3.82409e-10
64,6400000,63693.8002716,400000.0,4.90516e-15,6.70211e-15,2.18802e-9,2.01969e-9,3.80698e-10
65,6500000,64689.0159008,406250.0,3.35667e-15,9.05517e-15,4.01389e-9,9.04004e-9,3.74332e-10
66,6600000,65684.2315301,412500.0,7.4073e-15,8.49159e-15,1.91967e-9,1.65994e-9,3.63813e-10
67,6700000,66679.4471593,418750.0,1.16086e-14,8.31864e-15,1.28627e-9,9.87423e-10,3.4819e-10
68,6800000,67674.6627886,425000.0,1.15615e-14,6.59721e-15,1.39189e-9,1.08816e-9,3.31222e-10
69,6900000,68669.8784178,431250.0,1.33541e-14,6.70812e-15,2.31357e-9,2.80872e-9,3.12584e-10
70,7000000,69665.0940471,437500.0,9.03178e-15,8.76207e-15,2.41358e-9,3.39802e-9,2.93703e-10
71,7100000,70660.3096763,443750.0,7.2705e-15,9.04841e-15,1.24885e-9,9.88914e-10,2.82183e-10
72,7200000,71655.5253055,450000.0,7.26326e-15,6.65611e-15,9.93673e-10,7.61898e-10,2.72091e-10
73,7300000,72650.7409348,456250.0,5.49704e-15,6.87229e-15,1.29445e-9,1.07585e-9,2.62777e-10
74,7400000,73645.956564,462500.0,1.1863e-14,5.21862e-15,2.48237e-9,4.86892e-9,2.49098e-10
75,7500000,74641.1721933,468750.0,6.79798e-15,5.70914e-15,1.45222e-9,1.44286e-9,2.32429e-10
76,7600000,75636.3878225,475000.0,1.31811e-14,6.53543e-15,8.52711e-10,6.55473e-10,2.17891e-10
77,7700000,76631.6034518,481250.0,9.55687e-15,6.29781e-15,7.69697e-10,5.9159e-10,1.98929e-10
78,7800000,77626.819081,487500.0,1.62691e-14,4.72099e-15,1.10594e-9,1.07286e-9,1.82183e-10
79,7900000,78622.0347103,493750.0,1.82222e-14,5.18133e-15,1.62044e-9,3.35265e-9,1.58181e-10
80,8000000,79617.2503395,500000.0,1.9876e-14,6.21771e-15,6.48704e-10,5.42897e-10,1.28395e-10
81,8100000,80612.4659687,506250.0,2.06163e-14,6.12855e-15,3.64459e-10,2.767e-10,9.8523e-11
82,8200000,81607.681598,512500.0,2.41638e-14,5.05086e-15,2.94566e-10,2.31049e-10,6.73809e-11
83,8300000,82602.8972272,518750.0,2.47966e-14,6.04654e-15,2.47353e-10,3.35577e-10,3.1547e-11
84,8400000,83598.1128565,525000.0,2.5034e-14,6.43893e-15,6.81028e-11,8.57717e-11,8.84402e-12
85,8500000,84593.3284857,531250.0,2.49987e-14,7.35925e-15,1.95469e-10,1.57303e-10,4.69635e-11
86,8600000,85588.544115,537500.0,2.60322e-14,6.76201e-15,2.98824e-10,2.33635e-10,8.27948e-11
87,8700000,86583.7597442,543750.0,2.48258e-14,7.89522e-15,6.11955e-10,5.22412e-10,1.18748e-10
88,8800000,87578.9753734,550000.0,2.78938e-14,6.30915e-15,1.69898e-9,3.68355e-9,1.60545e-10
89,8900000,88574.1910027,556250.0,2.45556e-14,6.68328e-15,1.18454e-9,1.11924e-9,2.013e-10
90,9000000,89569.4066319,562500.0,2.58405e-14,6.39815e-15,9.10593e-10,7.06768e-10,2.4053e-10
91,9100000,90564.6222612,568750.0,2.27794e-14,7.93778e-15,1.09045e-9,8.46922e-10,2.77443e-10
92,9200000,91559.8378904,575000.0,2.51109e-14,6.11123e-15,2.02163e-9,2.07512e-9,3.13341e-10
93,9300000,92555.0535197,581250.0,3.39179e-14,3.67161e-15,3.46932e-9,6.35179e-9,3.59941e-10
94,9400000,93550.2691489,587500.0,2.93957e-14,4.13931e-15,1.95293e-9,1.60867e-9,4.06988e-10
95,9500000,94545.4847782,593750.0,3.25785e-14,3.20156e-15,1.63501e-9,1.26349e-9,4.52289e-10
96,9600000,95540.7004074,600000.0,2.32528e-14,4.80611e-15,2.21856e-9,1.77547e-9,4.93137e-10
97,9700000,96535.9160366,606250.0,2.76927e-14,3.95681e-15,4.55336e-9,6.80934e-9,5.31794e-10
98,9800000,97531.1316659,612500.0,2.75993e-14,2.47031e-15,4.06627e-9,4.70662e-9,5.69218e-10
99,9900000,98526.3472951,618750.0,2.59745e-14,3.80029e-15,2.49883e-9,1.95413e-9,6.07172e-10
100,10000000,99521.5629244,625000.0,2.78077e-14,2.69637e-15,2.40581e-9,1.85743e-9,6.50449e-10
