sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err
0,0,0.0,0.0,0.0,0.0,0.0,1.55498e-61
1,675,4.96576027744,31.185203308759674461,1.30155e-16,6.50375e-17,2.35875e-15,4.99716e-15
2,1350,9.92617429513,62.336831859927128862,8.85133e-17,2.41793e-17,9.10988e-15,1.47455e-14
3,2025,14.8721547439,93.39781693311175806,1.71728e-16,6.28183e-17,1.08257e-14,1.28425e-14
4,2700,19.7877161364,124.2677689318681663,2.60552e-16,8.09207e-17,1.04516e-14,9.19959e-15
5,3375,24.6298367989,154.67650976335487169,1.15164e-16,1.60074e-16,1.20104e-14,9.18223e-15
6,4050,29.3543776126,184.34684372706685439,1.561e-16,2.07977e-16,1.40521e-14,1.06899e-14
7,4725,34.2106096882,214.84420488195303504,1.91624e-16,2.66362e-16,2.60259e-14,2.32056e-14
8,5400,39.1294335711,245.73464547082924601,5.90597e-17,2.0064e-16,3.19411e-14,3.6996e-14
9,6075,44.0762572716,276.80092620407819312,3.41863e-17,2.64933e-16,3.09736e-14,4.83219e-14
10,6750,49.0368384672,307.95360464019493961,1.84552e-16,2.41923e-16,4.11535e-14,8.36861e-14
11,7425,54.0036152673,339.14519175818178448,2.83433e-16,2.93104e-16,5.61344e-14,1.29516e-13
12,8100,58.9708020464,370.33935356302163848,2.68164e-16,7.21789e-17,6.27055e-14,1.33788e-13
13,8775,63.9325315566,401.49924346764152935,1.31975e-16,9.19255e-17,4.42881e-14,7.41854e-14
14,9450,68.8813058081,432.57777375108688544,2.87879e-16,4.28925e-17,3.2191e-14,3.99923e-14
15,10125,73.8028361878,463.48521126469456881,6.46697e-17,9.94202e-17,2.01355e-14,1.89999e-14
16,10800,78.661061724,493.99509144402873008,1.67832e-16,1.93805e-17,9.95694e-15,7.82432e-15
17,11475,83.3853187673,523.66364331690609158,3.70184e-16,1.03934e-16,3.53786e-15,2.24327e-15
18,12150,88.2261466151,554.06426521170615641,7.14056e-16,1.62386e-16,1.43949e-14,1.32256e-14
19,12825,93.1389351311,584.9168034187182771,5.78101e-16,1.19313e-16,5.06235e-14,5.72946e-14
20,13500,98.0828436962,615.96477696701536761,8.04249e-16,1.19795e-16,9.93894e-14,1.50678e-13
21,14175,103.042001245,647.10851483381019906,1.77679e-16,8.72139e-17,1.68826e-13,3.34281e-13
22,14850,108.008243913,678.2967475821853794,5.76197e-16,5.6501e-18,2.17371e-13,4.99264e-13
23,15525,112.975731946,709.49280127517849104,2.67783e-16,2.07953e-16,2.29041e-13,4.99633e-13
24,16200,117.938629947,740.66002935126977467,1.73314e-16,2.98162e-17,2.08568e-13,3.62632e-13
25,16875,122.889917943,771.75434606745792125,2.15616e-16,1.0649e-16,1.71869e-13,2.21094e-13
26,17550,127.816763449,802.69516282133545013,4.09439e-17,1.41352e-16,1.306e-13,1.25366e-13
27,18225,132.688485054,833.2897989320395338,2.47951e-17,3.24922e-17,9.49606e-14,7.46485e-14
28,18900,137.420621451,863.0078335120623961,3.80684e-16,1.04963e-16,7.16179e-14,5.44573e-14
29,19575,142.243034665,893.29281065336129733,1.3873e-16,1.46046e-17,8.99878e-14,7.61778e-14
30,20250,147.149052553,924.10282900465512521,5.30008e-16,2.24741e-16,1.05517e-13,1.13723e-13
31,20925,152.089735704,955.13054680440246628,2.87393e-16,1.98052e-16,1.11668e-13,1.62096e-13
32,21600,157.047307753,986.26432766208543931,6.97716e-17,1.76538e-16,1.22892e-13,2.36236e-13
33,22275,162.012899261,1017.4484710894930004,2.20204e-16,2.55397e-16,1.14274e-13,2.61042e-13
34,22950,166.980566974,1048.645653186381794,5.4972e-16,4.48273e-16,9.30127e-14,2.07923e-13
35,23625,171.944496194,1079.8193573666303877,3.3332e-16,5.37407e-16,5.88554e-14,1.06856e-13
36,24300,176.898045213,1110.9278734127040455,4.09972e-16,4.59995e-16,2.23839e-14,3.01528e-14
37,24975,181.829638933,1141.8985091662334737,5.36562e-16,4.70188e-16,9.05735e-15,9.18005e-15
38,25650,186.712850626,1172.5653035584761099,5.82992e-16,4.85817e-16,2.5127e-14,2.1101e-14
39,26325,191.461308042,1202.3858348865293507,4.72813e-16,2.98051e-16,3.16498e-14,2.54656e-14
40,27000,196.261465978,1232.5310478619559121,5.78939e-16,4.22419e-16,5.58592e-14,4.66763e-14
