sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err
0,0,0.0,0.0,0.0,0.0,0.0,1.55498e-61
1,1256,4.99996332132,31.400000000000001743,2.02813e-16,2.56653e-17,5.92796e-15,1.37096e-14
2,2512,9.99992664264,62.800000000000003486,7.48601e-16,7.40116e-17,2.98245e-14,6.88524e-14
3,3768,14.999889964,94.200000000000005229,1.05742e-16,1.15084e-17,7.09401e-14,1.6377e-13
4,5024,19.9998532853,125.60000000000000697,7.54977e-16,1.47011e-16,1.06431e-13,2.4577e-13
5,6280,24.9998166066,157.00000000000000872,7.13031e-16,7.23578e-17,1.41336e-13,3.26217e-13
6,7536,29.9997799279,188.40000000000001046,7.5136e-16,4.43252e-17,1.84718e-13,4.26151e-13
7,8792,34.9997432492,219.8000000000000122,6.19463e-16,9.86412e-17,2.35139e-13,5.42554e-13
8,10048,39.9997065706,251.20000000000001394,1.20074e-16,2.03766e-19,2.60757e-13,6.02002e-13
9,11304,44.9996698919,282.60000000000001569,2.17202e-16,7.06904e-17,2.5972e-13,5.99286e-13
10,12560,49.9996332132,314.00000000000001743,1.4282e-16,4.21755e-17,2.54074e-13,5.86204e-13
11,13816,54.9995965345,345.40000000000001917,2.10953e-18,6.86506e-17,2.51134e-13,5.79378e-13
12,15072,59.9995598559,376.80000000000002092,1.18133e-16,8.97849e-17,2.61162e-13,6.02252e-13
13,16328,64.9995231772,408.20000000000002266,3.90195e-16,2.61822e-17,2.79874e-13,6.45362e-13
14,17584,69.9994864985,439.6000000000000244,2.97074e-16,1.007e-16,3.22255e-13,7.42968e-13
15,18840,74.9994498198,471.00000000000002615,9.32122e-16,1.51421e-17,3.73554e-13,8.61192e-13
16,20096,79.9994131411,502.40000000000002789,9.15969e-16,1.89013e-17,4.43597e-13,1.02306e-12
17,21352,84.9993764625,533.80000000000002963,4.13762e-16,7.37551e-17,4.97271e-13,1.14692e-12
18,22608,89.9993397838,565.20000000000003137,2.45465e-16,1.29679e-16,5.43461e-13,1.25361e-12
19,23864,94.9993031051,596.60000000000003312,1.13604e-15,3.27872e-17,6.13661e-13,1.41562e-12
20,25120,99.9992664264,628.00000000000003486,1.41024e-15,1.25156e-17,7.09416e-13,1.63689e-12
21,26376,104.999229748,659.4000000000000366,1.15349e-15,6.23539e-18,8.05758e-13,1.85893e-12
22,27632,109.999193069,690.80000000000003835,6.49216e-16,5.70662e-17,8.97761e-13,2.07114e-12
23,28888,114.99915639,722.20000000000004009,1.16599e-15,4.08463e-17,9.77174e-13,2.25451e-12
24,30144,119.999119712,753.60000000000004183,1.66139e-15,1.49846e-16,1.07091e-12,2.47082e-12
25,31400,124.999083033,785.00000000000004358,1.79559e-15,1.64526e-16,1.19268e-12,2.75214e-12
26,32656,129.999046354,816.40000000000004532,1.96053e-15,1.29336e-16,1.31987e-12,3.04591e-12
27,33912,134.999009676,847.80000000000004706,1.47704e-15,1.04326e-17,1.44527e-12,3.33574e-12
28,35168,139.998972997,879.20000000000004881,2.34089e-15,1.49947e-16,1.59228e-12,3.67522e-12
29,36424,144.998936318,910.60000000000005055,2.13733e-15,1.29422e-16,1.76265e-12,4.06853e-12
30,37680,149.99889964,942.00000000000005229,2.28311e-15,8.28031e-17,1.9312e-12,4.4575e-12
31,38936,154.998862961,973.40000000000005403,1.95951e-15,4.67072e-17,2.09503e-12,4.83551e-12
32,40192,159.998826282,1004.8000000000000558,1.79603e-15,5.45441e-17,2.23517e-12,5.15908e-12
33,41448,164.998789604,1036.2000000000000575,1.76927e-15,5.37255e-17,2.35485e-12,5.43523e-12
34,42704,169.998752925,1067.6000000000000593,2.16595e-15,1.67473e-17,2.51434e-12,5.8034e-12
35,43960,174.998716246,1099.000000000000061,1.51605e-15,1.93935e-16,2.65354e-12,6.12472e-12
36,45216,179.998679568,1130.4000000000000627,2.51763e-15,3.84041e-17,2.80704e-12,6.47893e-12
37,46472,184.998642889,1161.8000000000000645,2.35377e-15,2.63227e-17,2.99538e-12,6.91378e-12
38,47728,189.99860621,1193.2000000000000662,2.08768e-15,6.80885e-17,3.16913e-12,7.31489e-12
39,48984,194.998569532,1224.600000000000068,2.02013e-15,9.23789e-17,3.32783e-12,7.68103e-12
40,50240,199.998532853,1256.0000000000000697,2.0519e-15,1.1581e-16,3.50662e-12,8.09356e-12
