step,rel_energy_diff,max_rel_coord_diff
0,0.0,0.0
730,2.24902e-34,1.98577e-34
1460,1.16192e-34,4.00817e-34
2190,8.8896e-35,1.08987e-33
2920,7.75388e-35,1.4262e-33
3650,1.50729e-35,1.68008e-33
4380,1.79302e-34,2.4442e-33
5110,2.35911e-34,2.0564e-33
