sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err
0,0,0.0,0.0,0.0,0.0,0.0,1.55498e-61
1,401,0.997703668317,6.265625,3.05757e-31,8.28356e-33,2.05192e-30,4.74394e-30
2,802,1.99540733663,12.53125,5.92891e-31,1.6575e-32,8.19505e-30,1.89037e-29
3,1203,2.99311100495,18.796875,8.49357e-31,2.48815e-32,1.84132e-29,4.23425e-29
4,1604,3.99081467327,25.0625,1.07343e-30,3.32092e-32,3.26768e-29,7.48279e-29
5,2005,4.98851834158,31.328125,1.27337e-30,4.15632e-32,5.09437e-29,1.16046e-28
6,2406,5.9862220099,37.59375,1.46349e-30,4.99474e-32,7.31586e-29,1.65609e-28
7,2807,6.98392567822,43.859375,1.65874e-30,5.83641e-32,9.92539e-29,2.23069e-28
8,3208,7.98162934654,50.125,1.86992e-30,6.68142e-32,1.29151e-28,2.87926e-28
9,3609,8.97933301485,56.390625,2.10141e-30,7.52976e-32,1.62761e-28,3.5964e-28
10,4010,9.97703668317,62.65625,2.35145e-30,8.3813e-32,1.99988e-28,4.37643e-28
11,4411,10.9747403515,68.921875,2.61423e-30,9.23584e-32,2.4073e-28,5.21349e-28
12,4812,11.9724440198,75.1875,2.88267e-30,1.00931e-31,2.84884e-28,6.10167e-28
13,5213,12.9701476881,81.453125,3.15069e-30,1.09529e-31,3.32339e-28,7.03506e-28
14,5614,13.9678513564,87.71875,3.4144e-30,1.18148e-31,3.82989e-28,8.00794e-28
15,6015,14.9655550248,93.984375,3.6723e-30,1.26786e-31,4.36721e-28,9.01474e-28
16,6416,15.9632586931,100.25,3.92477e-30,1.3544e-31,4.93428e-28,1.00502e-27
17,6817,16.9609623614,106.515625,4.17326e-30,1.44108e-31,5.52999e-28,1.11094e-27
18,7218,17.9586660297,112.78125,4.41953e-30,1.52786e-31,6.15327e-28,1.21876e-27
19,7619,18.956369698,119.046875,4.66514e-30,1.61473e-31,6.80307e-28,1.32808e-27
20,8020,19.9540733663,125.3125,4.91119e-30,1.70168e-31,7.47836e-28,1.43849e-27
21,8038,19.9988580697,125.59375,5.05603e-30,1.74204e-31,8.19945e-28,1.89321e-27
