sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err
0,0,0.0,0.0,0.0,0.0,0.0,1.55498e-61
1,628,4.99996332132,31.4,4.69632e-23,1.62985e-24,1.91404e-21,4.41931e-21
2,1256,9.99992664264,62.8,9.39264e-23,3.2597e-24,7.65411e-21,1.76743e-20
3,1884,14.999889964,94.2,1.4089e-22,4.88955e-24,1.72202e-20,3.97651e-20
4,2512,19.9998532853,125.6,1.87853e-22,6.5194e-24,3.06124e-20,7.06917e-20
5,3140,24.9998166066,157.0,2.34816e-22,8.14925e-24,4.78306e-20,1.10454e-19
6,3768,29.9997799279,188.4,2.81779e-22,9.77909e-24,6.88748e-20,1.59052e-19
7,4396,34.9997432492,219.8,3.28742e-22,1.14089e-23,9.3745e-20,2.16485e-19
8,5024,39.9997065706,251.2,3.75705e-22,1.30388e-23,1.22441e-19,2.82754e-19
9,5652,44.9996698919,282.6,4.22668e-22,1.46686e-23,1.54963e-19,3.57857e-19
10,6280,49.9996332132,314.0,4.69631e-22,1.62985e-23,1.91311e-19,4.41796e-19
11,6908,54.9995965345,345.4,5.16594e-22,1.79283e-23,2.31485e-19,5.34569e-19
12,7536,59.9995598559,376.8,5.63557e-22,1.95582e-23,2.75485e-19,6.36177e-19
13,8164,64.9995231772,408.2,6.1052e-22,2.1188e-23,3.23311e-19,7.46619e-19
14,8792,69.9994864985,439.6,6.57483e-22,2.28179e-23,3.74962e-19,8.65895e-19
15,9420,74.9994498198,471.0,7.04446e-22,2.44477e-23,4.30439e-19,9.94005e-19
16,10048,79.9994131411,502.4,7.51408e-22,2.60776e-23,4.89742e-19,1.13095e-18
17,10676,84.9993764625,533.8,7.98371e-22,2.77074e-23,5.52871e-19,1.27672e-18
18,11304,89.9993397838,565.2,8.45333e-22,2.93373e-23,6.19825e-19,1.43133e-18
19,11932,94.9993031051,596.6,8.92296e-22,3.09671e-23,6.90604e-19,1.59477e-18
20,12560,99.9992664264,628.0,9.39258e-22,3.2597e-23,7.65209e-19,1.76705e-18
21,13188,104.999229748,659.4,9.86221e-22,3.42268e-23,8.4364e-19,1.94815e-18
22,13816,109.999193069,690.8,1.03318e-21,3.58567e-23,9.25896e-19,2.13808e-18
23,14444,114.99915639,722.2,1.08015e-21,3.74865e-23,1.01198e-18,2.33685e-18
24,15072,119.999119712,753.6,1.12711e-21,3.91164e-23,1.10188e-18,2.54444e-18
25,15700,124.999083033,785.0,1.17407e-21,4.07462e-23,1.19561e-18,2.76087e-18
26,16328,129.999046354,816.4,1.22103e-21,4.23761e-23,1.29317e-18,2.98612e-18
27,16956,134.999009676,847.8,1.26799e-21,4.40059e-23,1.39455e-18,3.2202e-18
28,17584,139.998972997,879.2,1.31496e-21,4.56358e-23,1.49976e-18,3.46311e-18
29,18212,144.998936318,910.6,1.36192e-21,4.72656e-23,1.60879e-18,3.71485e-18
30,18840,149.99889964,942.0,1.40888e-21,4.88955e-23,1.72165e-18,3.97541e-18
31,19468,154.998862961,973.4,1.45584e-21,5.05253e-23,1.83833e-18,4.2448e-18
32,20096,159.998826282,1004.8,1.5028e-21,5.21552e-23,1.95883e-18,4.52301e-18
33,20724,164.998789604,1036.2,1.54976e-21,5.3785e-23,2.08316e-18,4.81005e-18
34,21352,169.998752925,1067.6,1.59672e-21,5.54149e-23,2.21131e-18,5.10591e-18
35,21980,174.998716246,1099.0,1.64368e-21,5.70447e-23,2.34329e-18,5.41059e-18
36,22608,179.998679568,1130.4,1.69065e-21,5.86746e-23,2.47909e-18,5.7241e-18
37,23236,184.998642889,1161.8,1.73761e-21,6.03044e-23,2.61872e-18,6.04643e-18
38,23864,189.99860621,1193.2,1.78457e-21,6.19343e-23,2.76217e-18,6.37758e-18
39,24492,194.998569532,1224.6,1.83153e-21,6.35641e-23,2.90944e-18,6.71754e-18
40,25120,199.998532853,1256.0,1.87849e-21,6.5194e-23,3.06054e-18,7.06633e-18
