sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err
0,0,0.0,0.0,0.0,0.0,0.0,1.55498e-61
1,401,0.997703668317,6.265625,2.72518e-17,5.88132e-18,3.59038e-16,8.47246e-16
2,802,1.99540733663,12.53125,1.5341e-16,3.45719e-17,1.7486e-15,4.01412e-15
3,1203,2.99311100495,18.796875,1.71768e-16,4.63495e-17,3.49616e-15,8.0922e-15
4,1604,3.99081467327,25.0625,2.14402e-16,6.48158e-17,3.75719e-15,8.7167e-15
5,2005,4.98851834158,31.328125,2.63955e-16,5.07703e-17,5.94575e-15,1.35706e-14
6,2406,5.9862220099,37.59375,2.41882e-16,4.77695e-17,7.78536e-15,1.77108e-14
7,2807,6.98392567822,43.859375,1.35396e-16,1.21023e-17,9.52257e-15,2.13734e-14
8,3208,7.98162934654,50.125,3.46259e-16,5.90404e-17,1.22979e-14,2.74845e-14
9,3609,8.97933301485,56.390625,1.19877e-16,3.5951e-17,1.45589e-14,3.22727e-14
10,4010,9.97703668317,62.65625,6.89233e-17,1.46528e-17,1.7884e-14,3.92118e-14
11,4411,10.9747403515,68.921875,5.52356e-16,1.08164e-16,2.34136e-14,5.06725e-14
12,4812,11.9724440198,75.1875,2.38678e-16,5.40679e-17,3.00071e-14,6.42593e-14
13,5213,12.9701476881,81.453125,7.6206e-16,2.01067e-16,3.70208e-14,7.8497e-14
14,5614,13.9678513564,87.71875,3.60614e-16,1.18964e-16,4.43776e-14,9.30306e-14
15,6015,14.9655550248,93.984375,3.62287e-16,1.24032e-16,5.04664e-14,1.04425e-13
16,6416,15.9632586931,100.25,6.23064e-16,1.58042e-16,5.55061e-14,1.13293e-13
17,6817,16.9609623614,106.515625,5.01595e-16,1.13149e-16,6.0758e-14,1.22308e-13
18,7218,17.9586660297,112.78125,4.42148e-17,3.23671e-17,6.64144e-14,1.31831e-13
19,7619,18.956369698,119.046875,5.61123e-16,1.26185e-16,7.08409e-14,1.38483e-13
20,8020,19.9540733663,125.3125,3.54938e-16,6.54804e-17,7.49859e-14,1.44429e-13
21,8038,19.9988580697,125.59375,1.9803e-16,4.71707e-17,8.23733e-14,1.90347e-13
