sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err
0,0,0.0,0.0,0.0,0.0,0.0,1.55498e-61
1,314,4.99996332132,31.400000000000001743,2.33534e-16,5.39023e-18,1.64925e-14,3.76154e-14
2,628,9.99992664264,62.800000000000003486,1.39503e-15,2.61863e-16,9.78861e-14,2.25585e-13
3,942,14.999889964,94.200000000000005229,1.09601e-15,1.3063e-16,1.88728e-13,4.35369e-13
4,1256,19.9998532853,125.60000000000000697,1.79228e-16,8.03915e-17,2.57584e-13,5.94558e-13
5,1570,24.9998166066,157.00000000000000872,9.8291e-16,2.36313e-16,2.87156e-13,6.63087e-13
6,1884,29.9997799279,188.40000000000001046,1.43696e-15,2.68554e-16,3.90068e-13,9.00746e-13
7,2198,34.9997432492,219.8000000000000122,1.30468e-15,2.97673e-16,5.09791e-13,1.1776e-12
8,2512,39.9997065706,251.20000000000001394,1.9627e-15,4.95954e-16,6.32716e-13,1.46168e-12
9,2826,44.9996698919,282.60000000000001569,1.82871e-15,6.16052e-16,7.80493e-13,1.80311e-12
10,3140,49.9996332132,314.00000000000001743,1.70303e-15,5.92475e-16,9.20918e-13,2.12729e-12
11,3454,54.9995965345,345.40000000000001917,1.11026e-15,4.79828e-16,1.02816e-12,2.3749e-12
12,3768,59.9995598559,376.80000000000002092,7.85478e-16,3.77605e-16,1.11421e-12,2.574e-12
13,4082,64.9995231772,408.20000000000002266,8.39266e-16,4.33445e-16,1.18891e-12,2.74667e-12
14,4396,69.9994864985,439.6000000000000244,8.57672e-16,3.73501e-16,1.27912e-12,2.95529e-12
15,4710,74.9994498198,471.00000000000002615,1.00066e-15,3.59221e-16,1.32912e-12,3.07111e-12
16,5024,79.9994131411,502.40000000000002789,8.5345e-16,9.37901e-17,1.33198e-12,3.07762e-12
17,5338,84.9993764625,533.80000000000002963,4.87688e-16,2.18225e-17,1.3192e-12,3.04822e-12
18,5652,89.9993397838,565.20000000000003137,4.96389e-16,4.09864e-18,1.27639e-12,2.94919e-12
19,5966,94.9993031051,596.60000000000003312,2.3795e-16,1.89412e-17,1.30424e-12,3.01398e-12
20,6280,99.9992664264,628.00000000000003486,9.65043e-16,3.90711e-16,1.35509e-12,3.13176e-12
21,6594,104.999229748,659.4000000000000366,1.69548e-16,2.68526e-16,1.36557e-12,3.15587e-12
22,6908,109.999193069,690.80000000000003835,4.61513e-17,2.47785e-16,1.35544e-12,3.13262e-12
23,7222,114.99915639,722.20000000000004009,1.27338e-16,3.03604e-16,1.35574e-12,3.13377e-12
24,7536,119.999119712,753.60000000000004183,7.85753e-16,3.84413e-16,1.3682e-12,3.16253e-12
25,7850,124.999083033,785.00000000000004358,9.56251e-18,2.72568e-16,1.37051e-12,3.16802e-12
26,8164,129.999046354,816.40000000000004532,3.94157e-18,2.50426e-16,1.3554e-12,3.13364e-12
27,8478,134.999009676,847.80000000000004706,1.0844e-15,4.98635e-16,1.39703e-12,3.22992e-12
28,8792,139.998972997,879.20000000000004881,4.00017e-17,2.30516e-16,1.4051e-12,3.24906e-12
29,9106,144.998936318,910.60000000000005055,1.22509e-16,2.12462e-16,1.40727e-12,3.25422e-12
30,9420,149.99889964,942.00000000000005229,1.28791e-15,4.34593e-16,1.44365e-12,3.33789e-12
31,9734,154.998862961,973.40000000000005403,6.873e-16,2.78217e-16,1.5532e-12,3.59064e-12
32,10048,159.998826282,1004.8000000000000558,1.47859e-15,3.90652e-16,1.63504e-12,3.77937e-12
33,10362,164.998789604,1036.2000000000000575,1.6407e-15,4.4976e-16,1.7506e-12,4.04647e-12
34,10676,169.998752925,1067.6000000000000593,1.95901e-15,6.30127e-16,1.9004e-12,4.39226e-12
35,10990,174.998716246,1099.000000000000061,2.06042e-15,6.54025e-16,2.04888e-12,4.73563e-12
36,11304,179.998679568,1130.4000000000000627,2.29227e-15,5.62326e-16,2.22853e-12,5.15008e-12
37,11618,184.998642889,1161.8000000000000645,2.63692e-15,5.53538e-16,2.46086e-12,5.68652e-12
38,11932,189.99860621,1193.2000000000000662,2.31642e-15,4.45464e-16,2.66296e-12,6.15352e-12
39,12246,194.998569532,1224.600000000000068,3.03601e-15,4.77433e-16,2.87493e-12,6.64292e-12
40,12560,199.998532853,1256.0000000000000697,2.47805e-15,2.18661e-16,3.09925e-12,7.16044e-12
