sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err
0,0,0.0,0.0,0.0,0.0,0.0,1.55498e-61
1,314,4.99996332132,31.4,1.4803e-18,5.15772e-20,6.02565e-17,1.39094e-16
2,628,9.99992664264,62.8,2.96061e-18,1.03154e-19,2.4103e-16,5.56505e-16
3,942,14.999889964,94.2,4.44091e-18,1.54732e-19,5.42322e-16,1.25224e-15
4,1256,19.9998532853,125.6,5.92121e-18,2.06309e-19,9.64131e-16,2.22629e-15
5,1570,24.9998166066,157.0,7.40151e-18,2.57886e-19,1.50646e-15,3.47866e-15
6,1884,29.9997799279,188.4,8.88181e-18,3.09463e-19,2.1693e-15,5.00934e-15
7,2198,34.9997432492,219.8,1.03621e-17,3.61041e-19,2.95266e-15,6.81834e-15
8,2512,39.9997065706,251.2,1.18424e-17,4.12618e-19,3.85653e-15,8.90564e-15
9,2826,44.9996698919,282.6,1.33227e-17,4.64195e-19,4.88092e-15,1.12712e-14
10,3140,49.9996332132,314.0,1.4803e-17,5.15772e-19,6.02582e-15,1.39151e-14
11,3454,54.9995965345,345.4,1.62833e-17,5.67349e-19,7.29124e-15,1.68373e-14
12,3768,59.9995598559,376.8,1.77636e-17,6.18927e-19,8.67717e-15,2.00378e-14
13,4082,64.9995231772,408.2,1.92439e-17,6.70504e-19,1.01836e-14,2.35165e-14
14,4396,69.9994864985,439.6,2.07241e-17,7.22081e-19,1.18106e-14,2.72735e-14
15,4710,74.9994498198,471.0,2.22044e-17,7.73658e-19,1.3558e-14,3.13087e-14
16,5024,79.9994131411,502.4,2.36847e-17,8.25236e-19,1.5426e-14,3.56222e-14
17,5338,84.9993764625,533.8,2.5165e-17,8.76813e-19,1.74144e-14,4.0214e-14
18,5652,89.9993397838,565.2,2.66453e-17,9.2839e-19,1.95234e-14,4.50839e-14
19,5966,94.9993031051,596.6,2.81255e-17,9.79967e-19,2.17529e-14,5.02321e-14
20,6280,99.9992664264,628.0,2.96058e-17,1.03154e-18,2.41028e-14,5.56584e-14
21,6594,104.999229748,659.4,3.10861e-17,1.08312e-18,2.65733e-14,6.13629e-14
22,6908,109.999193069,690.8,3.25663e-17,1.1347e-18,2.91643e-14,6.73456e-14
23,7222,114.99915639,722.2,3.40466e-17,1.18628e-18,3.18757e-14,7.36065e-14
24,7536,119.999119712,753.6,3.55268e-17,1.23785e-18,3.47077e-14,8.01455e-14
25,7850,124.999083033,785.0,3.70071e-17,1.28943e-18,3.76601e-14,8.69626e-14
26,8164,129.999046354,816.4,3.84873e-17,1.34101e-18,4.0733e-14,9.40578e-14
27,8478,134.999009676,847.8,3.99675e-17,1.39259e-18,4.39264e-14,1.01431e-13
28,8792,139.998972997,879.2,4.14478e-17,1.44416e-18,4.72403e-14,1.09082e-13
29,9106,144.998936318,910.6,4.2928e-17,1.49574e-18,5.06747e-14,1.17012e-13
30,9420,149.99889964,942.0,4.44082e-17,1.54732e-18,5.42295e-14,1.25219e-13
31,9734,154.998862961,973.4,4.58884e-17,1.59889e-18,5.79048e-14,1.33705e-13
32,10048,159.998826282,1004.8,4.73686e-17,1.65047e-18,6.17006e-14,1.42468e-13
33,10362,164.998789604,1036.2,4.88488e-17,1.70205e-18,6.56169e-14,1.51509e-13
34,10676,169.998752925,1067.6,5.0329e-17,1.75363e-18,6.96536e-14,1.60829e-13
35,10990,174.998716246,1099.0,5.18092e-17,1.8052e-18,7.38107e-14,1.70426e-13
36,11304,179.998679568,1130.4,5.32894e-17,1.85678e-18,7.80884e-14,1.80301e-13
37,11618,184.998642889,1161.8,5.47696e-17,1.90836e-18,8.24864e-14,1.90454e-13
38,11932,189.99860621,1193.2,5.62498e-17,1.95994e-18,8.7005e-14,2.00885e-13
39,12246,194.998569532,1224.6,5.77299e-17,2.01151e-18,9.16439e-14,2.11593e-13
40,12560,199.998532853,1256.0,5.92101e-17,2.06309e-18,9.64033e-14,2.2258e-13
