sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err
0,0,0.0,0.0,0.0,0.0,0.0,1.55498e-61
1,628,4.99996332132,31.400000000000001743,1.15919e-16,4.00776e-17,3.6723e-15,8.32545e-15
2,1256,9.99992664264,62.800000000000003486,4.1922e-16,5.83824e-17,2.73471e-14,6.30399e-14
3,1884,14.999889964,94.200000000000005229,3.77215e-16,2.47183e-16,3.68577e-14,8.50667e-14
4,2512,19.9998532853,125.60000000000000697,5.43418e-16,6.07704e-17,5.8734e-14,1.35579e-13
5,3140,24.9998166066,157.00000000000000872,5.82955e-16,5.06302e-17,7.89833e-14,1.81875e-13
6,3768,29.9997799279,188.40000000000001046,2.21578e-16,6.24858e-17,1.16516e-13,2.68383e-13
7,4396,34.9997432492,219.8000000000000122,1.09795e-15,7.7556e-17,1.69713e-13,3.90747e-13
8,5024,39.9997065706,251.20000000000001394,9.53079e-16,8.97751e-17,2.58537e-13,5.95799e-13
9,5652,44.9996698919,282.60000000000001569,1.17528e-15,1.41356e-16,3.68406e-13,8.492e-13
10,6280,49.9996332132,314.00000000000001743,1.85868e-15,2.65127e-16,5.0571e-13,1.16592e-12
11,6908,54.9995965345,345.40000000000001917,1.05102e-15,1.22627e-16,6.24655e-13,1.44012e-12
12,7536,59.9995598559,376.80000000000002092,5.23416e-16,7.54382e-17,7.11964e-13,1.64171e-12
13,8164,64.9995231772,408.20000000000002266,1.09227e-15,1.63974e-16,7.94788e-13,1.83291e-12
14,8792,69.9994864985,439.6000000000000244,1.6834e-15,2.07123e-16,9.03765e-13,2.08439e-12
15,9420,74.9994498198,471.00000000000002615,9.82738e-16,1.35791e-16,1.01457e-12,2.34032e-12
16,10048,79.9994131411,502.40000000000002789,1.83739e-15,3.22676e-16,1.15311e-12,2.66008e-12
17,10676,84.9993764625,533.80000000000002963,2.57652e-15,3.55713e-16,1.33129e-12,3.07163e-12
18,11304,89.9993397838,565.20000000000003137,2.62039e-15,2.8196e-16,1.54591e-12,3.56719e-12
19,11932,94.9993031051,596.60000000000003312,2.26536e-15,2.48869e-16,1.7547e-12,4.0498e-12
20,12560,99.9992664264,628.00000000000003486,2.47882e-15,2.52569e-16,1.95229e-12,4.50619e-12
21,13188,104.999229748,659.4000000000000366,2.75486e-15,3.87837e-16,2.15961e-12,4.98472e-12
22,13816,109.999193069,690.80000000000003835,3.57467e-15,5.18867e-16,2.4108e-12,5.56446e-12
23,14444,114.99915639,722.20000000000004009,3.57725e-15,5.30256e-16,2.7037e-12,6.241e-12
24,15072,119.999119712,753.60000000000004183,4.35781e-15,6.33136e-16,3.01753e-12,6.96545e-12
25,15700,124.999083033,785.00000000000004358,4.94384e-15,6.45682e-16,3.39761e-12,7.84244e-12
26,16328,129.999046354,816.40000000000004532,4.66899e-15,6.30093e-16,3.80116e-12,8.77379e-12
27,16956,134.999009676,847.80000000000004706,5.51154e-15,8.96192e-16,4.19969e-12,9.69401e-12
28,17584,139.998972997,879.20000000000004881,4.53388e-15,7.02688e-16,4.60678e-12,1.06341e-11
29,18212,144.998936318,910.60000000000005055,4.49668e-15,6.20102e-16,4.97894e-12,1.14935e-11
30,18840,149.99889964,942.00000000000005229,4.27927e-15,5.11719e-16,5.34761e-12,1.23444e-11
31,19468,154.998862961,973.40000000000005403,4.18418e-15,4.28473e-16,5.69119e-12,1.31371e-11
32,20096,159.998826282,1004.8000000000000558,4.75016e-15,5.38155e-16,6.04099e-12,1.39448e-11
33,20724,164.998789604,1036.2000000000000575,4.20564e-15,4.6355e-16,6.38903e-12,1.47482e-11
34,21352,169.998752925,1067.6000000000000593,3.94e-15,4.81646e-16,6.70876e-12,1.54862e-11
35,21980,174.998716246,1099.000000000000061,3.98474e-15,5.05883e-16,7.02266e-12,1.62107e-11
36,22608,179.998679568,1130.4000000000000627,3.78657e-15,4.40623e-16,7.33244e-12,1.69259e-11
37,23236,184.998642889,1161.8000000000000645,3.60339e-15,4.00552e-16,7.63738e-12,1.76298e-11
38,23864,189.99860621,1193.2000000000000662,3.09305e-15,2.58775e-16,7.92296e-12,1.82886e-11
39,24492,194.998569532,1224.600000000000068,2.94279e-15,2.28336e-16,8.17538e-12,1.88711e-11
40,25120,199.998532853,1256.0000000000000697,2.07371e-15,1.61307e-17,8.38046e-12,1.9344e-11
