sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err
0,0,0.0,0.0,0.0,0.0,0.0,1.55498e-61
1,401,0.498851834158,3.1328125,3.84098e-36,1.33429e-37,2.09652e-35,1.12341e-35
2,802,0.997703668317,6.265625,9.31875e-36,2.53015e-37,6.26526e-35,1.44869e-34
3,1203,1.49655550248,9.3984375,1.15201e-35,3.99804e-37,6.54403e-35,4.37336e-35
4,1604,1.99540733663,12.53125,1.80766e-35,5.06266e-37,2.50283e-34,5.77365e-34
5,2005,2.49425917079,15.6640625,1.91993e-35,6.66178e-37,1.48796e-34,1.07697e-34
6,2406,2.99311100495,18.796875,2.59096e-35,7.59971e-37,5.62394e-34,1.29331e-33
7,2807,3.49196283911,21.9296875,2.68785e-35,9.32553e-37,2.72736e-34,2.03529e-34
8,3208,3.99081467327,25.0625,3.27644e-35,1.01432e-36,9.98084e-34,2.2856e-33
9,3609,4.48966650743,28.1953125,3.45576e-35,1.19893e-36,4.37754e-34,3.31328e-34
10,4010,4.98851834158,31.328125,3.88886e-35,1.26947e-36,1.55606e-33,3.54465e-33
11,4411,5.48737017574,34.4609375,4.22368e-35,1.4653e-36,6.44036e-34,4.91156e-34
12,4812,5.9862220099,37.59375,4.47134e-35,1.52554e-36,2.23464e-33,5.05863e-33
13,5213,6.48507384406,40.7265625,4.9916e-35,1.73168e-36,8.91701e-34,6.83076e-34
14,5614,6.98392567822,43.859375,5.06895e-35,1.7826e-36,3.03175e-33,6.81384e-33
15,6015,7.48277751238,46.9921875,5.75951e-35,1.99805e-36,1.18086e-33,9.07163e-34
16,6416,7.98162934654,50.125,5.7145e-35,2.04068e-36,3.94498e-33,8.79501e-33
17,6817,8.48048118069,53.2578125,6.52743e-35,2.26443e-36,1.51163e-33,1.1635e-33
18,7218,8.97933301485,56.390625,6.4214e-35,2.29977e-36,4.97164e-33,1.09857e-32
19,7619,9.47818484901,59.5234375,7.29535e-35,2.5308e-36,1.88414e-33,1.45218e-33
20,8020,9.97703668317,62.65625,7.18448e-35,2.55985e-36,6.10879e-33,1.33684e-32
21,8038,9.99942903483,62.796875,7.72228e-35,2.66041e-36,6.26209e-33,1.44604e-32
