sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err
0,0,0.0,0.0,0.0,0.0,0.0,1.55498e-61
1,502,4.9959824588,31.375,8.33194e-17,1.01379e-16,6.62409e-15,1.49397e-14
2,1004,9.99196491761,62.75,1.72362e-16,1.2381e-16,4.78722e-15,1.07935e-14
3,1506,14.9879473764,94.125,2.38884e-16,9.59357e-18,4.6668e-14,1.0659e-13
4,2008,19.9839298352,125.5,1.03258e-15,7.27317e-17,1.0284e-13,2.31752e-13
5,2510,24.979912294,156.875,1.28375e-15,1.61787e-16,1.66332e-13,3.68975e-13
6,3012,29.9758947528,188.25,3.6437e-16,4.90008e-17,2.02132e-13,4.41031e-13
7,3514,34.9718772116,219.625,1.17724e-17,3.64701e-17,2.15785e-13,4.61829e-13
8,4016,39.9678596704,251.0,3.25408e-16,1.05549e-16,2.24363e-13,4.70179e-13
9,4518,44.9638421292,282.375,1.19062e-16,6.65892e-17,2.35951e-13,4.83635e-13
10,5020,49.959824588,313.75,5.17396e-16,5.15927e-18,2.03935e-13,4.0839e-13
11,5522,54.9558070468,345.125,5.81611e-16,8.13921e-17,1.64681e-13,3.21526e-13
12,6024,59.9517895056,376.5,5.7635e-16,1.50097e-17,1.51795e-13,2.88781e-13
13,6526,64.9477719645,407.875,3.10027e-16,1.30284e-16,1.48166e-13,2.74713e-13
14,7028,69.9437544233,439.25,2.31673e-16,1.319e-16,1.45319e-13,2.62375e-13
15,7530,74.9397368821,470.625,4.64609e-17,1.48532e-16,1.42047e-13,2.49452e-13
16,8032,79.9357193409,502.0,3.30784e-17,8.39518e-17,1.38597e-13,2.36887e-13
17,8534,84.9317017997,533.375,3.20074e-16,2.71843e-16,1.47513e-13,2.4555e-13
18,9036,89.9276842585,564.75,4.27271e-16,2.05013e-16,1.74713e-13,2.82693e-13
19,9538,94.9236667173,596.125,5.77489e-16,2.30473e-16,2.1749e-13,3.42471e-13
20,10040,99.9196491761,627.5,2.08729e-16,1.26511e-16,2.48487e-13,3.81227e-13
21,10048,99.9992664264,628.0,1.86231e-16,1.66612e-16,3.10457e-13,7.18759e-13
