sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err
0,0,0.0,0.0,0.0,0.0,0.0,1.55498e-61
1,1256,4.99996332132,31.4,1.44732e-27,5.01762e-29,5.89813e-26,1.36197e-25
2,2512,9.99992664264,62.8,2.89464e-27,1.00352e-28,2.35887e-25,5.44726e-25
3,3768,14.999889964,94.2,4.34196e-27,1.50529e-28,5.30719e-25,1.22559e-24
4,5024,19.9998532853,125.6,5.78928e-27,2.00705e-28,9.43475e-25,2.17878e-24
5,6280,24.9998166066,157.0,7.23659e-27,2.50881e-28,1.47416e-24,3.40431e-24
6,7536,29.9997799279,188.4,8.68391e-27,3.01058e-28,2.12276e-24,4.90216e-24
7,8792,34.9997432492,219.8,1.01312e-26,3.51234e-28,2.88929e-24,6.67234e-24
8,10048,39.9997065706,251.2,1.15785e-26,4.0141e-28,3.77374e-24,8.71483e-24
9,11304,44.9996698919,282.6,1.30259e-26,4.51586e-28,4.77612e-24,1.10296e-23
10,12560,49.9996332132,314.0,1.44732e-26,5.01763e-28,5.89641e-24,1.36168e-23
11,13816,54.9995965345,345.4,1.59205e-26,5.51939e-28,7.13463e-24,1.64762e-23
12,15072,59.9995598559,376.8,1.73678e-26,6.02115e-28,8.49076e-24,1.96079e-23
13,16328,64.9995231772,408.2,1.88151e-26,6.52291e-28,9.96482e-24,2.30119e-23
14,17584,69.9994864985,439.6,2.02624e-26,7.02468e-28,1.15568e-23,2.66881e-23
15,18840,74.9994498198,471.0,2.17097e-26,7.52644e-28,1.32667e-23,3.06367e-23
16,20096,79.9994131411,502.4,2.3157e-26,8.0282e-28,1.50945e-23,3.48575e-23
17,21352,84.9993764625,533.8,2.46043e-26,8.52996e-28,1.70402e-23,3.93505e-23
18,22608,89.9993397838,565.2,2.60516e-26,9.03173e-28,1.91038e-23,4.41158e-23
19,23864,94.9993031051,596.6,2.74989e-26,9.53349e-28,2.12853e-23,4.91533e-23
20,25120,99.9992664264,628.0,2.89462e-26,1.00353e-27,2.35848e-23,5.4463e-23
21,26376,104.999229748,659.4,3.03935e-26,1.0537e-27,2.60021e-23,6.00449e-23
22,27632,109.999193069,690.8,3.18408e-26,1.10388e-27,2.85374e-23,6.5899e-23
23,28888,114.99915639,722.2,3.32881e-26,1.15405e-27,3.11905e-23,7.20253e-23
24,30144,119.999119712,753.6,3.47354e-26,1.20423e-27,3.39616e-23,7.84237e-23
25,31400,124.999083033,785.0,3.61827e-26,1.25441e-27,3.68505e-23,8.50943e-23
26,32656,129.999046354,816.4,3.763e-26,1.30458e-27,3.98574e-23,9.20369e-23
27,33912,134.999009676,847.8,3.90773e-26,1.35476e-27,4.29821e-23,9.92517e-23
28,35168,139.998972997,879.2,4.05246e-26,1.40494e-27,4.62247e-23,1.06739e-22
29,36424,144.998936318,910.6,4.19718e-26,1.45511e-27,4.95852e-23,1.14497e-22
30,37680,149.99889964,942.0,4.34191e-26,1.50529e-27,5.30636e-23,1.22528e-22
31,38936,154.998862961,973.4,4.48664e-26,1.55546e-27,5.66599e-23,1.30831e-22
32,40192,159.998826282,1004.8,4.63137e-26,1.60564e-27,6.0374e-23,1.39406e-22
33,41448,164.998789604,1036.2,4.77609e-26,1.65582e-27,6.42061e-23,1.48253e-22
34,42704,169.998752925,1067.6,4.92082e-26,1.70599e-27,6.81559e-23,1.57372e-22
35,43960,174.998716246,1099.0,5.06555e-26,1.75617e-27,7.22237e-23,1.66763e-22
36,45216,179.998679568,1130.4,5.21027e-26,1.80635e-27,7.64093e-23,1.76426e-22
37,46472,184.998642889,1161.8,5.355e-26,1.85652e-27,8.07128e-23,1.86361e-22
38,47728,189.99860621,1193.2,5.49972e-26,1.9067e-27,8.51342e-23,1.96567e-22
39,48984,194.998569532,1224.6,5.64445e-26,1.95687e-27,8.96734e-23,2.07045e-22
40,50240,199.998532853,1256.0,5.78917e-26,2.00705e-27,9.43304e-23,2.17796e-22
