sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err
0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,730,39.9726214921,14600.0,2.21471e-34,9.88782e-35,0.0,0.0
2,1460,79.9452429843,29200.0,1.13712e-34,3.52493e-35,0.0,0.0
3,2190,119.917864476,43800.0,9.23123e-35,3.57204e-35,0.0,0.0
4,2920,159.890485969,58400.0,8.13591e-35,4.37578e-35,0.0,0.0
5,3650,199.863107461,73000.0,1.1099e-35,1.80676e-35,0.0,0.0
6,4380,239.835728953,87600.0,1.83826e-34,7.90024e-35,0.0,0.0
7,5110,279.808350445,102200.0,2.40597e-34,9.79262e-35,0.0,0.0
8,5840,319.780971937,116800.0,7.2816e-35,3.40055e-35,0.0,0.0
9,6570,359.753593429,131400.0,3.69635e-36,6.53224e-36,0.0,0.0
10,7300,399.726214921,146000.0,5.19875e-35,3.53222e-35,0.0,0.0
11,8030,439.698836413,160600.0,1.57447e-34,4.46469e-35,0.0,0.0
12,8760,479.671457906,175200.0,1.07662e-34,3.47264e-35,0.0,0.0
13,9490,519.644079398,189800.0,2.65129e-34,8.04706e-35,0.0,0.0
14,10220,559.61670089,204400.0,1.32418e-35,1.33034e-35,0.0,0.0
15,10950,599.589322382,219000.0,2.03194e-34,5.93856e-35,0.0,0.0
16,11680,639.561943874,233600.0,2.83151e-34,1.02307e-34,0.0,0.0
17,12410,679.534565366,248200.0,2.46546e-34,8.18525e-35,0.0,0.0
18,13140,719.507186858,262800.0,1.81007e-34,3.98002e-35,0.0,0.0
19,13870,759.47980835,277400.0,4.48321e-34,1.53786e-34,0.0,0.0
20,14600,799.452429843,292000.0,3.6294e-34,1.38358e-34,0.0,0.0
21,15330,839.425051335,306600.0,4.91313e-34,1.79739e-34,0.0,0.0
22,16060,879.397672827,321200.0,6.43026e-34,2.36252e-34,0.0,0.0
23,16790,919.370294319,335800.0,5.23168e-34,1.78857e-34,0.0,0.0
24,17520,959.342915811,350400.0,3.87116e-34,1.52889e-34,0.0,0.0
25,18250,999.315537303,365000.0,5.52461e-34,2.08161e-34,0.0,0.0
26,18980,1039.2881588,379600.0,5.56184e-34,2.10657e-34,0.0,0.0
27,19710,1079.26078029,394200.0,5.51537e-34,2.15076e-34,0.0,0.0
28,20440,1119.23340178,408800.0,5.07518e-34,1.92639e-34,0.0,0.0
29,21170,1159.20602327,423400.0,6.94389e-34,2.68861e-34,0.0,0.0
30,21900,1199.17864476,438000.0,5.63719e-34,2.20214e-34,0.0,0.0
31,21915,1200.0,438300.0,7.77115e-34,3.07208e-34,0.0,0.0
