sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err
0,0,0.0,0.0,0.0,0.0,0.0,1.55498e-61
1,675,4.96576027745,31.185203308794719039,2.61397e-27,3.98653e-30,9.31938e-26,1.92115e-25
2,1350,9.92617429514,62.33683186001184419,5.22763e-27,7.96846e-30,3.37268e-25,5.35648e-25
3,2025,14.8721547439,93.397816933309932115,7.84092e-27,1.19482e-29,6.2599e-25,7.30019e-25
4,2700,19.7877161364,124.2677689322662304,1.04555e-26,1.59312e-29,8.57119e-25,7.58353e-25
5,3375,24.6298367991,154.67650976451929113,1.30232e-26,1.99845e-29,9.53117e-25,7.2773e-25
6,4050,29.3543776128,184.3468437283487246,1.51749e-26,2.30017e-29,1.34303e-24,1.0549e-24
7,4725,34.2106096883,214.84420488274751626,1.7776e-26,2.7001e-29,2.49532e-24,2.26505e-24
8,5400,39.1294335712,245.73464547135976547,2.03903e-26,3.098e-29,4.24175e-24,4.97883e-24
9,6075,44.0762572717,276.80092620449238356,2.30038e-26,3.49577e-29,6.62077e-24,1.0436e-23
10,6750,49.0368384672,307.9536046405517992,2.56176e-26,3.89376e-29,9.51408e-24,1.9416e-23
11,7425,54.0036152674,339.14519175853718109,2.82313e-26,4.29218e-29,1.23257e-23,2.84322e-23
12,8100,58.9708020465,370.33935356344107958,3.08452e-26,4.69076e-29,1.41411e-23,3.00768e-23
13,8775,63.9325315567,401.49924346819001478,3.34589e-26,5.08902e-29,1.45811e-23,2.42974e-23
14,9450,68.8813058082,432.57777375192339304,3.60724e-26,5.48699e-29,1.39142e-23,1.70857e-23
15,10125,73.8028361881,463.48521126617619178,3.86871e-26,5.88517e-29,1.2384e-23,1.14595e-23
16,10800,78.6610617245,493.99509144720848786,4.12771e-26,6.28736e-29,1.01731e-23,7.92036e-24
17,11475,83.3853187679,523.6636433207322842,4.34159e-26,6.59098e-29,1.05587e-23,8.18479e-24
18,12150,88.2261466154,554.06426521370591851,4.60076e-26,6.99224e-29,1.61572e-23,1.41627e-23
19,12825,93.1389351313,584.91680342000259106,4.86217e-26,7.3902e-29,2.34974e-23,2.64028e-23
20,13500,98.0828436964,615.96477696795732583,5.12352e-26,7.78797e-29,3.21918e-23,4.85847e-23
21,14175,103.042001245,647.10851483456980087,5.38491e-26,8.18591e-29,4.15429e-23,8.21182e-23
22,14850,108.008243914,678.29674758289044981,5.64627e-26,8.58427e-29,4.93515e-23,1.13182e-22
23,15525,112.975731947,709.4928012759557047,5.90764e-26,8.98285e-29,5.2673e-23,1.14753e-22
24,16200,117.938629947,740.66002935226357272,6.16902e-26,9.38118e-29,5.08801e-23,8.83903e-23
25,16875,122.889917943,771.75434606892851084,6.4304e-26,9.77916e-29,4.57432e-23,5.87639e-23
26,17550,127.81676345,802.69516282375630345,6.69184e-26,1.01773e-28,3.86747e-23,3.71681e-23
27,18225,132.688485055,833.28979893689253532,6.95197e-26,1.05778e-28,3.04042e-23,2.4045e-23
28,18900,137.420621453,863.00783351939521192,7.16662e-26,1.08812e-28,2.771e-23,2.13751e-23
29,19575,142.243034665,893.29281065688286392,7.42394e-26,1.12843e-28,4.03652e-23,3.43775e-23
30,20250,147.149052553,924.10282900679325045,7.6853e-26,1.16824e-28,5.68239e-23,6.12806e-23
31,20925,152.089735704,955.13054680590041965,7.94667e-26,1.20802e-28,7.55001e-23,1.09127e-22
32,21600,157.047307753,986.26432766324836322,8.20807e-26,1.24781e-28,9.49128e-23,1.81314e-22
33,22275,162.012899261,1017.4484710905410371,8.46944e-26,1.28764e-28,1.10621e-22,2.51142e-22
34,22950,166.980566975,1048.6456531875016557,8.73079e-26,1.3275e-28,1.16351e-22,2.58631e-22
35,23625,171.944496194,1079.8193573679999292,8.99216e-26,1.36733e-28,1.10646e-22,2.00034e-22
36,24300,176.898045214,1110.9278734146100779,9.25356e-26,1.40713e-28,9.77693e-23,1.31359e-22
37,24975,181.829638934,1141.8985091692988607,9.51496e-26,1.44694e-28,8.14084e-23,8.13288e-23
38,25650,186.712850627,1172.5653035643897428,9.77571e-26,1.4869e-28,6.32408e-23,5.09652e-23
39,26325,191.461308044,1202.385834898106153,9.99372e-26,1.5176e-28,5.24292e-23,4.03695e-23
40,27000,196.261465979,1232.5310478671641123,1.02472e-25,1.55764e-28,7.3615e-23,6.11301e-23
