sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err
0,0,0.0,0.0,0.0,0.0,0.0,1.55498e-61
1,2500,4.95506858276,31.118058973579860775,1.87862e-34,6.72234e-35,1.78883e-33,3.47802e-33
2,5000,9.89403663313,62.135005862046936078,1.44219e-35,1.75463e-35,8.13311e-34,1.03236e-33
3,7500,14.7901190715,92.882629131362475992,2.11459e-34,6.68005e-35,2.00312e-33,1.66521e-33
4,10000,19.5469958978,122.75603474387793514,1.02259e-35,7.14001e-35,2.95681e-33,2.24145e-33
5,12500,24.2460085931,152.26605094793986078,5.68455e-35,2.55907e-36,3.12264e-33,2.5818e-33
6,15000,29.1253035618,182.90824813491903463,1.65411e-34,2.2288e-35,2.29751e-33,2.62111e-33
7,17500,34.0578921722,213.88513184609495012,4.78974e-34,1.08539e-34,3.17819e-33,5.90641e-33
8,20000,39.0100235111,244.98474479333516284,3.93991e-35,6.3478e-36,2.40632e-32,5.49814e-32
9,22500,43.9653591308,276.10448077080308842,7.23504e-35,7.53502e-36,3.48434e-32,7.18218e-32
10,25000,48.909054091,307.15111287064653592,1.77892e-34,4.47758e-36,3.58661e-32,5.12173e-32
11,27500,53.817976029,337.97936878951046507,1.79793e-34,3.27009e-35,3.43985e-32,3.30858e-32
12,30000,58.6232787745,368.15689140567374284,1.11498e-34,9.43776e-37,2.51767e-32,1.95179e-32
13,32500,63.2854369594,397.43545958632379646,2.72861e-34,1.59226e-35,3.82077e-32,3.11359e-32
14,35000,68.1443293794,427.94952782739414963,4.46147e-34,8.24617e-35,7.59015e-32,8.35875e-32
15,37500,73.0696915276,458.88102902337200813,2.37859e-34,2.29286e-35,1.33154e-31,2.18956e-31
16,40000,78.0192949382,489.96476646405055964,2.80113e-34,5.54678e-35,1.95877e-31,4.35595e-31
17,42500,82.9751588327,521.08782003182569305,8.55125e-34,1.03619e-34,2.30443e-31,5.00351e-31
18,45000,87.9226585032,552.15834588796329021,4.92964e-34,4.27381e-35,2.26989e-31,3.54171e-31
19,47500,92.8419408616,583.05166572407363989,4.73656e-34,2.36737e-35,1.90968e-31,1.98525e-31
20,50000,97.6812601829,613.44281400283470891,3.29585e-34,8.69013e-35,1.38629e-31,1.09192e-31
21,52500,102.333672232,642.6601760029274717,3.65779e-34,1.30866e-35,1.42948e-31,1.1251e-31
22,55000,107.165981666,673.00730186872007855,2.78132e-34,5.13678e-35,2.27942e-31,2.31603e-31
23,57500,112.082483253,703.88315833189491176,6.21234e-34,2.42615e-35,3.2848e-31,4.96802e-31
24,60000,117.028841443,734.94651563743091806,4.01328e-34,5.98618e-35,4.25962e-31,9.07962e-31
25,62500,121.984597587,766.06889252537191509,4.01791e-34,1.40661e-34,4.64524e-31,1.04691e-30
26,65000,126.93511203,797.15835129184955434,4.41824e-34,9.31518e-35,4.17721e-31,7.08528e-31
27,67500,131.862805367,828.10449246197688327,4.0491e-34,5.11706e-35,3.37356e-31,3.80635e-31
28,70000,136.727317658,858.65385375188522371,3.12062e-34,1.72339e-34,2.43304e-31,1.98575e-31
29,72500,141.394631758,887.96480131366699913,4.66726e-34,1.33457e-34,2.05859e-31,1.59288e-31
30,75000,146.190890625,918.08552795945708253,5.28581e-34,3.86947e-35,3.34029e-31,3.15716e-31
31,77500,151.096493904,948.89294254217244173,3.51754e-34,1.27153e-34,4.9142e-31,6.82462e-31
32,80000,156.038790952,979.93079569112601393,4.21753e-34,5.8481e-35,6.4719e-31,1.30498e-30
33,82500,160.993805003,1011.0485122012001045,5.42172e-34,5.49977e-35,7.36484e-31,1.69433e-30
34,85000,165.946632058,1042.1524942812451162,6.68958e-34,2.85534e-35,6.89585e-31,1.26462e-30
35,87500,170.881170209,1073.1416211929426122,2.27901e-34,1.26346e-34,5.54533e-31,6.81258e-31
36,90000,175.765067507,1103.8127212196337969,3.51671e-34,1.02119e-35,3.96395e-31,3.40676e-31
37,92500,180.474853704,1133.3903955161020137,1.35463e-34,1.83558e-34,2.81365e-31,2.16528e-31
38,95000,185.219890386,1163.1894444754072602,2.34739e-34,1.06563e-34,4.2865e-31,3.79399e-31
39,97500,190.111996515,1193.9120963366054018,9.9031e-35,1.94866e-34,6.17183e-31,7.86112e-31
40,100000,195.049274004,1224.9184264223600039,1.57059e-34,1.15834e-34,7.97245e-31,1.50366e-30
