sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err
0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,365,39.9726214921,14600.0,1.15381e-31,1.18319e-33,0.0,0.0
2,730,79.9452429843,29200.0,8.33331e-32,2.36355e-33,0.0,0.0
3,1095,119.917864476,43800.0,1.14187e-31,3.76646e-33,0.0,0.0
4,1460,159.890485969,58400.0,1.27735e-31,4.83294e-33,0.0,0.0
5,1825,199.863107461,73000.0,1.32628e-31,6.0345e-33,0.0,0.0
6,2190,239.835728953,87600.0,1.50749e-31,7.3477e-33,0.0,0.0
7,2555,279.808350445,102200.0,1.56034e-31,8.50425e-33,0.0,0.0
8,2920,319.780971937,116800.0,1.6832e-31,9.84059e-33,0.0,0.0
9,3285,359.753593429,131400.0,1.77202e-31,1.10377e-32,0.0,0.0
10,3650,399.726214921,146000.0,1.86191e-31,1.21235e-32,0.0,0.0
11,4015,439.698836413,160600.0,1.97371e-31,1.36275e-32,0.0,0.0
12,4380,479.671457906,175200.0,2.06096e-31,1.47364e-32,0.0,0.0
13,4745,519.644079398,189800.0,2.16071e-31,1.60624e-32,0.0,0.0
14,5110,559.61670089,204400.0,2.27639e-31,1.75878e-32,0.0,0.0
15,5475,599.589322382,219000.0,2.36745e-31,1.88338e-32,0.0,0.0
16,5840,639.561943874,233600.0,2.48001e-31,2.02956e-32,0.0,0.0
17,6205,679.534565366,248200.0,2.59032e-31,2.173e-32,0.0,0.0
18,6570,719.507186858,262800.0,2.68378e-31,2.30032e-32,0.0,0.0
19,6935,759.47980835,277400.0,2.80555e-31,2.45216e-32,0.0,0.0
20,7300,799.452429843,292000.0,2.90586e-31,2.58131e-32,0.0,0.0
21,7665,839.425051335,306600.0,3.00251e-31,2.71019e-32,0.0,0.0
22,8030,879.397672827,321200.0,3.12875e-31,2.87738e-32,0.0,0.0
23,8395,919.370294319,335800.0,3.22215e-31,2.99074e-32,0.0,0.0
24,8760,959.342915811,350400.0,3.32695e-31,3.12885e-32,0.0,0.0
25,9125,999.315537303,365000.0,3.44362e-31,3.28271e-32,0.0,0.0
26,9490,1039.2881588,379600.0,3.5353e-31,3.39956e-32,0.0,0.0
27,9855,1079.26078029,394200.0,3.6508e-31,3.55234e-32,0.0,0.0
28,10220,1119.23340178,408800.0,3.75412e-31,3.68126e-32,0.0,0.0
29,10585,1159.20602327,423400.0,3.84804e-31,3.80962e-32,0.0,0.0
30,10950,1199.17864476,438000.0,3.97031e-31,3.96735e-32,0.0,0.0
31,10958,1200.05475702,438320.0,3.97134e-31,3.9664e-32,0.0,0.0
