sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err
0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,730,39.9726214921,14600.0,3.45974e-17,2.47093e-18,0.0,0.0
2,1460,79.9452429843,29200.0,1.54197e-16,7.45555e-17,0.0,0.0
3,2190,119.917864476,43800.0,2.54264e-17,1.81836e-17,0.0,0.0
4,2920,159.890485969,58400.0,3.08794e-17,7.60694e-18,0.0,0.0
5,3650,199.863107461,73000.0,1.38236e-16,4.85395e-17,0.0,0.0
6,4380,239.835728953,87600.0,2.63587e-17,2.09097e-17,0.0,0.0
7,5110,279.808350445,102200.0,2.45648e-18,4.23728e-18,0.0,0.0
8,5840,319.780971937,116800.0,1.42035e-16,3.17279e-17,0.0,0.0
9,6570,359.753593429,131400.0,1.17273e-17,1.03736e-19,0.0,0.0
10,7300,399.726214921,146000.0,2.48042e-16,8.07792e-17,0.0,0.0
11,8030,439.698836413,160600.0,3.07435e-16,1.17034e-16,0.0,0.0
12,8760,479.671457906,175200.0,1.95194e-16,4.44145e-17,0.0,0.0
13,9490,519.644079398,189800.0,3.7225e-16,1.28548e-16,0.0,0.0
14,10220,559.61670089,204400.0,6.04348e-16,2.1719e-16,0.0,0.0
15,10950,599.589322382,219000.0,4.38989e-16,1.77211e-16,0.0,0.0
16,11680,639.561943874,233600.0,4.21195e-16,1.46611e-16,0.0,0.0
17,12410,679.534565366,248200.0,4.20627e-16,1.70456e-16,0.0,0.0
18,13140,719.507186858,262800.0,5.76882e-16,2.16422e-16,0.0,0.0
19,13870,759.47980835,277400.0,6.55249e-16,2.38074e-16,0.0,0.0
20,14600,799.452429843,292000.0,5.973e-16,2.24025e-16,0.0,0.0
21,15330,839.425051335,306600.0,5.09235e-16,1.86191e-16,0.0,0.0
22,16060,879.397672827,321200.0,3.83082e-16,1.16824e-16,0.0,0.0
23,16790,919.370294319,335800.0,4.13178e-16,1.42517e-16,0.0,0.0
24,17520,959.342915811,350400.0,4.86911e-16,1.66354e-16,0.0,0.0
25,18250,999.315537303,365000.0,5.03314e-16,1.60718e-16,0.0,0.0
26,18980,1039.2881588,379600.0,4.83104e-16,1.59657e-16,0.0,0.0
27,19710,1079.26078029,394200.0,6.85117e-16,2.31584e-16,0.0,0.0
28,20440,1119.23340178,408800.0,5.60876e-16,1.82783e-16,0.0,0.0
29,21170,1159.20602327,423400.0,7.31644e-16,2.7877e-16,0.0,0.0
30,21900,1199.17864476,438000.0,9.16511e-16,3.2725e-16,0.0,0.0
31,21915,1200.0,438300.0,8.86194e-16,3.17638e-16,0.0,0.0
